School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Georgia,SEC,229,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Miami (FL),ACC,173,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Alabama,SEC,160,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Ohio State,Big Ten,150,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Penn State,Big Ten,144,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Texas,SEC,133,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Oklahoma,SEC,132,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Florida,SEC,128,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
South Carolina,SEC,126,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
LSU,SEC,106,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Oregon,Big Ten,90,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Notre Dame,FBS - Independent,88,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Texas A&M,SEC,87,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Clemson,ACC,80,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Nebraska,Big Ten,77,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Tennessee,SEC,72,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Utah,Big 12,65,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Florida State,ACC,55,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Arkansas,SEC,50,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Auburn,SEC,45,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Arizona State,Big 12,45,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Vanderbilt,SEC,45,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/vanderbilt.svg
Iowa,Big Ten,35,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
USC,Big Ten,34,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Baylor,Big 12,33,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Illinois,Big Ten,31,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
NC State,ACC,31,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Michigan,Big Ten,30,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Kentucky,SEC,30,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Michigan State,Big Ten,25,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Purdue,Big Ten,25,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
Minnesota,Big Ten,25,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
UCLA,Big Ten,20,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Indiana,Big Ten,20,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Georgia Tech,ACC,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
TCU,Big 12,17,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Ole Miss,SEC,16,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Kansas State,Big 12,15,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
North Carolina,ACC,15,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
West Virginia,Big 12,15,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
