School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Clemson,ACC,231,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Alabama,SEC,191,33,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Penn State,Big Ten,190,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Oregon,Big Ten,171,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Georgia,SEC,160,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Texas,SEC,156,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
LSU,SEC,148,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Florida,SEC,136,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Ohio State,Big Ten,116,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Notre Dame,FBS - Independent,108,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Texas A&M,SEC,104,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Auburn,SEC,102,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Miami (FL),ACC,99,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Utah,Big 12,91,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
South Carolina,SEC,85,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Indiana,Big Ten,73,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Arizona State,Big 12,72,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Oklahoma,SEC,67,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
USC,Big Ten,59,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Tennessee,SEC,56,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Michigan,Big Ten,55,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Ole Miss,SEC,48,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Colorado,Big 12,42,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Iowa,Big Ten,42,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
