State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Texas,410,16,115
Alabama,305,6,50
Ohio,254,7,48
South Carolina,239,3,39
Florida,222,6,58
Oregon,207,2,24
Indiana,172,3,34
Pennsylvania,164,2,38
California,145,10,44
Louisiana,139,5,34
Tennessee,127,5,27
Georgia,126,4,33
North Carolina,109,7,35
Arizona,100,2,23
Utah,100,2,20
Michigan,99,4,24
Oklahoma,97,3,28
Iowa,72,2,15
Illinois,63,4,21
Kentucky,55,3,22
Missouri,52,1,14
Washington,47,1,6
Virginia,46,6,29
Mississippi,44,3,24
Kansas,34,2,16
Colorado,28,2,15
Massachusetts,21,3,9
Arkansas,20,2,11
Minnesota,20,1,9
Wisconsin,19,1,10
North Dakota,13,2,4
New Jersey,12,1,6
Wyoming,11,1,3
Idaho,9,1,5
West Virginia,8,2,8
Nebraska,8,1,6
New York,6,2,6
Nevada,5,1,5
South Dakota,5,1,1
Maryland,4,1,3
Connecticut,3,1,3
New Mexico,3,2,3
Delaware,1,1,1
