State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Texas,375,11,66
Florida,296,6,44
Alabama,252,4,36
South Carolina,237,3,19
Georgia,231,2,27
Louisiana,205,4,26
Pennsylvania,175,3,22
Ohio,153,3,26
Oregon,143,2,13
Tennessee,138,3,22
Kentucky,122,2,16
Indiana,84,3,16
Oklahoma,78,2,13
Arizona,67,2,9
Mississippi,65,3,14
Michigan,63,2,17
North Carolina,60,6,15
California,54,4,20
Utah,54,2,10
Idaho,50,1,2
Washington,45,2,7
Kansas,42,2,7
Nebraska,38,1,5
Colorado,29,1,7
Illinois,20,2,5
Minnesota,20,1,1
Iowa,18,2,7
Arkansas,18,2,4
Wisconsin,13,1,6
Virginia,12,3,6
West Virginia,11,1,2
Nevada,8,2,6
New York,8,2,2
Missouri,7,1,3
New Jersey,6,1,1
Maryland,3,1,3
Massachusetts,1,1,1
Connecticut,1,1,1
