School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,302,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Clemson,ACC,155,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Ohio State,Big Ten,151,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,137,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Notre Dame,FBS - Independent,113,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Florida,SEC,103,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Texas A&M,SEC,95,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&m.svg
Florida State,ACC,90,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Miami (FL),ACC,90,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Oklahoma,Big 12,84,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
South Carolina,SEC,83,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Pitt,ACC,82,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Texas,Big 12,80,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Oregon,Pac 12,79,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
LSU,SEC,78,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Iowa,Big Ten,68,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
North Carolina,ACC,67,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Penn State,Big Ten,60,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Boston College,ACC,57,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
TCU,Big 12,55,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Arkansas,SEC,53,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Kentucky,SEC,51,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Maryland,Big Ten,49,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Utah,Pac 12,46,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Fresno State,FBS - Mountain West,43,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/fresno_st.svg
UCLA,Pac 12,39,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Iowa State,Big 12,38,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Ole Miss,SEC,36,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
NC State,ACC,33,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Auburn,SEC,32,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Minnesota,Big Ten,32,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Louisiana Tech,FBS - CUSA,30,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/la_tech.svg
Northwestern,Big Ten,30,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
Coastal Carolina,FCS,29,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/coastal_carolina.svg
Washington,Pac 12,27,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Stanford,Pac 12,26,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Wisconsin,Big Ten,24,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Arizona State,Pac 12,23,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Mississippi State,SEC,22,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Troy,FBS - Sun Belt,22,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/troy.svg
BYU,FBS - Independent,22,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Cincinnati,FBS - AAC,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Rutgers,Big Ten,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
USC,Pac 12,18,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Georgia Tech,ACC,18,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Michigan,Big Ten,17,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Indiana,Big Ten,17,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Michigan State,Big Ten,15,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Wake Forest,ACC,13,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
