School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,268,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Georgia,SEC,203,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Ohio State,Big Ten,192,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Clemson,ACC,149,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
LSU,SEC,107,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Florida,SEC,107,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Notre Dame,FBS - Independent,107,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Penn State,Big Ten,83,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Michigan,Big Ten,80,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Texas A&M,SEC,79,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Oregon,Pac 12,78,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Tennessee,SEC,69,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
TCU,Big 12,67,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
South Carolina,SEC,65,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Oklahoma,Big 12,64,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Texas,Big 12,62,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
USC,Pac 12,60,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Florida State,ACC,58,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
