School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,193,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Georgia,SEC,183,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Ohio State,Big Ten,148,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Florida,SEC,112,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Clemson,ACC,106,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
TCU,Big 12,87,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Tennessee,SEC,86,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
LSU,SEC,81,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Michigan,Big Ten,79,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Iowa,Big Ten,75,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
USC,Pac 12,74,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Penn State,Big Ten,66,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Notre Dame,FBS - Independent,66,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Maryland,Big Ten,63,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Oregon,Pac 12,63,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Texas,Big 12,63,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Oklahoma,Big 12,61,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Illinois,Big Ten,60,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Utah,Pac 12,59,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Northwestern,Big Ten,57,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
Pitt,ACC,54,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Kentucky,SEC,51,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Auburn,SEC,49,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
South Carolina,SEC,45,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
