School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,262,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Georgia,SEC,198,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Ohio State,Big Ten,175,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Clemson,ACC,155,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Florida,SEC,111,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
LSU,SEC,109,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Notre Dame,FBS - Independent,102,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Penn State,Big Ten,84,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Texas A&M,SEC,83,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Oregon,Pac 12,74,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Michigan,Big Ten,73,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
USC,Pac 12,72,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Auburn,SEC,69,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
South Carolina,SEC,68,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Oklahoma,Big 12,67,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
TCU,Big 12,66,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Texas,Big 12,61,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Maryland,Big Ten,61,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Utah,Pac 12,59,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Tennessee,SEC,58,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Florida State,ACC,55,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Syracuse,ACC,54,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
Arkansas,SEC,52,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Kentucky,SEC,52,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
North Carolina,ACC,50,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Ole Miss,SEC,47,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Kansas State,Big 12,47,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Northwestern,Big Ten,45,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
Iowa,Big Ten,44,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Washington,Pac 12,42,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Miami (FL),ACC,39,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
BYU,FBS - Independent,39,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Pitt,ACC,37,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Baylor,Big 12,36,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Stanford,Pac 12,36,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Iowa State,Big 12,34,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Texas Tech,Big 12,33,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Mississippi State,SEC,32,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Wake Forest,ACC,30,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
