School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,347,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Notre Dame,FBS - Independent,153,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Ohio State,Big Ten,148,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,146,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Clemson,ACC,142,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Florida,SEC,115,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Texas A&M,SEC,101,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&m.svg
Miami (FL),ACC,93,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Florida State,ACC,92,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Texas,Big 12,86,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
North Carolina,ACC,82,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Oklahoma,Big 12,80,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
LSU,SEC,78,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Pitt,ACC,77,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Iowa,Big Ten,66,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Arkansas,SEC,65,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Penn State,Big Ten,64,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Oregon,Pac 12,59,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
TCU,Big 12,57,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
South Carolina,SEC,55,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Ole Miss,SEC,55,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Minnesota,Big Ten,45,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Georgia Tech,ACC,45,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
