School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,225,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Georgia,SEC,204,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Ohio State,Big Ten,166,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Florida,SEC,132,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Clemson,ACC,124,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
LSU,SEC,91,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Notre Dame,FBS - Independent,87,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
TCU,Big 12,80,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Michigan,Big Ten,79,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Tennessee,SEC,79,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Oklahoma,Big 12,78,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
USC,Pac 12,76,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Penn State,Big Ten,66,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Oregon,Pac 12,66,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Texas,Big 12,63,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Texas A&M,SEC,61,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Iowa,Big Ten,59,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Utah,Pac 12,59,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Maryland,Big Ten,56,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Illinois,Big Ten,54,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Auburn,SEC,51,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Northwestern,Big Ten,51,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
Kentucky,SEC,49,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
South Carolina,SEC,46,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Ole Miss,SEC,43,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Stanford,Pac 12,42,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Pitt,ACC,40,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
UCLA,Pac 12,40,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Iowa State,Big 12,39,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Baylor,Big 12,38,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Texas Tech,Big 12,38,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Kansas State,Big 12,38,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Syracuse,ACC,37,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
Miami (FL),ACC,32,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
North Carolina,ACC,32,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Louisville,ACC,30,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Arkansas,SEC,30,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
BYU,FBS - Independent,29,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Houston,FBS - AAC,28,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Oregon State,Pac 12,26,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
Minnesota,Big Ten,26,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
North Dakota State,FCS,26,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_dakota_st.svg
Mississippi State,SEC,25,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Wake Forest,ACC,23,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Boston College,ACC,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
SMU,FBS - AAC,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg
Boise State,FBS - Mountain West,22,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
Cincinnati,FBS - AAC,21,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Nebraska,Big Ten,21,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Washington,Pac 12,21,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Wisconsin,Big Ten,20,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Army,FBS - Independent,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/army.svg
Purdue,Big Ten,19,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
Rutgers,Big Ten,18,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Virginia,ACC,16,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
Washington State,Pac 12,16,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington_st.svg
Michigan State,Big Ten,15,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
South Dakota State,FCS,15,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_dakota_st.svg
Tulane,FBS - AAC,14,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulane.svg
Indiana,Big Ten,14,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Missouri,SEC,13,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Georgia Tech,ACC,12,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Florida State,ACC,12,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
West Virginia,Big 12,11,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
