School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,340,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Notre Dame,FBS - Independent,153,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Georgia,SEC,150,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Clemson,ACC,142,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Ohio State,Big Ten,141,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Florida,SEC,121,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Texas A&M,SEC,97,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&m.svg
Miami (FL),ACC,89,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Florida State,ACC,87,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Texas,Big 12,85,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
North Carolina,ACC,82,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Oklahoma,Big 12,79,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
LSU,SEC,78,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Pitt,ACC,77,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Iowa,Big Ten,73,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Arkansas,SEC,69,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Penn State,Big Ten,61,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Oregon,Pac 12,60,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
South Carolina,SEC,57,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Ole Miss,SEC,55,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
TCU,Big 12,52,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Minnesota,Big Ten,45,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
UCLA,Pac 12,43,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Iowa State,Big 12,40,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Boston College,ACC,37,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
Georgia Tech,ACC,35,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Auburn,SEC,33,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
NC State,ACC,33,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Stanford,Pac 12,32,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Maryland,Big Ten,32,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Washington,Pac 12,32,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Kentucky,SEC,31,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Cincinnati,FBS - AAC,30,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Troy,FBS - Sun Belt,27,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/troy.svg
Wisconsin,Big Ten,26,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Arizona State,Pac 12,25,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Coastal Carolina,FCS,24,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/coastal_carolina.svg
Utah,Pac 12,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Louisiana Tech,FBS - CUSA,22,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/la_tech.svg
Mississippi State,SEC,21,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Rutgers,Big Ten,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Northwestern,Big Ten,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
USC,Pac 12,18,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Michigan State,Big Ten,17,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
