School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,188,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Georgia,SEC,177,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Ohio State,Big Ten,147,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Florida,SEC,100,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Tennessee,SEC,98,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Clemson,ACC,95,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
TCU,Big 12,91,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Iowa,Big Ten,85,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Michigan,Big Ten,84,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
LSU,SEC,69,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Maryland,Big Ten,67,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Penn State,Big Ten,66,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Illinois,Big Ten,66,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Northwestern,Big Ten,66,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
Notre Dame,FBS - Independent,65,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
USC,Pac 12,62,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Oklahoma,Big 12,61,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Texas,Big 12,60,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Pitt,ACC,59,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Oregon,Pac 12,57,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Utah,Pac 12,56,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
South Carolina,SEC,49,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Kansas State,Big 12,48,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Auburn,SEC,47,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Kentucky,SEC,46,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
UCLA,Pac 12,45,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Texas A&M,SEC,42,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Arkansas,SEC,41,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Wisconsin,Big Ten,41,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Iowa State,Big 12,40,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Louisville,ACC,38,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Minnesota,Big Ten,38,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Syracuse,ACC,36,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
Texas Tech,Big 12,36,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Cincinnati,FBS - AAC,35,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Oregon State,Pac 12,33,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
Ole Miss,SEC,32,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Mississippi State,SEC,30,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Stanford,Pac 12,29,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Purdue,Big Ten,27,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
Boston College,ACC,27,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
North Dakota State,FCS,26,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_dakota_st.svg
North Carolina,ACC,24,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
BYU,FBS - Independent,23,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Georgia Tech,ACC,23,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Baylor,Big 12,22,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Tulane,FBS - AAC,20,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulane.svg
Houston,FBS - AAC,19,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Wake Forest,ACC,19,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Michigan State,Big Ten,18,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Miami (FL),ACC,18,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Nebraska,Big Ten,16,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Washington State,Pac 12,15,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington_st.svg
South Dakota State,FCS,15,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_dakota_st.svg
