School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,351,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Georgia,SEC,195,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Ohio State,Big Ten,192,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Clemson,ACC,178,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Notre Dame,FBS - Independent,124,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
LSU,SEC,118,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Florida,SEC,87,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
South Carolina,SEC,83,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Oklahoma,Big 12,82,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Texas A&M,SEC,79,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Miami (FL),ACC,78,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Texas,Big 12,73,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Oregon,Pac 12,67,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Florida State,ACC,63,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Michigan,Big Ten,59,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Penn State,Big Ten,59,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Auburn,SEC,55,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Pitt,ACC,55,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
USC,Pac 12,53,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Kentucky,SEC,53,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Iowa,Big Ten,50,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
North Carolina,ACC,49,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Maryland,Big Ten,49,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
TCU,Big 12,48,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Ole Miss,SEC,47,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Arkansas,SEC,47,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Boston College,ACC,46,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
Washington,Pac 12,40,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Utah,Pac 12,39,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Stanford,Pac 12,34,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Baylor,Big 12,33,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
BYU,FBS - Independent,33,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Tennessee,SEC,33,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Northwestern,Big Ten,32,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
Michigan State,Big Ten,30,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Mississippi State,SEC,28,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Iowa State,Big 12,26,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Kansas State,Big 12,26,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Syracuse,ACC,26,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
UCLA,Pac 12,22,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Coastal Carolina,FCS,21,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/coastal_carolina.svg
Minnesota,Big Ten,19,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
NC State,ACC,18,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Wake Forest,ACC,18,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Wisconsin,Big Ten,17,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Fresno State,FBS - Mountain West,17,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/fresno_st.svg
West Virginia,Big 12,16,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
Arizona State,Pac 12,14,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Louisville,ACC,14,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Virginia,ACC,14,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
Arizona,Pac 12,14,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
San Jose State,FBS - Mountain West,12,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/san_jose_st.svg
Rutgers,Big Ten,12,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Washington State,Pac 12,11,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington_st.svg
Virginia Tech,ACC,10,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
South Dakota State,FCS,10,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_dakota_st.svg
Troy,FBS - Sun Belt,9,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/troy.svg
Georgia Tech,ACC,9,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Boise State,FBS - Mountain West,9,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
Cincinnati,FBS - AAC,8,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Houston,FBS - AAC,8,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Army,FBS - Independent,8,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/army.svg
Nebraska,Big Ten,7,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Missouri,SEC,7,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Louisiana Tech,FBS - CUSA,7,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/la_tech.svg
James Madison,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/james_madison.svg
North Dakota State,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_dakota_st.svg
Florida A&M,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_a&amp;m.svg
SMU,FBS - AAC,4,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg
UCF,FBS - AAC,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
Memphis,FBS - AAC,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/memphis.svg
Indiana,Big Ten,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Tulane,FBS - AAC,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulane.svg
Texas Tech,Big 12,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Appalachian State,FBS - Sun Belt,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/appalachian_st.svg
Purdue,Big Ten,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
Nevada,FBS - Mountain West,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nevada.svg
South Florida,FBS - AAC,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_florida.svg
Oregon State,Pac 12,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
UTSA,FBS - CUSA,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utsa.svg
Oklahoma State,Big 12,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg
San Diego State,FBS - Mountain West,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/san_diego_st.svg
Marshall,FBS - CUSA,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/marshall.svg
Jackson State,FCS,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/jackson_st.svg
Arkansas State,FBS - Sun Belt,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas_st.svg
Duke,ACC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/duke.svg
East Carolina,FBS - AAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/east_carolina.svg
Kansas,Big 12,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
UAB,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/uab.svg
