Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,James Pearce Jr.,Tennessee,EDGE,6/22/2024 12:00:00 AM,1,CAROLINA PANTHERS,Tennessee,SEC,35
2,1,Will Johnson,Michigan,CB,6/22/2024 12:00:00 AM,2,NEW ENGLAND PATRIOTS,Michigan,Big Ten,35
3,2,Carson Beck,Georgia,QB,6/22/2024 12:00:00 AM,,,Georgia,SEC,35
4,1,Travis Hunter,Colorado,CB,6/22/2024 12:00:00 AM,17,CLEVELAND BROWNS,Colorado,Big 12,35
5,5,Mason Graham,Michigan,DL,6/22/2024 12:00:00 AM,,,Michigan,Big Ten,35
6,4,Benjamin Morrison,Notre Dame,CB,6/22/2024 12:00:00 AM,13,TAMPA BAY BUCCANEERS,Indiana,FBS - Independent,35
7,7,Tetairoa McMillan,Arizona,WR,6/22/2024 12:00:00 AM,8,ARIZONA CARDINALS,Arizona,Big 12,35
8,4,Luther Burden,Missouri,WR,6/22/2024 12:00:00 AM,9,MINNESOTA VIKINGS,Missouri,SEC,35
9,2,Shedeur Sanders,Colorado,QB,6/22/2024 12:00:00 AM,6,NEW YORK GIANTS,Colorado,Big 12,35
10,6,Harold Perkins,LSU,LB,6/22/2024 12:00:00 AM,,,Louisiana,SEC,35
11,7,Will Campbell,LSU,OT,6/22/2024 12:00:00 AM,3,DENVER BRONCOS,Louisiana,SEC,30
12,7,Kelvin Banks,Texas,OT,6/22/2024 12:00:00 AM,4,WASHINGTON COMMANDERS,Texas,SEC,30
13,13,Nic Scourton,Texas A&M,EDGE,6/22/2024 12:00:00 AM,10,NEW ORLEANS SAINTS,Texas,SEC,30
14,14,Abdul Carter,Penn State,EDGE,6/22/2024 12:00:00 AM,11,SEATTLE SEAHAWKS,Pennsylvania,Big Ten,30
15,8,Deone Walker,Kentucky,DL,6/22/2024 12:00:00 AM,5,TENNESSEE TITANS,Kentucky,SEC,30
16,11,Malaki Starks,Georgia,S,6/22/2024 12:00:00 AM,12,INDIANAPOLIS COLTS,Georgia,SEC,30
17,13,Colston Loveland,Michigan,TE,6/22/2024 12:00:00 AM,16,JACKSONVILLE JAGUARS,Michigan,Big Ten,30
