Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Carson Beck,Georgia,QB,2024-07-28,1,CAROLINA PANTHERS,Georgia,SEC,35
2,2,Luther Burden,Missouri,WR,2024-07-28,2,NEW ENGLAND PATRIOTS,Missouri,SEC,35
3,1,Will Johnson,Michigan,CB,2024-07-28,,,Michigan,Big Ten,35
4,2,Shedeur Sanders,Colorado,QB,2024-07-28,,,Colorado,Big 12,35
5,5,Mason Graham,Michigan,DL,2024-07-28,3,DENVER BRONCOS,Michigan,Big Ten,35
6,1,James Pearce Jr.,Tennessee,EDGE,2024-07-28,11,SEATTLE SEAHAWKS,Tennessee,SEC,35
7,7,Deone Walker,Kentucky,DL,2024-07-28,8,ARIZONA CARDINALS,Kentucky,SEC,35
8,1,Travis Hunter,Colorado,CB,2024-07-28,12,INDIANAPOLIS COLTS,Colorado,Big 12,35
9,4,Tetairoa McMillan,Arizona,WR,2024-07-28,9,MINNESOTA VIKINGS,Arizona,Big 12,35
10,4,Benjamin Morrison,Notre Dame,CB,2024-07-28,,,Indiana,FBS - Independent,35
11,11,Abdul Carter,Penn State,EDGE,2024-07-28,10,NEW ORLEANS SAINTS,Pennsylvania,Big Ten,30
12,6,Will Campbell,LSU,OT,2024-07-28,22,MIAMI DOLPHINS,Louisiana,SEC,30
13,12,Mykel Williams,Georgia,DL,2024-07-28,20,CHICAGO BEARS,Georgia,SEC,30
14,7,Kelvin Banks,Texas,OT,2024-07-28,17,CLEVELAND BROWNS,Texas,SEC,30
15,14,Nic Scourton,Texas A&M,EDGE,2024-07-28,,,Texas,SEC,30
16,16,Emery Jones Jr.,LSU,OT,2024-07-28,16,JACKSONVILLE JAGUARS,Louisiana,SEC,30
17,12,Malaki Starks,Georgia,S,2024-07-28,21,ATLANTA FALCONS,Georgia,SEC,30
18,11,Colston Loveland,Michigan,TE,2024-07-28,18,LOS ANGELES RAMS,Michigan,Big Ten,30
