Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Travis Hunter,Colorado,CB,2024-09-27,1,JACKSONVILLE JAGUARS,Colorado,Pac 12,35
2,1,Tetairoa McMillan,Arizona,WR,2024-09-27,11,BALTIMORE RAVENS,Arizona,Pac 12,35
3,1,Will Campbell,LSU,OT,2024-09-27,6,NEW ENGLAND PATRIOTS,Louisiana,SEC,35
4,1,Carson Beck,Georgia,QB,2024-09-27,2,TENNESSEE TITANS,Georgia,SEC,35
5,4,Kelvin Banks,Texas,OT,2024-09-27,7,CLEVELAND BROWNS,Texas,Big 12,35
6,1,Mason Graham,Michigan,DL,2024-09-27,5,INDIANAPOLIS COLTS,Michigan,Big Ten,35
7,2,Luther Burden,Missouri,WR,2024-09-27,16,ATLANTA FALCONS,Missouri,SEC,35
8,2,Will Johnson,Michigan,CB,2024-09-27,3,CINCINNATI BENGALS,Michigan,Big Ten,35
9,2,Shedeur Sanders,Colorado,QB,2024-09-27,4,NEW YORK GIANTS,Colorado,Pac 12,35
10,1,Benjamin Morrison,Notre Dame,CB,2024-09-27,12,DENVER BRONCOS,Indiana,FBS - Independent,35
11,5,Abdul Carter,Penn State,EDGE,2024-09-27,10,CHICAGO BEARS,Pennsylvania,Big Ten,30
12,1,James Pearce Jr.,Tennessee,EDGE,2024-09-27,9,CAROLINA PANTHERS,Tennessee,SEC,30
13,13,Quinn Ewers,Texas,QB,2024-09-27,19,LAS VEGAS RAIDERS,Texas,Big 12,30
14,10,Nic Scourton,Texas A&M,EDGE,2024-09-27,14,ARIZONA CARDINALS,Texas,SEC,30
15,1,Deone Walker,Kentucky,DL,2024-09-27,8,MIAMI DOLPHINS,Kentucky,SEC,30
16,12,Emery Jones Jr.,LSU,OT,2024-09-27,13,LOS ANGELES RAMS,Louisiana,SEC,30
17,9,Mykel Williams,Georgia,EDGE,2024-09-27,22,NEW ORLEANS SAINTS,Georgia,SEC,30
18,10,Malaki Starks,Georgia,S,2024-09-27,23,NEW YORK JETS,Georgia,SEC,30
19,1,Emeka Egbuka,Ohio State,WR,2024-09-27,20,WASHINGTON COMMANDERS,Ohio,Big Ten,30
20,12,Colston Loveland,Michigan,TE,2024-09-27,27,TAMPA BAY BUCCANEERS,Michigan,Big Ten,30
21,21,Ashton Jeanty,Boise State,RB,2024-09-27,17,DALLAS COWBOYS,Idaho,FBS - Mountain West,30
22,22,Tyleik Williams,Ohio State,DL,2024-09-27,21,LOS ANGELES CHARGERS,Ohio,Big Ten,30
23,18,Kenneth Grant,Michigan,DL,2024-09-27,18,GREEN BAY PACKERS,Michigan,Big Ten,30
24,23,Cameron Ward,Miami (FL),QB,2024-09-27,31,PITTSBURGH STEELERS,Florida,ACC,30
25,19,Denzel Burke,Ohio State,CB,2024-09-27,32,MINNESOTA VIKINGS,Ohio,Big Ten,30
26,26,Aireontae Ersery,Minnesota,OT,2024-09-27,30,KANSAS CITY CHIEFS,Minnesota,Big Ten,25
27,20,Jonah Savaiinaea,Arizona,IOL,2024-09-27,N/A,,Arizona,Pac 12,25
28,20,Jack Sawyer,Ohio State,EDGE,2024-09-27,24,DETROIT LIONS,Ohio,Big Ten,25
29,8,Harold Perkins,LSU,LB,2024-09-27,N/A,,Louisiana,SEC,25
30,30,Landon Jackson,Arkansas,EDGE,2024-09-27,29,SEATTLE SEAHAWKS,Arkansas,SEC,25
31,28,Isaiah Bond,Texas,WR,2024-09-27,28,BUFFALO BILLS,Texas,Big 12,25
32,20,Evan Stewart,Oregon,WR,2024-09-27,26,HOUSTON TEXANS,Oregon,Pac 12,25
