Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Travis Hunter,Colorado,CB,2024-09-13,,,Colorado,Big 12,35
2,1,Will Johnson,Michigan,CB,2024-09-13,1,CINCINNATI BENGALS,Michigan,Big Ten,35
3,2,Carson Beck,Georgia,QB,2024-09-13,2,LAS VEGAS RAIDERS,Georgia,SEC,35
4,4,Tetairoa McMillan,Arizona,WR,2024-09-13,9,CAROLINA PANTHERS,Arizona,Big 12,35
5,3,Mason Graham,Michigan,DL,2024-09-13,3,CLEVELAND BROWNS,Michigan,Big Ten,35
6,4,Luther Burden,Missouri,WR,2024-09-13,8,INDIANAPOLIS COLTS,Missouri,SEC,35
7,1,James Pearce Jr.,Tennessee,EDGE,2024-09-13,5,DENVER BRONCOS,Tennessee,SEC,35
8,1,Mykel Williams,Georgia,DL,2024-09-13,11,BALTIMORE RAVENS,Georgia,SEC,35
9,6,Shedeur Sanders,Colorado,QB,2024-09-13,10,NEW YORK GIANTS,Colorado,Big 12,35
10,9,Malaki Starks,Georgia,S,2024-09-13,18,NEW ORLEANS SAINTS,Georgia,SEC,35
11,3,Deone Walker,Kentucky,DL,2024-09-13,15,GREEN BAY PACKERS,Kentucky,SEC,30
12,1,Will Campbell,LSU,OT,2024-09-13,4,WASHINGTON COMMANDERS,Louisiana,SEC,30
13,3,Benjamin Morrison,Notre Dame,CB,2024-09-13,14,ATLANTA FALCONS,Indiana,FBS - Independent,30
14,11,Nic Scourton,Texas A&M,EDGE,2024-09-13,6,TENNESSEE TITANS,Texas,SEC,30
15,9,Kelvin Banks,Texas,OT,2024-09-13,7,JACKSONVILLE JAGUARS,Texas,SEC,30
16,8,Abdul Carter,Penn State,EDGE,2024-09-13,13,ARIZONA CARDINALS,Pennsylvania,Big Ten,30
17,11,Harold Perkins,LSU,LB,2024-09-13,23,SEATTLE SEAHAWKS,Louisiana,SEC,30
18,15,Colston Loveland,Michigan,TE,2024-09-13,19,MIAMI DOLPHINS,Michigan,Big Ten,30
19,10,Emeka Egbuka,Ohio State,WR,2024-09-13,,,Ohio,Big Ten,30
20,18,Ashton Jeanty,Boise State,RB,2024-09-13,27,DALLAS COWBOYS,Idaho,FBS - Mountain West,30
21,15,Emery Jones Jr.,LSU,OT,2024-09-13,16,LOS ANGELES RAMS,Louisiana,SEC,30
22,20,Kenneth Grant,Michigan,DL,2024-09-13,31,SAN FRANCISCO 49ERS,Michigan,Big Ten,30
23,1,Quinn Ewers,Texas,QB,2024-09-13,12,NEW YORK JETS,Texas,SEC,30
24,22,Tyleik Williams,Ohio State,DL,2024-09-13,,,Ohio,Big Ten,30
25,15,Denzel Burke,Ohio State,CB,2024-09-13,21,MINNESOTA VIKINGS,Ohio,Big Ten,30
26,21,Jonah Savaiinaea,Arizona,IOL,2024-09-13,20,LOS ANGELES CHARGERS,Arizona,Big 12,25
27,23,Ollie Gordon II,Oklahoma State,RB,2024-09-13,,,Oklahoma,Big 12,25
28,28,Landon Jackson,Arkansas,EDGE,2024-09-13,30,DETROIT LIONS,Arkansas,SEC,25
29,1,Tacario Davis,Arizona,CB,2024-09-13,25,PITTSBURGH STEELERS,Arizona,Big 12,25
30,26,Barrett Carter,Clemson,LB,2024-09-13,,,South Carolina,ACC,25
31,17,J.T. Tuimoloau,Ohio State,EDGE,2024-09-13,22,CHICAGO BEARS,Ohio,Big Ten,25
32,2,Evan Stewart,Oregon,WR,2024-09-13,,,Oregon,Big Ten,25
33,24,Princely Umanmielen,Ole Miss,EDGE,2024-09-13,,,Mississippi,SEC,25
34,23,Quinshon Judkins,Ohio State,RB,2024-09-13,,,Ohio,Big Ten,25
35,2,Cameron Ward,Miami (FL),QB,2024-09-13,,,Florida,ACC,25
36,21,Jack Sawyer,Ohio State,EDGE,2024-09-13,,,Ohio,Big Ten,20
37,29,Isaiah Bond,Texas,WR,2024-09-13,32,BUFFALO BILLS,Texas,SEC,20
38,23,Patrick Payton,Florida State,EDGE,2024-09-13,,,Florida,ACC,20
39,3,Walter Nolen,Ole Miss,DL,2024-09-13,,,Mississippi,SEC,20
40,6,Tyler Booker,Alabama,IOL,2024-09-13,26,TAMPA BAY BUCCANEERS,Alabama,SEC,20
41,37,Danny Stutsman,Oklahoma,LB,2024-09-13,,,Oklahoma,SEC,20
42,23,Aireontae Ersery,Minnesota,OT,2024-09-13,29,KANSAS CITY CHIEFS,Minnesota,Big Ten,20
43,25,Kevin Winston Jr.,Penn State,S,2024-09-13,,,Pennsylvania,Big Ten,20
44,40,Shavon Revel Jr.,East Carolina,CB,2024-09-13,,,North Carolina,FBS - AAC,20
45,24,Donovan Jackson,Ohio State,IOL,2024-09-13,,,Ohio,Big Ten,20
46,25,Conner Weigman,Texas A&M,QB,2024-09-13,,,Texas,SEC,20
47,16,Jalen Milroe,Alabama,QB,2024-09-13,,,Alabama,SEC,20
