Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Travis Hunter,Colorado,CB,2024-12-04,1,JACKSONVILLE JAGUARS,Colorado,Big 12,35
2,2,Shedeur Sanders,Colorado,QB,2024-12-04,2,LAS VEGAS RAIDERS,Colorado,Big 12,35
3,2,Cameron Ward,Miami (FL),QB,2024-12-04,3,NEW YORK GIANTS,Florida,ACC,35
4,4,Tetairoa McMillan,Arizona,WR,2024-12-04,4,NEW ENGLAND PATRIOTS,Arizona,Big 12,35
5,2,Will Johnson,Michigan,CB,2024-12-04,5,CAROLINA PANTHERS,Michigan,Big Ten,35
6,6,Abdul Carter,Penn State,EDGE,2024-12-04,N/A,,Pennsylvania,Big Ten,35
7,2,Mason Graham,Michigan,DL,2024-12-04,6,NEW YORK JETS,Michigan,Big Ten,35
8,2,Will Campbell,LSU,OT,2024-12-04,7,TENNESSEE TITANS,Louisiana,SEC,35
9,2,Kelvin Banks,Texas,OT,2024-12-04,N/A,,Texas,SEC,35
10,10,Ashton Jeanty,Boise State,RB,2024-12-04,8,CLEVELAND BROWNS,Idaho,FBS - Mountain West,35
11,4,Luther Burden,Missouri,WR,2024-12-04,13,DALLAS COWBOYS,Missouri,SEC,30
12,1,James Pearce Jr.,Tennessee,EDGE,2024-12-04,18,ARIZONA CARDINALS,Tennessee,SEC,30
13,6,Mykel Williams,Georgia,EDGE,2024-12-04,10,NEW ORLEANS SAINTS,Georgia,SEC,30
14,12,Nic Scourton,Texas A&M,EDGE,2024-12-04,9,CINCINNATI BENGALS,Texas,SEC,30
15,12,Malaki Starks,Georgia,S,2024-12-04,N/A,,Georgia,SEC,30
16,8,Jalen Milroe,Alabama,QB,2024-12-04,N/A,,Alabama,SEC,30
17,17,Jalon Walker,Georgia,LB,2024-12-04,11,CHICAGO BEARS,Georgia,SEC,30
18,17,Kenneth Grant,Michigan,DL,2024-12-04,12,MIAMI DOLPHINS,Michigan,Big Ten,30
19,12,Benjamin Morrison,Notre Dame,CB,2024-12-04,16,TAMPA BAY BUCCANEERS,Indiana,FBS - Independent,30
20,18,Colston Loveland,Michigan,TE,2024-12-04,21,WASHINGTON COMMANDERS,Michigan,Big Ten,30
21,19,Shavon Revel Jr.,East Carolina,CB,2024-12-04,17,LOS ANGELES RAMS,North Carolina,FBS - AAC,30
22,20,Emeka Egbuka,Ohio State,WR,2024-12-04,23,DENVER BRONCOS,Ohio,Big Ten,30
23,17,Aireontae Ersery,Minnesota,OT,2024-12-04,N/A,,Minnesota,Big Ten,30
24,24,Cameron Williams,Texas,OT,2024-12-04,19,ATLANTA FALCONS,Texas,SEC,30
25,25,Walter Nolen,Ole Miss,DL,2024-12-04,14,SAN FRANCISCO 49ERS,Mississippi,SEC,30
26,25,Tyler Warren,Penn State,TE,2024-12-04,25,LOS ANGELES CHARGERS,Pennsylvania,Big Ten,25
27,21,Isaiah Bond,Texas,WR,2024-12-04,26,PITTSBURGH STEELERS,Texas,SEC,25
28,28,Tyler Booker,Alabama,IOL,2024-12-04,22,HOUSTON TEXANS,Alabama,SEC,25
29,21,Jonah Savaiinaea,Arizona,IOL,2024-12-04,20,SEATTLE SEAHAWKS,Arizona,Big 12,25
30,25,Josh Simmons,Ohio State,OT,2024-12-04,24,BALTIMORE RAVENS,Ohio,Big Ten,25
31,25,Tyleik Williams,Ohio State,DL,2024-12-04,27,GREEN BAY PACKERS,Ohio,Big Ten,25
32,27,Shemar Stewart,Texas A&M,DL,2024-12-04,N/A,,Texas,SEC,25
33,14,Deone Walker,Kentucky,DL,2024-12-04,N/A,,Kentucky,SEC,25
34,32,Derrick Harmon,Oregon,DL,2024-12-04,N/A,,Oregon,Big Ten,25
35,35,Wyatt Milum,West Virginia,OT,2024-12-04,N/A,,West Virginia,Big 12,25
36,30,Princely Umanmielen,Ole Miss,EDGE,2024-12-04,29,PHILADELPHIA EAGLES,Mississippi,SEC,20
37,8,Quinn Ewers,Texas,QB,2024-12-04,N/A,,Texas,SEC,20
38,24,J.T. Tuimoloau,Ohio State,EDGE,2024-12-04,32,DETROIT LIONS,Ohio,Big Ten,20
39,39,Nick Emmanwori,South Carolina,S,2024-12-04,N/A,,South Carolina,SEC,20
