Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Johnson,Michigan,CB,2024-07-17,4,WASHINGTON COMMANDERS,Michigan,Big Ten,35
2,2,Luther Burden,Missouri,WR,2024-07-17,2,NEW ENGLAND PATRIOTS,Missouri,SEC,35
3,1,James Pearce Jr.,Tennessee,EDGE,2024-07-17,10,NEW ORLEANS SAINTS,Tennessee,SEC,35
4,1,Travis Hunter,Colorado,CB,2024-07-17,1,CAROLINA PANTHERS,Colorado,Big 12,35
5,3,Shedeur Sanders,Colorado,QB,2024-07-17,6,NEW YORK GIANTS,Colorado,Big 12,35
6,3,Carson Beck,Georgia,QB,2024-07-17,5,TENNESSEE TITANS,Georgia,SEC,35
7,4,Benjamin Morrison,Notre Dame,CB,2024-07-17,,,Indiana,FBS - Independent,35
8,4,Mason Graham,Michigan,DL,2024-07-17,,,Michigan,Big Ten,35
9,4,Will Campbell,LSU,OT,2024-07-17,,,Louisiana,SEC,35
10,10,Deone Walker,Kentucky,DL,2024-07-17,8,ARIZONA CARDINALS,Kentucky,SEC,35
11,8,Tetairoa McMillan,Arizona,WR,2024-07-17,3,DENVER BRONCOS,Arizona,Big 12,30
12,12,Abdul Carter,Penn State,EDGE,2024-07-17,13,TAMPA BAY BUCCANEERS,Pennsylvania,Big Ten,30
13,13,Nic Scourton,Texas A&M,EDGE,2024-07-17,29,DETROIT LIONS,Texas,SEC,30
14,7,Kelvin Banks,Texas,OT,2024-07-17,22,MIAMI DOLPHINS,Texas,SEC,30
15,12,Emeka Egbuka,Ohio State,WR,2024-07-17,26,DALLAS COWBOYS,Ohio,Big Ten,30
16,8,Harold Perkins,LSU,LB,2024-07-17,,,Louisiana,SEC,30
17,12,Malaki Starks,Georgia,S,2024-07-17,25,PHILADELPHIA EAGLES,Georgia,SEC,30
18,15,Mykel Williams,Georgia,DL,2024-07-17,,,Georgia,SEC,30
19,14,Colston Loveland,Michigan,TE,2024-07-17,,,Michigan,Big Ten,30
20,16,Tacario Davis,Arizona,CB,2024-07-17,23,GREEN BAY PACKERS,Arizona,Big 12,30
21,21,Emery Jones Jr.,LSU,OT,2024-07-17,11,SEATTLE SEAHAWKS,Louisiana,SEC,30
22,18,Tyleik Williams,Ohio State,DL,2024-07-17,,,Ohio,Big Ten,30
23,22,Jonah Savaiinaea,Arizona,IOL,2024-07-17,31,SAN FRANCISCO 49ERS,Arizona,Big 12,30
24,13,Evan Stewart,Oregon,WR,2024-07-17,,,Oregon,Big Ten,30
25,25,Kenneth Grant,Michigan,DL,2024-07-17,9,MINNESOTA VIKINGS,Michigan,Big Ten,30
26,24,Princely Umanmielen,Ole Miss,DL,2024-07-17,,,Mississippi,SEC,25
27,16,Barrett Carter,Clemson,LB,2024-07-17,,,South Carolina,ACC,25
28,17,Quinshon Judkins,Ohio State,RB,2024-07-17,,,Ohio,Big Ten,25
29,11,Denzel Burke,Ohio State,CB,2024-07-17,,,Ohio,Big Ten,25
30,22,Jalen Milroe,Alabama,QB,2024-07-17,14,PITTSBURGH STEELERS,Alabama,SEC,25
31,13,Walter Nolen,Ole Miss,DL,2024-07-17,16,JACKSONVILLE JAGUARS,Mississippi,SEC,25
32,29,Jabbar Muhammad,Oregon,CB,2024-07-17,,,Oregon,Big Ten,25
33,14,Patrick Payton,Florida State,EDGE,2024-07-17,,,Florida,ACC,25
34,19,Jack Sawyer,Ohio State,EDGE,2024-07-17,,,Ohio,Big Ten,25
35,19,Tyler Booker,Alabama,OT,2024-07-17,28,CINCINNATI BENGALS,Alabama,SEC,25
36,28,Isaiah Bond,Texas,WR,2024-07-17,,,Texas,SEC,20
37,27,Jaxson Dart,Ole Miss,QB,2024-07-17,,,Mississippi,SEC,20
38,34,Jay Higgins,Iowa,LB,2024-07-17,18,LOS ANGELES RAMS,Iowa,Big Ten,20
39,36,Dani Dennis-Sutton,Penn State,DL,2024-07-17,,,Pennsylvania,Big Ten,20
40,25,Kevin Winston Jr.,Penn State,S,2024-07-17,,,Pennsylvania,Big Ten,20
41,6,Quinn Ewers,Texas,QB,2024-07-17,,,Texas,SEC,20
42,38,Earnest Greene,Georgia,IOL,2024-07-17,32,KANSAS CITY CHIEFS,Georgia,SEC,20
43,6,Tory Horton,Colorado State,WR,2024-07-17,30,BALTIMORE RAVENS,Colorado,FBS - Mountain West,20
44,44,Jordan Hancock,Ohio State,CB,2024-07-17,,,Ohio,Big Ten,20
45,24,Ollie Gordon II,Oklahoma State,RB,2024-07-17,,,Oklahoma,Big 12,20
46,13,J.T. Tuimoloau,Ohio State,EDGE,2024-07-17,,,Ohio,Big Ten,20
47,34,Conner Weigman,Texas A&M,QB,2024-07-17,,,Texas,SEC,20
48,35,Xavier Nwankpa,Iowa,S,2024-07-17,,,Iowa,Big Ten,20
49,38,Garrett Nussmeier,LSU,QB,2024-07-17,,,Louisiana,SEC,20
50,39,Nic Anderson,Oklahoma,WR,2024-07-17,,,Oklahoma,SEC,20
51,37,Ashton Gillotte,Louisville,EDGE,2024-07-17,,,Kentucky,ACC,20
52,35,Omarion Hampton,North Carolina,RB,2024-07-17,,,North Carolina,ACC,20
53,41,Ashton Jeanty,Boise State,RB,2024-07-17,,,Idaho,FBS - Mountain West,20
54,47,Fernando Carmona,Arkansas,OT,2024-07-17,,,Arkansas,SEC,20
55,43,Tre Harris,Ole Miss,WR,2024-07-17,,,Mississippi,SEC,20
56,32,Landon Jackson,Arkansas,DL,2024-07-17,,,Arkansas,SEC,20
57,25,Josh Conerly Jr.,Oregon,OT,2024-07-17,,,Oregon,Big Ten,20
58,33,TreVeyon Henderson,Ohio State,RB,2024-07-17,,,Ohio,Big Ten,20
59,38,Xavier Watts,Notre Dame,S,2024-07-17,,,Indiana,FBS - Independent,20
60,40,Luke Lachey,Iowa,TE,2024-07-17,,,Iowa,Big Ten,15
61,39,Dontay Corleone,Cincinnati,DL,2024-07-17,,,Ohio,Big 12,15
62,40,Danny Stutsman,Oklahoma,LB,2024-07-17,,,Oklahoma,SEC,15
63,32,Howard Cross III,Notre Dame,DL,2024-07-17,,,Indiana,FBS - Independent,15
64,41,Drew Allar,Penn State,QB,2024-07-17,,,Pennsylvania,Big Ten,15
65,28,Cameron Ward,Miami (FL),QB,2024-07-17,,,Florida,ACC,15
66,25,Tate Ratledge,Georgia,IOL,2024-07-17,,,Georgia,SEC,15
67,44,Rod Moore,Michigan,S,2024-07-17,,,Michigan,Big Ten,15
68,47,Bear Alexander,USC,DL,2024-07-17,,,California,Big Ten,15
69,47,Blake Miller,Clemson,OT,2024-07-17,,,South Carolina,ACC,15
70,53,Parker Brailsford,Alabama,IOL,2024-07-17,,,Alabama,SEC,15
71,55,Smael Mondon Jr.,Georgia,LB,2024-07-17,,,Georgia,SEC,10
72,48,Shemar Turner,Texas A&M,DL,2024-07-17,,,Texas,SEC,10
73,64,Antwane Wells Jr.,Ole Miss,WR,2024-07-17,,,Mississippi,SEC,10
74,65,Tez Johnson,Oregon,WR,2024-07-17,,,Oregon,Big Ten,10
75,62,Barion Brown,Kentucky,WR,2024-07-17,,,Kentucky,SEC,10
76,62,Mitchell Evans,Notre Dame,TE,2024-07-17,,,Indiana,FBS - Independent,10
77,63,Andrew Mukuba,Texas,S,2024-07-17,,,Texas,SEC,10
78,58,Ajani Cornelius,Oregon,IOL,2024-07-17,,,Oregon,Big Ten,10
79,60,Trevor Etienne,Georgia,RB,2024-07-17,,,Georgia,SEC,10
80,72,Deion Burks,Oklahoma,WR,2024-07-17,,,Oklahoma,SEC,10
81,47,Josh Simmons,Ohio State,OT,2024-07-17,,,Ohio,Big Ten,10
82,75,Sonny Styles,Ohio State,S,2024-07-17,,,Ohio,Big Ten,10
83,60,Nick Singleton,Penn State,RB,2024-07-17,,,Pennsylvania,Big Ten,10
84,28,Donovan Jackson,Ohio State,IOL,2024-07-17,,,Ohio,Big Ten,10
85,70,Jason Marshall Jr.,Florida,CB,2024-07-17,,,Florida,SEC,10
86,54,Wyatt Milum,West Virginia,OT,2024-07-17,,,West Virginia,Big 12,10
87,16,Nazir Stackhouse,Georgia,DL,2024-07-17,,,Georgia,SEC,10
88,51,Donovan Edwards,Michigan,RB,2024-07-17,,,Michigan,Big Ten,10
89,63,Dasan McCullough,Oklahoma,EDGE,2024-07-17,,,Oklahoma,SEC,10
90,67,Quincy Riley,Louisville,CB,2024-07-17,,,Kentucky,ACC,10
91,58,Jamon Dumas-Johnson,Kentucky,LB,2024-07-17,,,Kentucky,SEC,10
92,2,Malachi Moore,Alabama,S,2024-07-17,,,Alabama,SEC,10
93,4,Anthony Belton,NC State,OT,2024-07-17,,,North Carolina,ACC,10
94,85,Keon Sabb,Michigan,S,2024-07-17,,,Michigan,Big Ten,10
95,58,Devin Neal,Kansas,RB,2024-07-17,,,Kansas,Big 12,10
96,65,Raheim Sanders,South Carolina,RB,2024-07-17,,,South Carolina,SEC,10
97,49,Riley Leonard,Notre Dame,QB,2024-07-17,,,Indiana,FBS - Independent,10
98,82,Elic Ayomanor,Stanford,WR,2024-07-17,,,California,ACC,10
99,94,T.J. Sanders,South Carolina,DL,2024-07-17,,,South Carolina,SEC,10
100,24,Clay Webb,Jacksonville State,IOL,2024-07-17,,,Alabama,FBS - CUSA,10
101,65,Jalon Walker,Georgia,LB,2024-07-17,,,Georgia,SEC,8
102,95,Daylen Everette,Georgia,CB,2024-07-17,,,Georgia,SEC,8
103,29,Joshua Gray,Oregon State,IOL,2024-07-17,,,Oregon,Pac 12,8
104,97,Marcus Mbow,Purdue,IOL,2024-07-17,,,Indiana,Big Ten,8
105,87,Aireontae Ersery,Minnesota,OT,2024-07-17,,,Minnesota,Big Ten,8
106,80,Damien Martinez,Oregon State,RB,2024-07-17,,,Oregon,Pac 12,8
107,17,Sebastian Castro,Iowa,S,2024-07-17,,,Iowa,Big Ten,8
108,74,Nick Emmanwori,South Carolina,CB,2024-07-17,,,South Carolina,SEC,8
109,58,Collin Oliver,Oklahoma State,EDGE,2024-07-17,,,Oklahoma,Big 12,8
110,77,J.Michael Sturdivant,UCLA,WR,2024-07-17,,,California,Big Ten,8
111,51,Oscar Delp,Georgia,TE,2024-07-17,,,Georgia,SEC,8
112,56,Davison Igbinosun,Ohio State,CB,2024-07-17,,,Ohio,Big Ten,8
113,73,Kaimon Rucker,North Carolina,DL,2024-07-17,,,North Carolina,ACC,8
114,71,Riley Mahlman,Wisconsin,OT,2024-07-17,,,Wisconsin,Big Ten,8
115,64,R.J. Oben,Notre Dame,EDGE,2024-07-17,,,Indiana,FBS - Independent,8
116,42,Rylie Mills,Notre Dame,DL,2024-07-17,,,Indiana,FBS - Independent,8
117,94,Matthew Golden,Texas,WR,2024-07-17,,,Texas,SEC,8
118,85,Tyler Warren,Penn State,TE,2024-07-17,,,Pennsylvania,Big Ten,8
119,74,Noah Fifita,Arizona,QB,2024-07-17,,,Arizona,Big 12,8
120,83,David Bailey,Stanford,EDGE,2024-07-17,,,California,ACC,8
121,90,D.J. Campbell,Texas,IOL,2024-07-17,,,Texas,SEC,7
122,96,Jaheim Oatis,Alabama,DL,2024-07-17,,,Alabama,SEC,7
123,74,Antonio Williams,Clemson,WR,2024-07-17,,,South Carolina,ACC,7
124,86,Jeremiah Alexander,Alabama,EDGE,2024-07-17,,,Alabama,SEC,7
125,84,Domani Jackson,Alabama,CB,2024-07-17,,,Alabama,SEC,7
126,94,Caden Prieskorn,Ole Miss,TE,2024-07-17,,,Mississippi,SEC,7
127,105,Jack Nelson,Wisconsin,OT,2024-07-17,,,Wisconsin,Big Ten,7
128,1,Jasheen Davis,Wake Forest,EDGE,2024-07-17,,,North Carolina,ACC,7
129,91,Maxwell Hairston,Kentucky,CB,2024-07-17,,,Kentucky,SEC,7
130,93,Josaiah Stewart,Michigan,EDGE,2024-07-17,,,Michigan,Big Ten,7
131,13,Bryson Nesbit,North Carolina,TE,2024-07-17,,,North Carolina,ACC,7
132,81,Shilo Sanders,Colorado,S,2024-07-17,,,Colorado,Big 12,7
133,3,Aubrey Burks,West Virginia,S,2024-07-17,,,West Virginia,Big 12,7
134,97,Will Lee III,Texas A&M,CB,2024-07-17,,,Texas,SEC,7
135,89,Colbie Young,Georgia,WR,2024-07-17,,,Georgia,SEC,7
136,85,Germie Bernard,Alabama,WR,2024-07-17,,,Alabama,SEC,7
137,93,Billy Bowman,Oklahoma,CB,2024-07-17,,,Oklahoma,SEC,7
138,64,Tahj Brooks,Texas Tech,RB,2024-07-17,,,Texas,Big 12,7
139,98,Trey Zuhn III,Texas A&M,OT,2024-07-17,,,Texas,SEC,7
140,98,Cade Klubnik,Clemson,QB,2024-07-17,,,South Carolina,ACC,7
141,95,Jonah Monheim,USC,OT,2024-07-17,,,California,Big Ten,7
142,101,Gentry Williams,Oklahoma,CB,2024-07-17,,,Oklahoma,SEC,7
143,12,Moose Muhammad III,Texas A&M,WR,2024-07-17,,,Texas,SEC,7
144,92,Zach Rice,North Carolina,OT,2024-07-17,,,North Carolina,ACC,7
