Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Travis Hunter,Colorado,CB,2024-11-30,3,JACKSONVILLE JAGUARS,Colorado,Big 12,35
2,2,Shedeur Sanders,Colorado,QB,2024-11-30,1,NEW YORK GIANTS,Colorado,Big 12,35
3,2,Cameron Ward,Miami (FL),QB,2024-11-30,2,LAS VEGAS RAIDERS,Florida,ACC,35
4,4,Tetairoa McMillan,Arizona,WR,2024-11-30,4,NEW ENGLAND PATRIOTS,Arizona,Big 12,35
5,2,Will Johnson,Michigan,CB,2024-11-30,5,CAROLINA PANTHERS,Michigan,Big Ten,35
6,2,Mason Graham,Michigan,DL,2024-11-30,8,CLEVELAND BROWNS,Michigan,Big Ten,35
7,6,Abdul Carter,Penn State,EDGE,2024-11-30,6,NEW YORK JETS,Pennsylvania,Big Ten,35
8,2,Will Campbell,LSU,OT,2024-11-30,7,TENNESSEE TITANS,Louisiana,SEC,35
9,2,Kelvin Banks,Texas,OT,2024-11-30,12,MIAMI DOLPHINS,Texas,SEC,35
10,4,Luther Burden,Missouri,WR,2024-11-30,11,CINCINNATI BENGALS,Missouri,SEC,35
11,7,Jalen Milroe,Alabama,QB,2024-11-30,N/A,,Alabama,SEC,30
12,11,Ashton Jeanty,Boise State,RB,2024-11-30,N/A,,Idaho,FBS - Mountain West,30
13,1,James Pearce Jr.,Tennessee,EDGE,2024-11-30,19,ATLANTA FALCONS,Tennessee,SEC,30
14,6,Mykel Williams,Georgia,EDGE,2024-11-30,N/A,,Georgia,SEC,30
15,12,Malaki Starks,Georgia,S,2024-11-30,13,INDIANAPOLIS COLTS,Georgia,SEC,30
16,12,Nic Scourton,Texas A&M,EDGE,2024-11-30,10,NEW ORLEANS SAINTS,Texas,SEC,30
17,17,Jalon Walker,Georgia,LB,2024-11-30,15,TAMPA BAY BUCCANEERS,Georgia,SEC,30
18,17,Kenneth Grant,Michigan,DL,2024-11-30,30,BUFFALO BILLS,Michigan,Big Ten,30
19,19,Shavon Revel Jr.,East Carolina,CB,2024-11-30,28,MINNESOTA VIKINGS,North Carolina,FBS - AAC,30
20,18,Colston Loveland,Michigan,TE,2024-11-30,21,WASHINGTON COMMANDERS,Michigan,Big Ten,30
21,11,Benjamin Morrison,Notre Dame,CB,2024-11-30,16,LOS ANGELES RAMS,Indiana,FBS - Independent,30
22,17,Aireontae Ersery,Minnesota,OT,2024-11-30,20,SEATTLE SEAHAWKS,Minnesota,Big Ten,30
23,20,Emeka Egbuka,Ohio State,WR,2024-11-30,18,ARIZONA CARDINALS,Ohio,Big Ten,30
24,24,Walter Nolen,Ole Miss,DL,2024-11-30,23,HOUSTON TEXANS,Mississippi,SEC,30
25,24,Cameron Williams,Texas,OT,2024-11-30,17,SAN FRANCISCO 49ERS,Texas,SEC,30
26,14,Deone Walker,Kentucky,DL,2024-11-30,N/A,,Kentucky,SEC,25
27,25,Josh Simmons,Ohio State,OT,2024-11-30,22,DENVER BRONCOS,Ohio,Big Ten,25
28,21,Isaiah Bond,Texas,WR,2024-11-30,N/A,,Texas,SEC,25
29,29,Tyler Warren,Penn State,TE,2024-11-30,24,LOS ANGELES CHARGERS,Pennsylvania,Big Ten,25
30,25,Tyleik Williams,Ohio State,DL,2024-11-30,27,GREEN BAY PACKERS,Ohio,Big Ten,25
31,21,Jonah Savaiinaea,Arizona,IOL,2024-11-30,N/A,,Arizona,Big 12,25
32,28,Shemar Stewart,Texas A&M,DL,2024-11-30,N/A,,Texas,SEC,25
33,29,Tyler Booker,Alabama,IOL,2024-11-30,32,DETROIT LIONS,Alabama,SEC,25
34,33,Derrick Harmon,Oregon,DL,2024-11-30,N/A,,Oregon,Big Ten,25
35,8,Quinn Ewers,Texas,QB,2024-11-30,N/A,,Texas,SEC,25
36,30,Princely Umanmielen,Ole Miss,EDGE,2024-11-30,N/A,,Mississippi,SEC,20
37,24,J.T. Tuimoloau,Ohio State,EDGE,2024-11-30,29,PHILADELPHIA EAGLES,Ohio,Big Ten,20
38,34,Wyatt Milum,West Virginia,OT,2024-11-30,N/A,,West Virginia,Big 12,20
39,14,Emery Jones Jr.,LSU,OT,2024-11-30,N/A,,Louisiana,SEC,20
40,34,L.T. Overton,Alabama,EDGE,2024-11-30,N/A,,Alabama,SEC,20
41,26,Tacario Davis,Arizona,CB,2024-11-30,N/A,,Arizona,Big 12,20
42,29,Jack Sawyer,Ohio State,EDGE,2024-11-30,N/A,,Ohio,Big Ten,20
43,39,Landon Jackson,Arkansas,EDGE,2024-11-30,N/A,,Arkansas,SEC,20
44,1,Carson Beck,Georgia,QB,2024-11-30,N/A,,Georgia,SEC,20
45,21,Denzel Burke,Ohio State,CB,2024-11-30,31,KANSAS CITY CHIEFS,Ohio,Big Ten,20
46,43,Nick Emmanwori,South Carolina,S,2024-11-30,N/A,,South Carolina,SEC,20
47,42,Tre Harris,Ole Miss,WR,2024-11-30,N/A,,Mississippi,SEC,20
48,38,Donovan Jackson,Ohio State,IOL,2024-11-30,N/A,,Ohio,Big Ten,20
49,45,Elic Ayomanor,Stanford,WR,2024-11-30,26,PITTSBURGH STEELERS,California,ACC,20
50,48,Jihaad Campbell,Alabama,LB,2024-11-30,25,BALTIMORE RAVENS,Alabama,SEC,20
51,47,Jahdae Barron,Texas,CB,2024-11-30,N/A,,Texas,SEC,20
52,19,Harold Perkins,LSU,LB,2024-11-30,N/A,,Louisiana,SEC,20
53,53,Mike Green,Marshall,EDGE,2024-11-30,N/A,,West Virginia,FBS - CUSA,20
54,52,T.J. Sanders,South Carolina,DL,2024-11-30,N/A,,South Carolina,SEC,20
55,22,Omarion Hampton,North Carolina,RB,2024-11-30,N/A,,North Carolina,ACC,20
56,56,Trey Amos,Ole Miss,CB,2024-11-30,N/A,,Mississippi,SEC,20
57,30,Quinshon Judkins,Ohio State,RB,2024-11-30,N/A,,Ohio,Big Ten,20
58,43,Donovan Ezeiruaku,Boston College,EDGE,2024-11-30,N/A,,Massachusetts,ACC,20
59,30,Jaxson Dart,Ole Miss,QB,2024-11-30,N/A,,Mississippi,SEC,20
60,58,Jalen Royals,Utah State,WR,2024-11-30,N/A,,Utah,FBS - Mountain West,15
61,42,Josh Conerly Jr.,Oregon,OT,2024-11-30,N/A,,Oregon,Big Ten,15
62,57,Kaleb Johnson,Iowa,RB,2024-11-30,N/A,,Iowa,Big Ten,15
63,47,Mansoor Delane,Virginia Tech,CB,2024-11-30,N/A,,Virginia,ACC,15
64,64,Kyle Kennard,South Carolina,EDGE,2024-11-30,N/A,,South Carolina,SEC,15
65,39,Danny Stutsman,Oklahoma,LB,2024-11-30,,,Oklahoma,SEC,15
66,29,Garrett Nussmeier,LSU,QB,2024-11-30,,,Louisiana,SEC,15
67,57,Harold Fannin Jr.,Bowling Green,TE,2024-11-30,,,Ohio,FBS - MAC,15
68,59,Grey Zabel,North Dakota State,OT,2024-11-30,,,North Dakota,FCS,15
69,46,Tate Ratledge,Georgia,IOL,2024-11-30,,,Georgia,SEC,15
70,38,Drew Allar,Penn State,QB,2024-11-30,,,Pennsylvania,Big Ten,15
71,71,Darien Porter,Iowa State,CB,2024-11-30,,,Iowa,Big 12,10
72,50,Kyren Lacy,LSU,WR,2024-11-30,,,Louisiana,SEC,10
73,24,Evan Stewart,Oregon,WR,2024-11-30,,,Oregon,Big Ten,10
74,64,Davison Igbinosun,Ohio State,CB,2024-11-30,,,Ohio,Big Ten,10
75,73,Omarr Norman-Lott,Tennessee,DL,2024-11-30,,,Tennessee,SEC,10
76,36,Kevin Winston Jr.,Penn State,S,2024-11-30,,,Pennsylvania,Big Ten,10
77,40,Maxwell Hairston,Kentucky,CB,2024-11-30,,,Kentucky,SEC,10
78,74,Daylen Everette,Georgia,CB,2024-11-30,,,Georgia,SEC,10
79,60,Xavier Restrepo,Miami (FL),WR,2024-11-30,,,Florida,ACC,10
80,56,Xavier Watts,Notre Dame,S,2024-11-30,,,Indiana,FBS - Independent,10
81,31,Patrick Payton,Florida State,EDGE,2024-11-30,,,Florida,ACC,10
82,43,Barrett Carter,Clemson,LB,2024-11-30,,,South Carolina,ACC,10
83,83,Jordan Burch,Oregon,DL,2024-11-30,,,Oregon,Big Ten,10
84,63,Marcus Mbow,Purdue,OT,2024-11-30,,,Indiana,Big Ten,10
85,73,Bradyn Swinson,LSU,EDGE,2024-11-30,,,Louisiana,SEC,10
86,75,Gunnar Helm,Texas,TE,2024-11-30,,,Texas,SEC,10
87,69,TreVeyon Henderson,Ohio State,RB,2024-11-30,,,Ohio,Big Ten,10
88,63,Deontae Lawson,Alabama,LB,2024-11-30,,,Alabama,SEC,10
89,36,Ollie Gordon II,Oklahoma State,RB,2024-11-30,,,Oklahoma,Big 12,10
90,56,DeMonte Capehart,Clemson,DL,2024-11-30,,,South Carolina,ACC,10
91,77,Zy Alexander,LSU,CB,2024-11-30,,,Louisiana,SEC,10
92,60,Azareye'h Thomas,Florida State,CB,2024-11-30,,,Florida,ACC,10
93,83,Alfred Collins,Texas,DL,2024-11-30,,,Texas,SEC,10
94,46,Ashton Gillotte,Louisville,EDGE,2024-11-30,,,Kentucky,ACC,10
95,51,Dontay Corleone,Cincinnati,DL,2024-11-30,,,Ohio,Big 12,10
96,58,Tez Johnson,Oregon,WR,2024-11-30,,,Oregon,Big Ten,10
97,59,Armand Membou,Missouri,IOL,2024-11-30,,,Missouri,SEC,10
98,54,Earnest Greene,Georgia,OT,2024-11-30,,,Georgia,SEC,10
99,84,Anthony Belton,NC State,OT,2024-11-30,,,North Carolina,ACC,10
100,47,Jabbar Muhammad,Oregon,CB,2024-11-30,,,Oregon,Big Ten,10
101,75,Mason Taylor,LSU,TE,2024-11-30,,,Louisiana,SEC,8
102,65,Ajani Cornelius,Oregon,OT,2024-11-30,,,Oregon,Big Ten,8
103,77,Nick Singleton,Penn State,RB,2024-11-30,,,Pennsylvania,Big Ten,8
104,101,Kaden Prather,Maryland,WR,2024-11-30,,,Maryland,Big Ten,8
105,51,Tory Horton,Colorado State,WR,2024-11-30,,,Colorado,FBS - Mountain West,8
106,44,Parker Brailsford,Alabama,IOL,2024-11-30,,,Alabama,SEC,8
107,81,Josaiah Stewart,Michigan,EDGE,2024-11-30,,,Michigan,Big Ten,8
108,67,Deion Burks,Oklahoma,WR,2024-11-30,,,Oklahoma,SEC,8
109,50,Blake Miller,Clemson,OT,2024-11-30,,,South Carolina,ACC,8
110,99,Nic Anderson,Oklahoma,WR,2024-11-30,,,Oklahoma,SEC,8
111,103,Dorian Strong,Virginia Tech,CB,2024-11-30,,,Virginia,ACC,8
112,75,Andrew Mukuba,Texas,S,2024-11-30,,,Texas,SEC,8
113,75,Malachi Moore,Alabama,S,2024-11-30,,,Alabama,SEC,8
114,89,Shemar Turner,Texas A&M,DL,2024-11-30,,,Texas,SEC,8
115,56,Rod Moore,Michigan,S,2024-11-30,,,Michigan,Big Ten,8
116,79,Jared Ivey,Ole Miss,EDGE,2024-11-30,,,Mississippi,SEC,8
117,56,Tai Felton,Maryland,WR,2024-11-30,,,Maryland,Big Ten,8
118,58,Dani Dennis-Sutton,Penn State,EDGE,2024-11-30,,,Pennsylvania,Big Ten,8
119,52,Sebastian Castro,Iowa,S,2024-11-30,,,Iowa,Big Ten,8
120,103,Charles Grant,William & Mary,IOL,2024-11-30,,,Virginia,FCS,8
121,85,Mikail Kamara,Indiana,EDGE,2024-11-30,,,Indiana,Big Ten,7
122,60,Antwane Wells Jr.,Ole Miss,WR,2024-11-30,,,Mississippi,SEC,7
123,114,Jack Velling,Michigan State,TE,2024-11-30,,,Michigan,Big Ten,7
124,100,Dane Key,Kentucky,WR,2024-11-30,,,Kentucky,SEC,7
125,52,Lander Barton,Utah,LB,2024-11-30,,,Utah,Big 12,7
126,52,Cobee Bryant,Kansas,CB,2024-11-30,,,Kansas,Big 12,7
127,67,Will Lee III,Texas A&M,CB,2024-11-30,,,Texas,SEC,7
128,78,Jayden Higgins,Iowa State,WR,2024-11-30,,,Iowa,Big 12,7
129,122,Savion Williams,TCU,WR,2024-11-30,,,Texas,Big 12,7
130,130,Raheim Sanders,South Carolina,RB,2024-11-30,,,South Carolina,SEC,7
131,75,Jaishawn Barham,Michigan,LB,2024-11-30,,,Michigan,Big Ten,7
132,115,Darrell Jackson Jr.,Florida State,DL,2024-11-30,,,Florida,ACC,7
133,63,Fernando Carmona,Arkansas,OT,2024-11-30,,,Arkansas,SEC,7
134,74,Kamari Ramsey,USC,S,2024-11-30,,,California,Big Ten,7
135,79,Howard Cross III,Notre Dame,DL,2024-11-30,,,Indiana,FBS - Independent,7
136,134,Tonka Hemingway,South Carolina,DL,2024-11-30,,,South Carolina,SEC,7
137,89,Billy Bowman,Oklahoma,S,2024-11-30,,,Oklahoma,SEC,7
138,67,Nazir Stackhouse,Georgia,DL,2024-11-30,,,Georgia,SEC,7
139,106,Jamaree Caldwell,Oregon,DL,2024-11-30,,,Oregon,Big Ten,7
140,88,Barion Brown,Kentucky,WR,2024-11-30,,,Kentucky,SEC,7
141,138,Phil Mafah,Clemson,RB,2024-11-30,,,South Carolina,ACC,7
142,71,Dillon Gabriel,Oregon,QB,2024-11-30,,,Oregon,Big Ten,7
143,125,Dylan Sampson,Tennessee,RB,2024-11-30,,,Tennessee,SEC,7
144,84,Domani Jackson,Alabama,CB,2024-11-30,,,Alabama,SEC,7
145,130,Jeffrey Bassa,Oregon,LB,2024-11-30,,,Oregon,Big Ten,7
146,93,Jaeden Roberts,Alabama,IOL,2024-11-30,,,Alabama,SEC,7
147,76,Jared Wilson,Georgia,IOL,2024-11-30,,,Georgia,SEC,7
148,115,Jake Briningstool,Clemson,TE,2024-11-30,,,South Carolina,ACC,7
149,53,Tyler Baron,Miami (FL),EDGE,2024-11-30,,,Florida,ACC,7
150,128,Lathan Ransom,Ohio State,S,2024-11-30,,,Ohio,Big Ten,7
151,97,Keon Sabb,Alabama,S,2024-11-30,,,Alabama,SEC,6
152,144,Joshua Farmer,Florida State,DL,2024-11-30,,,Florida,ACC,6
