Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Travis Hunter,Colorado,CB,5/2/2024 12:00:00 AM,3,DENVER BRONCOS,Colorado,Big 12,35
2,2,Will Johnson,Michigan,CB,5/2/2024 12:00:00 AM,5,TENNESSEE TITANS,Michigan,Big Ten,35
3,2,James Pearce Jr.,Tennessee,EDGE,5/2/2024 12:00:00 AM,1,CAROLINA PANTHERS,Tennessee,SEC,35
4,4,Carson Beck,Georgia,QB,5/2/2024 12:00:00 AM,7,LAS VEGAS RAIDERS,Georgia,SEC,35
5,5,Benjamin Morrison,Notre Dame,CB,5/2/2024 12:00:00 AM,9,MINNESOTA VIKINGS,Indiana,FBS - Independent,35
6,4,Luther Burden,Missouri,WR,5/2/2024 12:00:00 AM,10,NEW ORLEANS SAINTS,Missouri,SEC,35
7,5,Kelvin Banks,Texas,OT,5/2/2024 12:00:00 AM,16,JACKSONVILLE JAGUARS,Texas,SEC,35
8,7,Will Campbell,LSU,OT,5/2/2024 12:00:00 AM,4,WASHINGTON COMMANDERS,Louisiana,SEC,35
9,9,Mason Graham,Michigan,DL,5/2/2024 12:00:00 AM,,,Michigan,Big Ten,35
10,2,Shedeur Sanders,Colorado,QB,5/2/2024 12:00:00 AM,,,Colorado,Big 12,35
11,8,Tetairoa McMillan,Arizona,WR,5/2/2024 12:00:00 AM,15,LOS ANGELES CHARGERS,Arizona,Big 12,30
12,6,Harold Perkins,LSU,LB,5/2/2024 12:00:00 AM,8,ARIZONA CARDINALS,Louisiana,SEC,30
13,1,Emeka Egbuka,Ohio State,WR,5/2/2024 12:00:00 AM,,,Ohio,Big Ten,30
14,1,J.T. Tuimoloau,Ohio State,EDGE,5/2/2024 12:00:00 AM,,,Ohio,Big Ten,30
15,14,Colston Loveland,Michigan,TE,5/2/2024 12:00:00 AM,19,NEW YORK JETS,Michigan,Big Ten,30
16,1,Quinn Ewers,Texas,QB,5/2/2024 12:00:00 AM,6,NEW YORK GIANTS,Texas,SEC,30
17,1,Denzel Burke,Ohio State,CB,5/2/2024 12:00:00 AM,13,TAMPA BAY BUCCANEERS,Ohio,Big Ten,30
18,16,Malaki Starks,Georgia,S,5/2/2024 12:00:00 AM,12,INDIANAPOLIS COLTS,Georgia,SEC,30
19,3,Abdul Carter,Penn State,EDGE,5/2/2024 12:00:00 AM,11,SEATTLE SEAHAWKS,Pennsylvania,Big Ten,30
20,13,Evan Stewart,Oregon,WR,5/2/2024 12:00:00 AM,27,BUFFALO BILLS,Oregon,Big Ten,30
21,3,Mykel Williams,Georgia,DL,5/2/2024 12:00:00 AM,2,NEW ENGLAND PATRIOTS,Georgia,SEC,30
22,3,Jack Sawyer,Ohio State,EDGE,5/2/2024 12:00:00 AM,29,DETROIT LIONS,Ohio,Big Ten,30
23,18,Quinshon Judkins,Ohio State,RB,5/2/2024 12:00:00 AM,28,CINCINNATI BENGALS,Ohio,Big Ten,30
24,16,Emery Jones Jr.,LSU,OT,5/2/2024 12:00:00 AM,30,BALTIMORE RAVENS,Louisiana,SEC,30
25,25,Deone Walker,Kentucky,DL,5/2/2024 12:00:00 AM,24,HOUSTON TEXANS,Kentucky,SEC,30
26,17,Patrick Payton,Florida State,EDGE,5/2/2024 12:00:00 AM,,,Florida,ACC,25
27,27,Princely Umanmielen,Ole Miss,DL,5/2/2024 12:00:00 AM,,,Mississippi,SEC,25
28,15,Tyler Booker,Alabama,OT,5/2/2024 12:00:00 AM,22,MIAMI DOLPHINS,Alabama,SEC,25
29,4,Tyleik Williams,Ohio State,DL,5/2/2024 12:00:00 AM,17,CLEVELAND BROWNS,Ohio,Big Ten,25
30,30,Nic Scourton,Texas A&M,EDGE,5/2/2024 12:00:00 AM,21,ATLANTA FALCONS,Texas,SEC,25
31,12,Barrett Carter,Clemson,LB,5/2/2024 12:00:00 AM,,,South Carolina,ACC,25
32,11,Walter Nolen,Ole Miss,DL,5/2/2024 12:00:00 AM,14,PITTSBURGH STEELERS,Mississippi,SEC,25
33,33,Ollie Gordon II,Oklahoma State,RB,5/2/2024 12:00:00 AM,26,DALLAS COWBOYS,Oklahoma,Big 12,25
34,7,Jalen Milroe,Alabama,QB,5/2/2024 12:00:00 AM,18,LOS ANGELES RAMS,Alabama,SEC,25
35,24,Isaiah Bond,Texas,WR,5/2/2024 12:00:00 AM,,,Texas,SEC,25
36,21,Kenneth Grant,Michigan,DL,5/2/2024 12:00:00 AM,,,Michigan,Big Ten,20
37,3,Cameron Ward,Miami (FL),QB,5/2/2024 12:00:00 AM,,,Florida,ACC,20
38,22,Landon Jackson,Arkansas,DL,5/2/2024 12:00:00 AM,20,CHICAGO BEARS,Arkansas,SEC,20
39,38,Omarion Hampton,North Carolina,RB,5/2/2024 12:00:00 AM,,,North Carolina,ACC,20
40,39,Jabbar Muhammad,Oregon,CB,5/2/2024 12:00:00 AM,32,KANSAS CITY CHIEFS,Oregon,Big Ten,20
41,39,Xavier Watts,Notre Dame,S,5/2/2024 12:00:00 AM,,,Indiana,FBS - Independent,20
42,42,Tacario Davis,Arizona,CB,5/2/2024 12:00:00 AM,23,GREEN BAY PACKERS,Arizona,Big 12,20
43,35,Dontay Corleone,Cincinnati,DL,5/2/2024 12:00:00 AM,62,BALTIMORE RAVENS,Ohio,Big 12,20
44,8,TreVeyon Henderson,Ohio State,RB,5/2/2024 12:00:00 AM,,,Ohio,Big Ten,20
45,37,Howard Cross III,Notre Dame,DL,5/2/2024 12:00:00 AM,33,CHICAGO BEARS,Indiana,FBS - Independent,20
46,46,Ashton Jeanty,Boise State,RB,5/2/2024 12:00:00 AM,34,NEW ENGLAND PATRIOTS,Idaho,FBS - Mountain West,20
47,31,Dani Dennis-Sutton,Penn State,DL,5/2/2024 12:00:00 AM,,,Pennsylvania,Big Ten,20
48,48,Blake Miller,Clemson,OT,5/2/2024 12:00:00 AM,,,South Carolina,ACC,20
49,34,Tory Horton,Colorado State,WR,5/2/2024 12:00:00 AM,,,Colorado,FBS - Mountain West,20
50,27,Josh Conerly Jr.,Oregon,OT,5/2/2024 12:00:00 AM,31,SAN FRANCISCO 49ERS,Oregon,Big Ten,20
51,46,Jonah Savaiinaea,Arizona,IOL,5/2/2024 12:00:00 AM,,,Arizona,Big 12,20
52,13,Danny Stutsman,Oklahoma,LB,5/2/2024 12:00:00 AM,,,Oklahoma,SEC,20
53,52,Riley Leonard,Notre Dame,QB,5/2/2024 12:00:00 AM,,,Indiana,FBS - Independent,20
