Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Travis Hunter,Colorado,CB,5/19/2024 12:00:00 AM,9,MINNESOTA VIKINGS,Colorado,Big 12,35
2,2,James Pearce Jr.,Tennessee,EDGE,5/19/2024 12:00:00 AM,1,CAROLINA PANTHERS,Tennessee,SEC,35
3,3,Will Johnson,Michigan,CB,5/19/2024 12:00:00 AM,,,Michigan,Big Ten,35
4,4,Carson Beck,Georgia,QB,5/19/2024 12:00:00 AM,5,TENNESSEE TITANS,Georgia,SEC,35
5,5,Benjamin Morrison,Notre Dame,CB,5/19/2024 12:00:00 AM,12,INDIANAPOLIS COLTS,Indiana,FBS - Independent,35
6,4,Luther Burden,Missouri,WR,5/19/2024 12:00:00 AM,10,NEW ORLEANS SAINTS,Missouri,SEC,35
7,7,Will Campbell,LSU,OT,5/19/2024 12:00:00 AM,2,NEW ENGLAND PATRIOTS,Louisiana,SEC,35
8,5,Kelvin Banks,Texas,OT,5/19/2024 12:00:00 AM,3,DENVER BRONCOS,Texas,SEC,35
9,9,Mason Graham,Michigan,DL,5/19/2024 12:00:00 AM,8,ARIZONA CARDINALS,Michigan,Big Ten,35
10,2,Shedeur Sanders,Colorado,QB,5/19/2024 12:00:00 AM,6,NEW YORK GIANTS,Colorado,Big 12,35
11,6,Harold Perkins,LSU,LB,5/19/2024 12:00:00 AM,,,Louisiana,SEC,30
12,8,Tetairoa McMillan,Arizona,WR,5/19/2024 12:00:00 AM,14,PITTSBURGH STEELERS,Arizona,Big 12,30
13,3,Abdul Carter,Penn State,EDGE,5/19/2024 12:00:00 AM,4,WASHINGTON COMMANDERS,Pennsylvania,Big Ten,30
14,2,Emeka Egbuka,Ohio State,WR,5/19/2024 12:00:00 AM,13,TAMPA BAY BUCCANEERS,Ohio,Big Ten,30
15,15,Deone Walker,Kentucky,DL,5/19/2024 12:00:00 AM,17,CLEVELAND BROWNS,Kentucky,SEC,30
16,16,Malaki Starks,Georgia,S,5/19/2024 12:00:00 AM,,,Georgia,SEC,30
17,1,Denzel Burke,Ohio State,CB,5/19/2024 12:00:00 AM,21,ATLANTA FALCONS,Ohio,Big Ten,30
18,1,Quinn Ewers,Texas,QB,5/19/2024 12:00:00 AM,11,SEATTLE SEAHAWKS,Texas,SEC,30
19,15,Colston Loveland,Michigan,TE,5/19/2024 12:00:00 AM,22,MIAMI DOLPHINS,Michigan,Big Ten,30
20,3,Mykel Williams,Georgia,DL,5/19/2024 12:00:00 AM,,,Georgia,SEC,30
21,21,Nic Scourton,Texas A&M,EDGE,5/19/2024 12:00:00 AM,15,LOS ANGELES CHARGERS,Texas,SEC,30
22,9,Jack Sawyer,Ohio State,EDGE,5/19/2024 12:00:00 AM,,,Ohio,Big Ten,30
23,2,J.T. Tuimoloau,Ohio State,EDGE,5/19/2024 12:00:00 AM,25,PHILADELPHIA EAGLES,Ohio,Big Ten,30
24,16,Emery Jones Jr.,LSU,OT,5/19/2024 12:00:00 AM,19,NEW YORK JETS,Louisiana,SEC,30
25,18,Quinshon Judkins,Ohio State,RB,5/19/2024 12:00:00 AM,28,CINCINNATI BENGALS,Ohio,Big Ten,30
26,17,Patrick Payton,Florida State,EDGE,5/19/2024 12:00:00 AM,,,Florida,ACC,25
27,14,Evan Stewart,Oregon,WR,5/19/2024 12:00:00 AM,,,Oregon,Big Ten,25
28,28,Tacario Davis,Arizona,CB,5/19/2024 12:00:00 AM,16,JACKSONVILLE JAGUARS,Arizona,Big 12,25
29,26,Princely Umanmielen,Ole Miss,DL,5/19/2024 12:00:00 AM,,,Mississippi,SEC,25
30,11,Walter Nolen,Ole Miss,DL,5/19/2024 12:00:00 AM,,,Mississippi,SEC,25
31,14,Tyleik Williams,Ohio State,DL,5/19/2024 12:00:00 AM,24,HOUSTON TEXANS,Ohio,Big Ten,25
32,16,Tyler Booker,Alabama,OT,5/19/2024 12:00:00 AM,30,BALTIMORE RAVENS,Alabama,SEC,25
33,7,Jalen Milroe,Alabama,QB,5/19/2024 12:00:00 AM,,,Alabama,SEC,25
34,24,Isaiah Bond,Texas,WR,5/19/2024 12:00:00 AM,,,Texas,SEC,25
35,32,Ollie Gordon II,Oklahoma State,RB,5/19/2024 12:00:00 AM,,,Oklahoma,Big 12,25
36,21,Kenneth Grant,Michigan,DL,5/19/2024 12:00:00 AM,32,KANSAS CITY CHIEFS,Michigan,Big Ten,20
37,13,Barrett Carter,Clemson,LB,5/19/2024 12:00:00 AM,,,South Carolina,ACC,20
38,23,Landon Jackson,Arkansas,DL,5/19/2024 12:00:00 AM,,,Arkansas,SEC,20
39,39,Jabbar Muhammad,Oregon,CB,5/19/2024 12:00:00 AM,,,Oregon,Big Ten,20
40,40,Jonah Savaiinaea,Arizona,IOL,5/19/2024 12:00:00 AM,,,Arizona,Big 12,20
41,38,Omarion Hampton,North Carolina,RB,5/19/2024 12:00:00 AM,26,DALLAS COWBOYS,North Carolina,ACC,20
42,1,Cameron Ward,Miami (FL),QB,5/19/2024 12:00:00 AM,,,Florida,ACC,20
43,31,Dani Dennis-Sutton,Penn State,DL,5/19/2024 12:00:00 AM,,,Pennsylvania,Big Ten,20
44,22,TreVeyon Henderson,Ohio State,RB,5/19/2024 12:00:00 AM,,,Ohio,Big Ten,20
45,39,Xavier Watts,Notre Dame,S,5/19/2024 12:00:00 AM,,,Indiana,FBS - Independent,20
46,29,Tre Harris,Ole Miss,WR,5/19/2024 12:00:00 AM,20,CHICAGO BEARS,Mississippi,SEC,20
