Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Carson Beck,Georgia,QB,2024-08-10,,,Georgia,SEC,35
2,2,Shedeur Sanders,Colorado,QB,2024-08-10,,,Colorado,Pac 12,35
3,2,Luther Burden,Missouri,WR,2024-08-10,,,Missouri,SEC,35
4,1,Will Johnson,Michigan,CB,2024-08-10,,,Michigan,Big Ten,35
5,5,Mason Graham,Michigan,DL,2024-08-10,,,Michigan,Big Ten,35
6,1,James Pearce Jr.,Tennessee,EDGE,2024-08-10,,,Tennessee,SEC,35
7,7,Deone Walker,Kentucky,DL,2024-08-10,,,Kentucky,SEC,35
8,1,Travis Hunter,Colorado,CB,2024-08-10,,,Colorado,Pac 12,35
9,4,Benjamin Morrison,Notre Dame,CB,2024-08-10,,,Indiana,FBS - Independent,35
10,5,Tetairoa McMillan,Arizona,WR,2024-08-10,,,Arizona,Pac 12,35
11,11,Abdul Carter,Penn State,EDGE,2024-08-10,,,Pennsylvania,Big Ten,30
12,5,Will Campbell,LSU,OT,2024-08-10,,,Louisiana,SEC,30
13,11,Mykel Williams,Georgia,DL,2024-08-10,,,Georgia,SEC,30
14,7,Kelvin Banks,Texas,OT,2024-08-10,,,Texas,Big 12,30
15,13,Malaki Starks,Georgia,S,2024-08-10,,,Georgia,SEC,30
16,14,Nic Scourton,Texas A&M,EDGE,2024-08-10,,,Texas,SEC,30
17,12,Emeka Egbuka,Ohio State,WR,2024-08-10,,,Ohio,Big Ten,30
18,13,Colston Loveland,Michigan,TE,2024-08-10,,,Michigan,Big Ten,30
19,18,Emery Jones Jr.,LSU,OT,2024-08-10,,,Louisiana,SEC,30
20,6,Harold Perkins,LSU,LB,2024-08-10,,,Louisiana,SEC,30
21,19,Tyleik Williams,Ohio State,DL,2024-08-10,,,Ohio,Big Ten,30
22,7,Denzel Burke,Ohio State,CB,2024-08-10,,,Ohio,Big Ten,30
23,23,Jalen Milroe,Alabama,QB,2024-08-10,,,Alabama,SEC,30
24,24,Princely Umanmielen,Ole Miss,DL,2024-08-10,,,Mississippi,SEC,30
25,24,Kenneth Grant,Michigan,DL,2024-08-10,,,Michigan,Big Ten,30
26,14,Evan Stewart,Oregon,WR,2024-08-10,,,Oregon,Pac 12,25
27,12,Barrett Carter,Clemson,LB,2024-08-10,,,South Carolina,ACC,25
28,20,Patrick Payton,Florida State,EDGE,2024-08-10,,,Florida,ACC,25
29,29,Jaxson Dart,Ole Miss,QB,2024-08-10,,,Mississippi,SEC,25
30,30,Ollie Gordon II,Oklahoma State,RB,2024-08-10,,,Oklahoma,Big 12,25
31,19,Tacario Davis,Arizona,CB,2024-08-10,,,Arizona,Pac 12,25
32,32,Parker Brailsford,Alabama,IOL,2024-08-10,,,Alabama,SEC,25
33,33,Dani Dennis-Sutton,Penn State,DL,2024-08-10,,,Pennsylvania,Big Ten,25
34,24,Jonah Savaiinaea,Arizona,IOL,2024-08-10,,,Arizona,Pac 12,25
35,27,Jabbar Muhammad,Oregon,CB,2024-08-10,,,Oregon,Pac 12,25
36,5,Quinn Ewers,Texas,QB,2024-08-10,,,Texas,Big 12,20
37,13,Tyler Booker,Alabama,OT,2024-08-10,,,Alabama,SEC,20
38,33,Ashton Jeanty,Boise State,RB,2024-08-10,,,Idaho,FBS - Mountain West,20
39,20,Jack Sawyer,Ohio State,EDGE,2024-08-10,,,Ohio,Big Ten,20
40,13,J.T. Tuimoloau,Ohio State,EDGE,2024-08-10,,,Ohio,Big Ten,20
41,30,Isaiah Bond,Texas,WR,2024-08-10,,,Texas,Big 12,20
42,16,Quinshon Judkins,Ohio State,RB,2024-08-10,,,Ohio,Big Ten,20
43,19,Walter Nolen,Ole Miss,DL,2024-08-10,,,Mississippi,SEC,20
44,39,Earnest Greene,Georgia,IOL,2024-08-10,,,Georgia,SEC,20
45,34,Nic Anderson,Oklahoma,WR,2024-08-10,,,Oklahoma,Big 12,20
46,32,Kevin Winston Jr.,Penn State,S,2024-08-10,,,Pennsylvania,Big Ten,20
47,43,Will Howard,Ohio State,QB,2024-08-10,,,Ohio,Big Ten,20
48,42,Jordan Hancock,Ohio State,CB,2024-08-10,,,Ohio,Big Ten,20
49,36,Omarion Hampton,North Carolina,RB,2024-08-10,,,North Carolina,ACC,20
50,31,Landon Jackson,Arkansas,DL,2024-08-10,,,Arkansas,SEC,20
51,40,Ashton Gillotte,Louisville,EDGE,2024-08-10,,,Kentucky,ACC,20
52,45,Tre Harris,Ole Miss,WR,2024-08-10,,,Mississippi,SEC,20
53,37,TreVeyon Henderson,Ohio State,RB,2024-08-10,,,Ohio,Big Ten,20
54,41,Xavier Nwankpa,Iowa,S,2024-08-10,,,Iowa,Big Ten,20
55,26,Josh Conerly Jr.,Oregon,OT,2024-08-10,,,Oregon,Pac 12,20
56,38,Xavier Watts,Notre Dame,S,2024-08-10,,,Indiana,FBS - Independent,20
57,41,Danny Stutsman,Oklahoma,LB,2024-08-10,,,Oklahoma,Big 12,20
58,34,Dontay Corleone,Cincinnati,DL,2024-08-10,,,Ohio,FBS - AAC,20
59,36,Howard Cross III,Notre Dame,DL,2024-08-10,,,Indiana,FBS - Independent,20
60,41,Luke Lachey,Iowa,TE,2024-08-10,,,Iowa,Big Ten,15
61,24,Cameron Ward,Miami (FL),QB,2024-08-10,,,Florida,ACC,15
62,38,Jay Higgins,Iowa,LB,2024-08-10,,,Iowa,Big Ten,15
63,44,Drew Allar,Penn State,QB,2024-08-10,,,Pennsylvania,Big Ten,15
64,29,Tate Ratledge,Georgia,IOL,2024-08-10,,,Georgia,SEC,15
65,47,Rod Moore,Michigan,S,2024-08-10,,,Michigan,Big Ten,15
66,11,Tory Horton,Colorado State,WR,2024-08-10,,,Colorado,FBS - Mountain West,15
67,47,Blake Miller,Clemson,OT,2024-08-10,,,South Carolina,ACC,15
68,50,Bear Alexander,USC,DL,2024-08-10,,,California,Pac 12,15
69,54,Smael Mondon Jr.,Georgia,LB,2024-08-10,,,Georgia,SEC,15
70,51,Conner Weigman,Texas A&M,QB,2024-08-10,,,Texas,SEC,15
71,49,Shemar Turner,Texas A&M,DL,2024-08-10,,,Texas,SEC,10
72,64,Tez Johnson,Oregon,WR,2024-08-10,,,Oregon,Pac 12,10
73,65,Antwane Wells Jr.,Ole Miss,WR,2024-08-10,,,Mississippi,SEC,10
74,62,Mitchell Evans,Notre Dame,TE,2024-08-10,,,Indiana,FBS - Independent,10
75,58,Ajani Cornelius,Oregon,IOL,2024-08-10,,,Oregon,Pac 12,10
76,65,Barion Brown,Kentucky,WR,2024-08-10,,,Kentucky,SEC,10
77,67,Andrew Mukuba,Texas,S,2024-08-10,,,Texas,Big 12,10
78,60,Trevor Etienne,Georgia,RB,2024-08-10,,,Georgia,SEC,10
79,31,Donovan Jackson,Ohio State,IOL,2024-08-10,,,Ohio,Big Ten,10
80,72,Deion Burks,Oklahoma,WR,2024-08-10,,,Oklahoma,Big 12,10
81,74,Jason Marshall Jr.,Florida,CB,2024-08-10,,,Florida,SEC,10
82,61,Wyatt Milum,West Virginia,OT,2024-08-10,,,West Virginia,Big 12,10
83,77,Sonny Styles,Ohio State,S,2024-08-10,,,Ohio,Big Ten,10
84,20,Nazir Stackhouse,Georgia,DL,2024-08-10,,,Georgia,SEC,10
85,47,Josh Simmons,Ohio State,OT,2024-08-10,,,Ohio,Big Ten,10
86,60,Donovan Edwards,Michigan,RB,2024-08-10,,,Michigan,Big Ten,10
87,71,Dasan McCullough,Oklahoma,EDGE,2024-08-10,,,Oklahoma,Big 12,10
