Rank,Player Name,Position,College
74,Carlon Jones,DL,USC
75,Charles Lester III,CB,Florida State
76,Coen Echols,IOL,LSU
77,Cooper Cousins,IOL,Penn State
78,Christian Bentancur,TE,Clemson
79,DJ Warner,EDGE,Kansas
80,Courtney Crutchfield,WR,Missouri
81,Davon Mitchell,TE,Oklahoma
82,Daniel Calhoun,OT,Georgia
83,Dealyn Evans,DL,Texas A&M
84,Daniel James,CB,Cincinnati
85,Darien Mayo,DL,Clemson
86,Dilin Jones,RB,Wisconsin
87,Dillan Johnson,DL,Wisconsin
88,Devon Baxter,EDGE,Michigan
89,Dontae Carter,S,Vanderbilt
90,Eddrick Houston,DL,Ohio State
91,Dominick McKinley,DL,LSU
92,Elijah Brown,QB,Stanford
93,Elijah Newby,LB,USC
94,Ernest Willor Jr.,DL,Wisconsin
95,Emerson Mandell,IOL,Wisconsin
96,Eugene Brooks,IOL,Oklahoma
97,Fred Johnson,LB,South Carolina
98,Fletcher Westphal,OT,Florida
99,Gabe Williams,LB,Virginia Tech
100,Garrett Stover,LB,Ohio State
101,Garrett Sexton,OT,Penn State
102,Gatlin Bair,WR,Oregon
103,Hauss Hejny,QB,TCU
104,Gus Hawkins,OT,Kansas State
105,Ivan Carreon,WR,Oklahoma
106,Jacob Smith,EDGE,Kentucky
107,Jadyn Davis,QB,Michigan
108,Jake Merklinger,QB,Tennessee
109,James Nesta,LB,Oklahoma
110,James Peoples,RB,Ohio State
111,Jaylen Brown,DL,Missouri
112,Jayshawn Ross,EDGE,Alabama
113,Jeremiah Beaman,DL,Alabama
114,Jericho Johnson,DL,Oregon
115,Jerod Smith II,EDGE,Kentucky
116,Jeremiah Melvin,WR,Wake Forest
117,Jon Mitchell,CB,Penn State
118,Jordan Marshall,RB,Michigan
119,Jordan Lyle,RB,Miami (FL)
120,Joshisa Trader,WR,Miami (FL)
121,Jordan Thomas,DL,Georgia
122,Kaleb Beasley,CB,Tennessee
123,Kam Franklin,DL,Mississippi
124,Kameryn Fountain,DL,USC
125,Kedren Young,RB,Notre Dame
126,Kamar Mothudi,LB,Oregon
127,Koy Beasley,S,Purdue
128,Kingston Lopa,S,Oregon
129,Kyle Altuner,IOL,West Virginia
130,Loghan Thomas,EDGE,Notre Dame
131,Kyngstonn Viliamu-Asa,LB,Notre Dame
132,Malcolm Ziglar,S,North Carolina
133,Manasse Itete,IOL,Florida State
134,Luke Harpring,TE,Georgia Tech
135,Marques Easley,OT,Georgia
136,Max LeBlanc,TE,Ohio State
137,Micahi Danzy,RB,Florida State
138,Mike Matthews,WR,Tennessee
139,Michael Uini,OT,Georgia
140,Nasir Johnson,DL,Georgia
141,Myles Graham,LB,Florida
142,Ny Carr,WR,Miami (FL)
143,Nitro Tuggle,WR,Georgia
144,Nyier Daniels,OT,Georgia
145,Perry Thompson,WR,Auburn
146,Payton Pierce,LB,Ohio State
147,Reggie Powers III,S,Oklahoma
148,Riley Sunram,DL,Minnesota
149,Ricardo Jones,S,Clemson
150,Ryan Pellum,WR,Oregon
151,Selman Bridges,CB,Arkansas
152,Tank Hawkins,WR,Florida
153,Tarrion Grant,CB,Purdue
154,Solomon Williams,EDGE,Texas A&M
155,Wardell Mack,CB,Texas
156,Tylen Singleton,LB,LSU
157,Weston Davis,OT,LSU
158,Xavier Filsaime,S,Texas
159,Xavier Jordan,WR,USC
160,William Echoles,DL,Mississippi
161,Zaquan Patterson,S,Miami (FL)
162,Zabien Brown,CB,Alabama
163,Zina Umeozulu,EDGE,Texas
164,Zion Kearney,WR,Oklahoma
165,Aaron Flowers,S,Oregon
166,Artavius Jones,DL,Miami (FL)
167,Blake Frazier,OT,Michigan
168,Amari Jefferson,WR,Alabama
169,Chance Robinson,WR,Miami (FL)
170,Brayden Platt,LB,Oregon
171,Bradley Shaw,LB,Arkansas
172,Dakoda Fields,CB,Oregon
173,Daniel Hill,RB,Alabama
174,Dominic Kirks,DL,Ohio State
175,Corian Gipson,CB,Clemson
176,Elijah Groves,LB,NC State
177,Faletau Satuala,LB,BYU
178,Gavin Hoffman,TE,Iowa
179,Ethan Grunkemeyer,QB,Penn State
180,Isaiah Garcia,OT,Utah
181,Izaiah Williams,WR,Texas A&M
182,Ian Moore,IOL,Ohio State
183,Jelani Watkins,WR,LSU
184,Jamie Tremble,TE,Syracuse
185,Jeremiah McClellan,WR,Oregon
186,Jo'Ziah Edmond,CB,Michigan
187,Jonathan Paylor,WR,NC State
188,KD Daniels,RB,Florida
189,Justin Williams,LB,Georgia
190,Kevin Riley,RB,Alabama
191,Kam Pringle,OT,South Carolina
192,Lugard Edokpayi,EDGE,Michigan
193,Marcelles Williams,CB,USC
194,Kylan Billiot,WR,LSU
195,Marquise Lightfoot,EDGE,Miami (FL)
196,Michael Turner Jr.,CB,LSU
197,Michael Smith,TE,South Carolina
198,Ondre Evans,CB,Georgia
199,Nathan Roy,IOL,Minnesota
200,Peyton Lewis,RB,Tennessee
201,Shaq McRoy,OT,Oregon
202,Trey'Dez Green,TE,LSU
203,Will Nolan,OT,Iowa
204,Will Hammond,QB,Texas Tech
205,Jerrick Gibson,RB,Texas
206,Rustin Young,OT,Michigan State
207,Vaboue Toure,S,Penn State
208,Aeryn Hampton,WR,Alabama
209,Dashawn McBryde,S,LSU
210,Elias Rudolph,EDGE,Miami (FL)
211,Jaylen McClain,S,Ohio State
212,Jordan Pride,S,Texas A&M
213,Makai Saina,IOL,USC
214,Peyton Morgan,S,Texas Tech
215,Santana Wilson,CB,Arizona
216,Kam Davis,RB,Florida State
217,Kris Jones,LB,Georgia
218,Caedmon Crader,OT,Oregon
219,Brandon Davis-Swain,EDGE,Colorado
220,Cayden Jones,LB,Alabama
221,Daniel Cruz,IOL,Texas
222,Dillon Gresham,WR,Oregon
223,Dylan Williams,LB,Oregon
224,Emmett Laws,DL,Virginia Tech
225,Jacob Oden,S,Michigan
226,Jason Patterson,RB,Kentucky
227,Jonathan Daniels,OT,Florida State
228,Justin Greene,EDGE,Georgia
229,Jeremy Payne,RB,TCU
230,Mario Craver,WR,Mississippi State
231,Michael Van Buren,QB,Mississippi State
232,Peyton Woodyard,S,Oregon
233,Tavoy Feagin,CB,Clemson
234,Steve Bolo Mboumoua,EDGE,Alabama
235,Charlie Collins,DL,Arkansas
236,Brian Huff,LB,Missouri
237,DeAndre Carter,IOL,Auburn
238,Emanuel Ross,WR,Rutgers
239,I'Marion Stewart,WR,Michigan
240,Justice Williams,WR,Colorado
241,Marcus Harrison,OT,Georgia
242,Michael Turner,WR,LSU
243,Quintavius Johnson,EDGE,Georgia
244,Ryan Mack,CB,Miami (FL)
245,Trey Owens,QB,Texas
246,Walker White,QB,Auburn
247,Trajen Greco,S,Missouri
248,Caleb Holmes,IOL,Pittsburgh
249,Demello Jones,S,Georgia
250,Demarcus Riddick,LB,Auburn
251,Gekyle Baker,WR,TCU
252,Grant Brix,OT,Nebraska
253,Ify Obidegwu,CB,Oregon
254,Isendre Ahfua,IOL,Texas A&M
255,Jaden Reddell,TE,Georgia
256,Jamonta Waller,EDGE,Auburn
257,Jaydan Hardy,S,Oklahoma
258,Jeffery Rush,DL,Mississippi
259,Liam Andrews,DL,Penn State
260,Lawayne McCoy,WR,Florida State
261,Aaron Butler,WR,Texas
262,Andrew Dennis,IOL,Illinois
263,Cam Williams,WR,Notre Dame
264,Cheta Ofili,EDGE,Texas Tech
265,Elija Lofton,TE,Miami (FL)
266,Mylan Graham,WR,Ohio State
267,A'Mon Lane-Ganus,CB,Auburn
268,Adarius Hayes,LB,Miami (FL)
269,Anthony Maddox,QB,Mississippi
270,Ashton Funk,OT,Texas A&M
271,Benedict Umeh,EDGE,Stanford
272,Brandon Jacob,S,Maryland
273,Braylen Russell,RB,Arkansas
274,Braylon Burnside,S,Mississippi State
275,CJ Jackson,EDGE,LSU
276,Caden Durham,RB,LSU
277,Chauncey Bowens,RB,Georgia
278,Corey Smith,RB,Penn State
279,DD Holmes,EDGE,Florida State
280,Dakyus Brinkley,LB,Kansas
281,Danny Okoye,EDGE,Oklahoma
282,De'Myrion Johnson,DL,LSU
283,Deandre Carter,IOL,Auburn
284,Dejuan Lane,S,Penn State
285,Demond Williams Jr.,QB,Washington
286,Donovan Harbour,IOL,Penn State
287,Dylan Stephenson,EDGE,Stanford
288,Freddie Dubose,WR,Texas
289,Gabriel Winowich,RB,Rutgers
290,Grant Stec,TE,Wisconsin
291,Hogan Hansen,TE,Michigan
292,Isiah Canion,WR,Georgia Tech
293,JJ Harrell,WR,Mississippi State
294,Jaden Smith,LB,Kentucky
295,Jalewis Solomon,CB,South Carolina
296,Jalyn Crawford,CB,Auburn
297,Jameer Grimsley,CB,Florida
298,Jason Brown,RB,Arizona State
299,Jaylen Heyward,S,UCF
300,Jerrae Hawkins,WR,Florida
301,Jimmar Boston,WR,NC State
302,Joel Rogers,S,LSU
303,Joey Olsen,TE,USC
304,Jonathan Echols,TE,South Florida
305,Jordan Washington,RB,Arizona
306,Jordon Johnson-Rubell,CB,Texas
307,Josiah Brown,WR,Penn State
308,Kamron Beavers,DL,Mississippi
309,Kavion Henderson,EDGE,Arkansas
310,Kelvin Hunter,S,South Carolina
311,Keylen Adams,WR,Virginia Tech
312,King Joseph Edwards,EDGE,Syracuse
313,Kolaj Cobbins,LB,LSU
314,Kylan Fox,TE,UCF
315,Marquis Gallegos,S,USC
316,Mason Curtis,LB,Michigan
317,Max Anderson,OT,Tennessee
318,Mazeo Bennett,WR,South Carolina
319,Micah Gilbert,WR,Notre Dame
320,Nate Kibble,IOL,Texas
321,Noah Dixon,S,Clemson
322,Ory Williams,OT,LSU
323,PJ Woodland,CB,LSU
324,Paki Finau,OT,Washington
325,Parker Livingstone,WR,Texas
326,Preston Taumua,IOL,Nebraska
327,Rico Scott,WR,Alabama
328,Samaj Jones,QB,Cincinnati
329,Sterling Dixon,EDGE,Alabama
330,Tawaski Abrams,WR,Florida
331,Tayvion Galloway,TE,Purdue
332,Terhyon Nichols,CB,Kentucky
333,Travaris Banks,CB,Mississippi
334,Waltclaire Flynn Jr.,IOL,UCF
335,Walter Matthews,TE,USC
336,William Satterwhite,IOL,Tennessee
337,Zion Ragins,WR,Oklahoma
338,AJ Surace,QB,Rutgers
339,Aneyas Williams,RB,Notre Dame
340,Cam Buffington,LB,Iowa
341,Christian Clark,RB,Texas
342,Cole Sullivan,LB,Pittsburgh
343,Colin Hurley,QB,LSU
344,D'antre Robinson,DL,Florida
345,David Eziomume,RB,Clemson
346,Dermaricus Davis,QB,UCLA
347,Desman Stephens II,LB,USC
348,Edwin Spillman,LB,Tennessee
349,Elias Williams,DL,Florida
350,Elijah Moore,WR,Maryland
351,Ethan Calloway,OT,North Carolina
352,Gabe VanSickle,IOL,Michigan State
353,Gabriel Reliford,DL,LSU
354,Gregory Smith,S,Florida
355,Hevin Brown-Shuler,DL,Clemson
356,Isaac Wilson,QB,Utah
357,Jac'Qawn McRoy,OT,Oregon
358,Jacob Ponton,OT,Texas Tech
359,Jadan Baugh,RB,Florida
360,Jide Abasiri,DL,Minnesota
361,Ju’Juan Johnson,CB,LSU
362,KJ Duff,TE,Baylor
363,Kellen Lindstrom,EDGE,Tennessee
364,Kwazi Gilmer,WR,UCLA
365,Luke Williams,S,Indiana
366,Marcellus Barnes,CB,Wisconsin
367,Mario Buford,CB,Nebraska
368,Mark Schroller,OT,UCLA
369,Matthew Fuller,RB,Georgia
370,Max Granville,DL,Penn State
371,Michael Hawkins,QB,Oklahoma
372,Miles O'Neill,QB,Princeton
373,Mylachi Williams,DL,Penn State
374,Myles Davis,S,Texas Tech
375,Red Morgan,S,Alabama
376,Ricky Knight III,CB,Florida State
377,Ryner Swanson,TE,BYU
378,Steve Mboumoua,DL,Alabama
379,Styles Prescod,IOL,Notre Dame
380,Tyler Cherry,QB,Indiana
381,William Sanders,IOL,Alabama
382,Witt Edwards,TE,Oklahoma
383,Xavier Atkins,LB,LSU
384,Xavier Lucas,S,Miami (FL)
385,Zay Mincey,CB,Alabama
386,Quinton Martin,RB,Penn State
387,Taylor Tatum,RB,Oklahoma
388,Bryce Young,DL,Notre Dame
389,Ellis Davis,OT,Texas Tech
390,Guerby Lambert,OT,Notre Dame
391,Jamari Howard,CB,Florida State
392,Jordan Shipp,WR,North Carolina
393,Micah Hudson,WR,Texas Tech
394,Ryan Puglisi,QB,Georgia
395,Terrell Anderson,WR,NC State
396,Wendell Gregory,EDGE,South Carolina
397,Amir Jackson,TE,Florida
398,Joe Phillips,EDGE,Auburn
399,Aydin Breland,DL,Oregon
400,Brian Robinson,DL,Kentucky
401,Cam Dooley,S,Kentucky
402,Elyjah Thurmon,IOL,Clemson
403,Fox Crader,OT,Oregon
404,Dre'lon Miller,WR,Colorado
405,Derek Weisskopf,LB,Iowa
406,Jaren Sensabaugh,CB,Missouri
407,Jaiden Patterson,S,North Carolina
408,Joseph Jonah-Ajonye,DL,Georgia
409,Kam Mikell,WR,Colorado
410,Landen Thomas,TE,Florida State
411,Malcolm Simmons,WR,Auburn
412,Nigel Smith II,DL,Oklahoma
413,Xadavien Sims,DL,Oregon
414,Terry Bussey,WR,Texas A&M
415,Aaron Chiles,LB,Florida
