State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Florida,294,5,26
Texas,256,7,23
South Carolina,237,3,18
Alabama,219,3,19
Pennsylvania,147,2,9
California,134,4,8
Georgia,122,2,13
Ohio,121,1,11
Iowa,112,2,9
Louisiana,97,2,9
Arkansas,89,2,5
Minnesota,88,1,5
North Carolina,81,5,11
Maryland,70,1,4
Arizona,66,1,3
Oregon,65,1,5
Oklahoma,62,1,8
Kentucky,62,2,4
Mississippi,56,2,4
Utah,55,2,3
Indiana,49,1,6
Washington,42,1,2
New York,40,1,3
New Jersey,35,1,1
Wisconsin,33,1,3
Massachusetts,30,1,1
Tennessee,25,2,3
Virginia,20,2,3
Illinois,20,1,1
Nevada,15,1,2
Michigan,14,1,2
Missouri,13,1,2
Kansas,13,2,2
West Virginia,10,1,2
Idaho,7,1,1
Nebraska,6,1,1
