State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Texas,314,14,47
Alabama,260,6,29
Ohio,202,4,24
Georgia,202,2,16
California,171,8,35
Florida,155,7,25
South Carolina,145,4,18
Illinois,132,4,13
Pennsylvania,121,2,18
Iowa,114,3,14
Michigan,113,6,23
Indiana,103,4,17
Tennessee,102,5,14
Louisiana,95,4,24
Oregon,95,2,13
Utah,88,3,11
North Carolina,87,9,25
Kentucky,83,3,18
Oklahoma,80,4,17
Mississippi,72,4,20
Maryland,63,1,9
Kansas,60,3,8
New York,42,6,11
Wisconsin,40,1,6
Arkansas,39,2,8
Virginia,36,7,11
Minnesota,35,2,6
Massachusetts,33,2,4
North Dakota,26,1,3
Washington,25,2,5
West Virginia,18,3,8
South Dakota,15,1,1
Idaho,14,1,4
Missouri,12,2,5
Nebraska,11,1,4
New Jersey,10,2,6
Arizona,6,3,5
Colorado,2,2,2
New Mexico,2,1,1
Montana,1,1,1
Nevada,1,1,1
