State,ProjectedPoints,NumberOfSchools,NumberOfProspects
South Carolina,310,3,11
Alabama,205,3,10
Georgia,193,2,10
Texas,178,4,10
Louisiana,165,2,8
Oklahoma,130,1,6
Ohio,130,1,5
Florida,125,3,7
Indiana,83,2,4
North Carolina,75,3,4
Pennsylvania,70,1,3
Oregon,65,1,4
Iowa,60,1,6
Nebraska,38,1,2
New York,35,1,1
Mississippi,30,1,1
California,20,1,2
Maryland,20,1,2
Illinois,20,1,1
Wisconsin,18,1,2
Minnesota,15,1,1
Tennessee,10,1,1
Idaho,10,1,1
Kentucky,10,1,1
Washington,10,1,1
Virginia,10,1,1
Arkansas,8,1,1
