State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Texas,300,13,46
Alabama,264,6,28
Georgia,207,2,16
Ohio,196,4,24
California,186,8,34
South Carolina,148,4,18
Florida,146,7,24
Illinois,130,3,10
Pennsylvania,128,2,18
Iowa,117,3,14
Tennessee,110,5,14
Michigan,107,6,22
Louisiana,104,4,24
Indiana,98,4,17
Oregon,97,2,13
Kentucky,84,3,18
Utah,83,3,11
Oklahoma,80,4,17
North Carolina,78,9,25
Mississippi,70,4,19
Maryland,67,1,9
Kansas,55,3,8
New York,42,6,11
Arkansas,37,2,8
Virginia,35,7,11
Minnesota,35,2,6
Wisconsin,35,1,6
Washington,28,2,5
Massachusetts,27,1,3
North Dakota,27,1,3
West Virginia,19,3,8
Idaho,18,1,4
New Jersey,11,2,5
Missouri,10,2,5
Arizona,10,3,5
South Dakota,10,1,1
Nebraska,9,1,3
Colorado,2,2,2
Montana,1,1,1
Nevada,1,1,1
