Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2023-10-07,1,CHICAGO BEARS,California,Pac 12,35
2,2,Marvin Harrison Jr.,Ohio State,WR,2023-10-07,2,CHICAGO BEARS,Ohio,Big Ten,35
3,3,Drake Maye,North Carolina,QB,2023-10-07,3,LAS VEGAS RAIDERS,North Carolina,ACC,35
4,2,Brock Bowers,Georgia,TE,2023-10-07,8,CINCINNATI BENGALS,Georgia,SEC,35
5,5,Olumuyiwa Fashanu,Penn State,OT,2023-10-07,6,NEW YORK JETS,Pennsylvania,Big Ten,35
6,1,Jared Verse,Florida State,EDGE,2023-10-07,4,DENVER BRONCOS,Florida,ACC,35
7,1,Kool-Aid McKinstry,Alabama,CB,2023-10-07,13,NEW ORLEANS SAINTS,Alabama,SEC,35
8,2,Joe Alt,Notre Dame,OT,2023-10-07,7,NEW ENGLAND PATRIOTS,Indiana,FBS - Independent,35
9,1,Emeka Egbuka,Ohio State,WR,2023-10-07,First Round,,Ohio,Big Ten,35
10,5,Dallas Turner,Alabama,EDGE,2023-10-07,9,ARIZONA CARDINALS,Alabama,SEC,35
11,8,Kalen King,Penn State,CB,2023-10-07,14,ARIZONA CARDINALS,Pennsylvania,Big Ten,30
12,8,Jer'Zhan Newton,Illinois,DL,2023-10-07,15,LOS ANGELES CHARGERS,Illinois,Big Ten,30
13,13,Laiatu Latu,UCLA,LB,2023-10-07,18,LOS ANGELES RAMS,California,Pac 12,30
14,9,J.C. Latham,Alabama,OT,2023-10-07,12,GREEN BAY PACKERS,Alabama,SEC,30
15,12,Malik Nabers,LSU,WR,2023-10-07,20,INDIANAPOLIS COLTS,Louisiana,SEC,30
16,12,Demeioun Robinson,Penn State,EDGE,2023-10-07,First Round,,Pennsylvania,Big Ten,30
17,15,Keon Coleman,Florida State,WR,2023-10-07,10,NEW YORK GIANTS,Florida,ACC,30
18,16,Amarius Mims,Georgia,OT,2023-10-07,11,WASHINGTON COMMANDERS,Georgia,SEC,30
19,11,Cooper DeJean,Iowa,S,2023-10-07,17,JACKSONVILLE JAGUARS,Iowa,Big Ten,30
20,15,Rome Odunze,Washington,WR,2023-10-07,25,DETROIT LIONS,Washington,Pac 12,30
21,11,Maason Smith,LSU,DL,2023-10-07,First Round,,Louisiana,SEC,30
22,7,J.T. Tuimoloau,Ohio State,EDGE,2023-10-07,First Round,,Ohio,Big Ten,30
23,17,Kamren Kinchens,Miami (FL),S,2023-10-07,24,SEATTLE SEAHAWKS,Florida,ACC,30
24,14,Xavier Worthy,Texas,WR,2023-10-07,23,DALLAS COWBOYS,Texas,Big 12,30
25,25,Shedeur Sanders,Colorado,QB,2023-10-07,19,ATLANTA FALCONS,Colorado,Pac 12,30
26,4,Quinn Ewers,Texas,QB,2023-10-07,28,TAMPA BAY BUCCANEERS,Texas,Big 12,25
27,13,Bralen Trice,Washington,EDGE,2023-10-07,First Round,,Washington,Pac 12,25
28,19,Michael Penix Jr.,Washington,QB,2023-10-07,36,MINNESOTA VIKINGS,Washington,Pac 12,25
29,15,Leonard Taylor,Miami (FL),DL,2023-10-07,16,HOUSTON TEXANS,Florida,ACC,25
30,17,Kingsley Suamataia,BYU,OT,2023-10-07,22,TENNESSEE TITANS,Utah,FBS - Independent,25
31,31,Graham Barton,Duke,OT,2023-10-07,27,BUFFALO BILLS,North Carolina,ACC,25
32,25,Ja'Tavion Sanders,Texas,TE,2023-10-07,26,MIAMI DOLPHINS,Texas,Big 12,25
33,21,Nate Wiggins,Clemson,CB,2023-10-07,21,PITTSBURGH STEELERS,South Carolina,ACC,25
34,22,Bo Nix,Oregon,QB,2023-10-07,38,NEW ENGLAND PATRIOTS,Oregon,Pac 12,25
35,13,Jeremiah Trotter Jr.,Clemson,LB,2023-10-07,First Round,,South Carolina,ACC,25
36,20,TreVeyon Henderson,Ohio State,RB,2023-10-07,40,ARIZONA CARDINALS,Ohio,Big Ten,20
37,26,J.J. McCarthy,Michigan,QB,2023-10-07,5,MINNESOTA VIKINGS,Michigan,Big Ten,20
38,20,Javon Bullard,Georgia,S,2023-10-07,47,CLEVELAND BROWNS,Georgia,SEC,20
39,34,Tyler Nubin,Minnesota,S,2023-10-07,31,KANSAS CITY CHIEFS,Minnesota,Big Ten,20
40,22,Michael Hall Jr.,Ohio State,DL,2023-10-07,37,GREEN BAY PACKERS,Ohio,Big Ten,20
41,25,Johnny Wilson,Florida State,WR,2023-10-07,First Round,,Florida,ACC,20
42,24,Calen Bullock,USC,S,2023-10-07,48,JACKSONVILLE JAGUARS,California,Pac 12,20
43,36,Patrick Paul,Houston,OT,2023-10-07,45,HOUSTON TEXANS,Texas,FBS - AAC,20
44,13,Barrett Carter,Clemson,LB,2023-10-07,42,LAS VEGAS RAIDERS,South Carolina,ACC,20
45,42,Caelen Carson,Wake Forest,CB,2023-10-07,59,TAMPA BAY BUCCANEERS,North Carolina,ACC,20
46,27,Kamari Lassiter,Georgia,CB,2023-10-07,49,LOS ANGELES RAMS,Georgia,SEC,20
47,21,Kris Jenkins,Michigan,DL,2023-10-07,33,CAROLINA PANTHERS,Michigan,Big Ten,20
48,42,Troy Franklin,Oregon,WR,2023-10-07,29,BALTIMORE RAVENS,Oregon,Pac 12,20
49,19,Blake Corum,Michigan,RB,2023-10-07,61,BALTIMORE RAVENS,Michigan,Big Ten,20
50,30,Ruke Orhorhoro,Clemson,DL,2023-10-07,55,SEATTLE SEAHAWKS,South Carolina,ACC,20
51,25,Andrew Mukuba,Clemson,S,2023-10-07,44,PHILADELPHIA EAGLES,South Carolina,ACC,20
52,34,Raheim Sanders,Arkansas,RB,2023-10-07,56,DALLAS COWBOYS,Arkansas,SEC,20
53,20,Cooper Beebe,Kansas State,OT,2023-10-07,34,CHICAGO BEARS,Kansas,Big 12,20
54,14,James Williams,Miami (FL),S,2023-10-07,First Round,,Florida,ACC,20
55,32,Jordan Morgan,Arizona,OT,2023-10-07,39,CINCINNATI BENGALS,Arizona,Pac 12,20
56,20,Jack Sawyer,Ohio State,EDGE,2023-10-07,54,ATLANTA FALCONS,Ohio,Big Ten,20
57,27,Tyler Davis,Clemson,DL,2023-10-07,First Round,,South Carolina,ACC,20
58,23,Braelon Allen,Wisconsin,RB,2023-10-07,58,BUFFALO BILLS,Wisconsin,Big Ten,20
59,16,Denzel Burke,Ohio State,CB,2023-10-07,46,LOS ANGELES CHARGERS,Ohio,Big Ten,20
60,17,Sedrick Van Pran,Georgia,IOL,2023-10-07,53,TENNESSEE TITANS,Georgia,SEC,15
61,56,T'Vondre Sweat,Texas,DL,2023-10-07,First Round,,Texas,Big 12,15
62,30,Trey Benson,Florida State,RB,2023-10-07,First Round,,Florida,ACC,15
63,28,Jason Marshall Jr.,Florida,CB,2023-10-07,60,DETROIT LIONS,Florida,SEC,15
64,34,Tommy Eichenberg,Ohio State,LB,2023-10-07,57,MIAMI DOLPHINS,Ohio,Big Ten,15
65,49,Terrion Arnold,Alabama,CB,2023-10-07,,,Alabama,SEC,15
66,26,Josh Newton,TCU,CB,2023-10-07,50,GREEN BAY PACKERS,Texas,Big 12,15
67,41,Adonai Mitchell,Texas,WR,2023-10-07,63,KANSAS CITY CHIEFS,Texas,Big 12,15
68,62,Will Shipley,Clemson,RB,2023-10-07,,,South Carolina,ACC,15
69,36,Nazir Stackhouse,Georgia,DL,2023-10-07,,,Georgia,SEC,15
70,70,Max Melton,Rutgers,CB,2023-10-07,,,New Jersey,Big Ten,15
71,23,Donovan Jackson,Ohio State,IOL,2023-10-07,62,SAN FRANCISCO 49ERS,Ohio,Big Ten,10
72,39,Xavier Legette,South Carolina,WR,2023-10-07,51,INDIANAPOLIS COLTS,South Carolina,SEC,10
