Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2023-05-22,1,ARIZONA CARDINALS,California,Pac 12,35
2,1,Marvin Harrison Jr.,Ohio State,WR,2023-05-22,2,ARIZONA CARDINALS,Ohio,Big Ten,35
3,1,Drake Maye,North Carolina,QB,2023-05-22,3,TAMPA BAY BUCCANEERS,North Carolina,ACC,35
4,3,Brock Bowers,Georgia,TE,2023-05-22,First Round,,Georgia,SEC,35
5,4,Olumuyiwa Fashanu,Penn State,OT,2023-05-22,First Round,,Pennsylvania,Big Ten,35
6,2,Kool-Aid McKinstry,Alabama,CB,2023-05-22,First Round,,Alabama,SEC,35
7,6,Joe Alt,Notre Dame,OT,2023-05-22,5,INDIANAPOLIS COLTS,Indiana,FBS - Independent,35
8,2,Jared Verse,Florida State,EDGE,2023-05-22,7,ATLANTA FALCONS,Florida,ACC,35
9,8,J.T. Tuimoloau,Ohio State,EDGE,2023-05-22,17,HOUSTON TEXANS,Ohio,Big Ten,35
10,7,Dallas Turner,Alabama,EDGE,2023-05-22,14,NEW ENGLAND PATRIOTS,Alabama,SEC,35
11,8,Emeka Egbuka,Ohio State,WR,2023-05-22,First Round,,Ohio,Big Ten,30
12,11,Maason Smith,LSU,DL,2023-05-22,First Round,,Louisiana,SEC,30
13,13,J.C. Latham,Alabama,OT,2023-05-22,First Round,,Alabama,SEC,30
14,10,Michael Hall Jr.,Ohio State,DL,2023-05-22,26,BALTIMORE RAVENS,Ohio,Big Ten,30
15,8,Jer'Zhan Newton,Illinois,DL,2023-05-22,First Round,,Illinois,Big Ten,30
16,11,Jeremiah Trotter Jr.,Clemson,LB,2023-05-22,First Round,,South Carolina,ACC,30
17,4,Xavier Worthy,Texas,WR,2023-05-22,28,BUFFALO BILLS,Texas,Big 12,30
18,9,Quinn Ewers,Texas,QB,2023-05-22,6,WASHINGTON COMMANDERS,Texas,Big 12,30
19,10,Denzel Burke,Ohio State,CB,2023-05-22,First Round,,Ohio,Big Ten,30
20,7,Michael Penix Jr.,Washington,QB,2023-05-22,First Round,,Washington,Pac 12,30
21,17,Rome Odunze,Washington,WR,2023-05-22,First Round,,Washington,Pac 12,30
22,22,Kalen King,Penn State,CB,2023-05-22,11,LAS VEGAS RAIDERS,Pennsylvania,Big Ten,30
23,5,Bralen Trice,Washington,EDGE,2023-05-22,First Round,,Washington,Pac 12,30
24,18,Kingsley Suamataia,BYU,OT,2023-05-22,31,PHILADELPHIA EAGLES,Utah,FBS - Independent,30
25,1,TreVeyon Henderson,Ohio State,RB,2023-05-22,27,DALLAS COWBOYS,Ohio,Big Ten,30
26,14,Javon Bullard,Georgia,S,2023-05-22,First Round,,Georgia,SEC,25
