Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2023-10-04,1,CHICAGO BEARS,California,Pac 12,35
2,2,Marvin Harrison Jr.,Ohio State,WR,2023-10-04,2,CHICAGO BEARS,Ohio,Big Ten,35
3,3,Drake Maye,North Carolina,QB,2023-10-04,3,LAS VEGAS RAIDERS,North Carolina,ACC,35
4,1,Jared Verse,Florida State,EDGE,2023-10-04,12,NEW ORLEANS SAINTS,Florida,ACC,35
5,2,Brock Bowers,Georgia,TE,2023-10-04,8,CINCINNATI BENGALS,Georgia,SEC,35
6,6,Olumuyiwa Fashanu,Penn State,OT,2023-10-04,4,DENVER BRONCOS,Pennsylvania,Big Ten,35
7,1,Emeka Egbuka,Ohio State,WR,2023-10-04,15,HOUSTON TEXANS,Ohio,Big Ten,35
8,2,Joe Alt,Notre Dame,OT,2023-10-04,6,NEW YORK JETS,Indiana,FBS - Independent,35
9,5,Dallas Turner,Alabama,EDGE,2023-10-04,9,ARIZONA CARDINALS,Alabama,SEC,35
10,1,Kool-Aid McKinstry,Alabama,CB,2023-10-04,13,ARIZONA CARDINALS,Alabama,SEC,35
11,8,Kalen King,Penn State,CB,2023-10-04,14,LOS ANGELES CHARGERS,Pennsylvania,Big Ten,30
12,8,Jer'Zhan Newton,Illinois,DL,2023-10-04,17,JACKSONVILLE JAGUARS,Illinois,Big Ten,30
13,9,J.C. Latham,Alabama,OT,2023-10-04,16,WASHINGTON COMMANDERS,Alabama,SEC,30
14,13,Malik Nabers,LSU,WR,2023-10-04,11,GREEN BAY PACKERS,Louisiana,SEC,30
15,15,Keon Coleman,Florida State,WR,2023-10-04,10,NEW YORK GIANTS,Florida,ACC,30
16,15,Laiatu Latu,UCLA,LB,2023-10-04,18,LOS ANGELES RAMS,California,Pac 12,30
17,13,Demeioun Robinson,Penn State,EDGE,2023-10-04,25,DETROIT LIONS,Pennsylvania,Big Ten,30
18,18,Amarius Mims,Georgia,OT,2023-10-04,22,TENNESSEE TITANS,Georgia,SEC,30
