Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2023-10-11,1,CHICAGO BEARS,California,Pac 12,35
2,2,Marvin Harrison Jr.,Ohio State,WR,2023-10-11,2,CHICAGO BEARS,Ohio,Big Ten,35
3,3,Drake Maye,North Carolina,QB,2023-10-11,First Round,,North Carolina,ACC,35
4,2,Brock Bowers,Georgia,TE,2023-10-11,9,LAS VEGAS RAIDERS,Georgia,SEC,35
5,5,Olumuyiwa Fashanu,Penn State,OT,2023-10-11,5,NEW ENGLAND PATRIOTS,Pennsylvania,Big Ten,35
6,1,Jared Verse,Florida State,EDGE,2023-10-11,First Round,,Florida,ACC,35
7,1,Kool-Aid McKinstry,Alabama,CB,2023-10-11,10,ARIZONA CARDINALS,Alabama,SEC,35
8,2,Joe Alt,Notre Dame,OT,2023-10-11,6,NEW YORK GIANTS,Indiana,FBS - Independent,35
9,1,Emeka Egbuka,Ohio State,WR,2023-10-11,17,HOUSTON TEXANS,Ohio,Big Ten,35
10,5,Dallas Turner,Alabama,EDGE,2023-10-11,3,DENVER BRONCOS,Alabama,SEC,35
11,8,Jer'Zhan Newton,Illinois,DL,2023-10-11,8,GREEN BAY PACKERS,Illinois,Big Ten,30
12,11,Malik Nabers,LSU,WR,2023-10-11,20,INDIANAPOLIS COLTS,Louisiana,SEC,30
13,13,Laiatu Latu,UCLA,LB,2023-10-11,15,LOS ANGELES RAMS,California,Pac 12,30
14,9,J.C. Latham,Alabama,OT,2023-10-11,7,ARIZONA CARDINALS,Alabama,SEC,30
15,13,Keon Coleman,Florida State,WR,2023-10-11,First Round,,Florida,ACC,30
16,11,Cooper DeJean,Iowa,S,2023-10-11,16,LOS ANGELES CHARGERS,Iowa,Big Ten,30
17,15,Rome Odunze,Washington,WR,2023-10-11,31,KANSAS CITY CHIEFS,Washington,Pac 12,30
18,12,Demeioun Robinson,Penn State,EDGE,2023-10-11,14,CINCINNATI BENGALS,Pennsylvania,Big Ten,30
19,8,Kalen King,Penn State,CB,2023-10-11,13,TENNESSEE TITANS,Pennsylvania,Big Ten,30
20,16,Amarius Mims,Georgia,OT,2023-10-11,First Round,,Georgia,SEC,30
21,17,Kamren Kinchens,Miami (FL),S,2023-10-11,24,SEATTLE SEAHAWKS,Florida,ACC,30
22,14,Xavier Worthy,Texas,WR,2023-10-11,25,PITTSBURGH STEELERS,Texas,Big 12,30
23,7,J.T. Tuimoloau,Ohio State,EDGE,2023-10-11,23,BALTIMORE RAVENS,Ohio,Big Ten,30
24,11,Maason Smith,LSU,DL,2023-10-11,First Round,,Louisiana,SEC,30
25,15,Leonard Taylor,Miami (FL),DL,2023-10-11,26,JACKSONVILLE JAGUARS,Florida,ACC,30
26,23,Graham Barton,Duke,OT,2023-10-11,29,MIAMI DOLPHINS,North Carolina,ACC,25
27,4,Quinn Ewers,Texas,QB,2023-10-11,4,MINNESOTA VIKINGS,Texas,Big 12,25
28,20,Nate Wiggins,Clemson,CB,2023-10-11,22,DALLAS COWBOYS,South Carolina,ACC,25
29,29,Shedeur Sanders,Colorado,QB,2023-10-11,19,ATLANTA FALCONS,Colorado,Pac 12,25
30,19,Michael Penix Jr.,Washington,QB,2023-10-11,56,SEATTLE SEAHAWKS,Washington,Pac 12,25
31,13,Bralen Trice,Washington,EDGE,2023-10-11,First Round,,Washington,Pac 12,25
32,17,Kingsley Suamataia,BYU,OT,2023-10-11,21,BUFFALO BILLS,Utah,FBS - Independent,25
33,25,Ja'Tavion Sanders,Texas,TE,2023-10-11,First Round,,Texas,Big 12,25
34,13,Jeremiah Trotter Jr.,Clemson,LB,2023-10-11,18,NEW ORLEANS SAINTS,South Carolina,ACC,25
35,35,Patrick Paul,Houston,OT,2023-10-11,12,WASHINGTON COMMANDERS,Texas,FBS - AAC,25
36,34,Tyler Nubin,Minnesota,S,2023-10-11,First Round,,Minnesota,Big Ten,20
