Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2023-08-26,1,ARIZONA CARDINALS,California,Pac 12,35
2,1,Marvin Harrison Jr.,Ohio State,WR,2023-08-26,2,ARIZONA CARDINALS,Ohio,Big Ten,35
3,1,Drake Maye,North Carolina,QB,2023-08-26,3,TAMPA BAY BUCCANEERS,North Carolina,ACC,35
4,3,Jared Verse,Florida State,EDGE,2023-08-26,First Round,,Florida,ACC,35
5,1,Brock Bowers,Georgia,TE,2023-08-26,12,CHICAGO BEARS,Georgia,SEC,35
6,4,Olumuyiwa Fashanu,Penn State,OT,2023-08-26,5,INDIANAPOLIS COLTS,Pennsylvania,Big Ten,35
7,3,Kool-Aid McKinstry,Alabama,CB,2023-08-26,9,TENNESSEE TITANS,Alabama,SEC,35
8,6,Dallas Turner,Alabama,EDGE,2023-08-26,10,CHICAGO BEARS,Alabama,SEC,35
9,4,Emeka Egbuka,Ohio State,WR,2023-08-26,First Round,,Ohio,Big Ten,35
10,6,Joe Alt,Notre Dame,OT,2023-08-26,6,WASHINGTON COMMANDERS,Indiana,FBS - Independent,35
11,10,J.C. Latham,Alabama,OT,2023-08-26,First Round,,Alabama,SEC,30
12,10,Kalen King,Penn State,CB,2023-08-26,First Round,,Pennsylvania,Big Ten,30
13,10,Maason Smith,LSU,DL,2023-08-26,27,DALLAS COWBOYS,Louisiana,SEC,30
14,7,J.T. Tuimoloau,Ohio State,EDGE,2023-08-26,First Round,,Ohio,Big Ten,30
15,15,Malik Nabers,LSU,WR,2023-08-26,First Round,,Louisiana,SEC,30
16,15,Cooper DeJean,Iowa,S,2023-08-26,19,NEW ORLEANS SAINTS,Iowa,Big Ten,30
17,14,Jer'Zhan Newton,Illinois,DL,2023-08-26,15,PITTSBURGH STEELERS,Illinois,Big Ten,30
18,14,Quinn Ewers,Texas,QB,2023-08-26,7,ATLANTA FALCONS,Texas,Big 12,30
19,15,Bralen Trice,Washington,EDGE,2023-08-26,29,SAN FRANCISCO 49ERS,Washington,Pac 12,30
20,16,Rome Odunze,Washington,WR,2023-08-26,First Round,,Washington,Pac 12,30
21,8,Leonard Taylor,Miami (FL),DL,2023-08-26,First Round,,Florida,ACC,30
22,22,Demeioun Robinson,Penn State,EDGE,2023-08-26,First Round,,Pennsylvania,Big Ten,30
23,6,Xavier Worthy,Texas,WR,2023-08-26,17,HOUSTON TEXANS,Texas,Big 12,30
24,24,Kamari Lassiter,Georgia,CB,2023-08-26,First Round,,Georgia,SEC,30
25,12,Jeremiah Trotter Jr.,Clemson,LB,2023-08-26,22,MIAMI DOLPHINS,South Carolina,ACC,30
26,10,Denzel Burke,Ohio State,CB,2023-08-26,First Round,,Ohio,Big Ten,25
27,11,Ja'Tavion Sanders,Texas,TE,2023-08-26,First Round,,Texas,Big 12,25
28,22,Donovan Jackson,Ohio State,IOL,2023-08-26,24,NEW YORK JETS,Ohio,Big Ten,25
29,16,Barrett Carter,Clemson,LB,2023-08-26,31,PHILADELPHIA EAGLES,South Carolina,ACC,25
30,11,Michael Hall Jr.,Ohio State,DL,2023-08-26,18,LOS ANGELES CHARGERS,Ohio,Big Ten,25
31,29,Kamren Kinchens,Miami (FL),S,2023-08-26,First Round,,Florida,ACC,25
32,18,Kingsley Suamataia,BYU,OT,2023-08-26,First Round,,Utah,FBS - Independent,25
33,25,Laiatu Latu,UCLA,LB,2023-08-26,First Round,,California,Pac 12,25
34,33,Amarius Mims,Georgia,OT,2023-08-26,First Round,,Georgia,SEC,25
35,25,Cooper Beebe,Kansas State,OT,2023-08-26,First Round,,Kansas,Big 12,25
36,22,Jack Sawyer,Ohio State,EDGE,2023-08-26,First Round,,Ohio,Big Ten,20
37,19,TreVeyon Henderson,Ohio State,RB,2023-08-26,30,CINCINNATI BENGALS,Ohio,Big Ten,20
38,36,Blake Corum,Michigan,RB,2023-08-26,First Round,,Michigan,Big Ten,20
39,29,Nazir Stackhouse,Georgia,DL,2023-08-26,First Round,,Georgia,SEC,20
40,6,Raheim Sanders,Arkansas,RB,2023-08-26,First Round,,Arkansas,SEC,20
41,16,Javon Bullard,Georgia,S,2023-08-26,First Round,,Georgia,SEC,20
42,13,Andrew Mukuba,Clemson,S,2023-08-26,First Round,,South Carolina,ACC,20
43,25,Calen Bullock,USC,S,2023-08-26,First Round,,California,Pac 12,20
44,14,Bo Nix,Oregon,QB,2023-08-26,First Round,,Oregon,Pac 12,20
45,25,Jason Marshall Jr.,Florida,CB,2023-08-26,First Round,,Florida,SEC,20
46,46,Kris Jenkins,Michigan,DL,2023-08-26,First Round,,Michigan,Big Ten,20
47,47,Jordan Morgan,Arizona,OT,2023-08-26,First Round,,Arizona,Pac 12,20
48,28,Troy Franklin,Oregon,WR,2023-08-26,First Round,,Oregon,Pac 12,20
49,40,Nate Wiggins,Clemson,CB,2023-08-26,First Round,,South Carolina,ACC,20
50,23,Sedrick Van Pran,Georgia,IOL,2023-08-26,First Round,,Georgia,SEC,20
51,33,Johnny Wilson,Florida State,WR,2023-08-26,First Round,,Florida,ACC,20
52,9,Michael Penix Jr.,Washington,QB,2023-08-26,First Round,,Washington,Pac 12,20
53,39,J.J. McCarthy,Michigan,QB,2023-08-26,16,MINNESOTA VIKINGS,Michigan,Big Ten,20
54,27,Braelon Allen,Wisconsin,RB,2023-08-26,First Round,,Wisconsin,Big Ten,20
55,30,Ruke Orhorhoro,Clemson,DL,2023-08-26,First Round,,South Carolina,ACC,20
56,45,Will Shipley,Clemson,RB,2023-08-26,First Round,,South Carolina,ACC,20
57,57,Donovan Edwards,Michigan,RB,2023-08-26,First Round,,Michigan,Big Ten,20
58,48,Graham Barton,Duke,OT,2023-08-26,First Round,,North Carolina,ACC,20
59,45,Cole Bishop,Utah,S,2023-08-26,First Round,,Utah,Pac 12,20
60,51,Blake Fisher,Notre Dame,OT,2023-08-26,First Round,,Indiana,FBS - Independent,15
61,57,Tyler Nubin,Minnesota,S,2023-08-26,First Round,,Minnesota,Big Ten,15
62,52,Max Melton,Rutgers,CB,2023-08-26,First Round,,New Jersey,Big Ten,15
63,29,James Williams,Miami (FL),S,2023-08-26,First Round,,Florida,ACC,15
