Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Marvin Harrison Jr.,Ohio State,WR,2023-10-15,3,CHICAGO BEARS,Ohio,Big Ten,35
2,1,Drake Maye,North Carolina,QB,2023-10-15,2,DENVER BRONCOS,North Carolina,ACC,35
3,1,Caleb Williams,USC,QB,2023-10-15,1,CHICAGO BEARS,California,Pac 12,35
4,3,Brock Bowers,Georgia,TE,2023-10-15,7,ARIZONA CARDINALS,Georgia,SEC,35
5,2,Jared Verse,Florida State,EDGE,2023-10-15,4,MINNESOTA VIKINGS,Florida,ACC,35
6,5,Olumuyiwa Fashanu,Penn State,OT,2023-10-15,5,NEW ENGLAND PATRIOTS,Pennsylvania,Big Ten,35
7,1,Kool-Aid McKinstry,Alabama,CB,2023-10-15,6,NEW YORK GIANTS,Alabama,SEC,35
8,2,Joe Alt,Notre Dame,OT,2023-10-15,8,GREEN BAY PACKERS,Indiana,FBS - Independent,35
9,1,Emeka Egbuka,Ohio State,WR,2023-10-15,13,TENNESSEE TITANS,Ohio,Big Ten,35
10,8,Jer'Zhan Newton,Illinois,DL,2023-10-15,14,CINCINNATI BENGALS,Illinois,Big Ten,35
11,5,Dallas Turner,Alabama,EDGE,2023-10-15,10,LAS VEGAS RAIDERS,Alabama,SEC,30
12,11,Malik Nabers,LSU,WR,2023-10-15,17,HOUSTON TEXANS,Louisiana,SEC,30
13,9,J.C. Latham,Alabama,OT,2023-10-15,11,WASHINGTON COMMANDERS,Alabama,SEC,30
14,12,Laiatu Latu,UCLA,LB,2023-10-15,20,INDIANAPOLIS COLTS,California,Pac 12,30
15,13,Keon Coleman,Florida State,WR,2023-10-15,22,DALLAS COWBOYS,Florida,ACC,30
16,11,Cooper DeJean,Iowa,S,2023-10-15,16,LOS ANGELES CHARGERS,Iowa,Big Ten,30
17,12,Demeioun Robinson,Penn State,EDGE,2023-10-15,First Round,,Pennsylvania,Big Ten,30
18,15,Rome Odunze,Washington,WR,2023-10-15,21,BUFFALO BILLS,Washington,Pac 12,30
19,8,Kalen King,Penn State,CB,2023-10-15,9,ARIZONA CARDINALS,Pennsylvania,Big Ten,30
20,16,Amarius Mims,Georgia,OT,2023-10-15,12,NEW YORK JETS,Georgia,SEC,30
21,13,Xavier Worthy,Texas,WR,2023-10-15,25,PITTSBURGH STEELERS,Texas,Big 12,30
22,17,Kamren Kinchens,Miami (FL),S,2023-10-15,18,NEW ORLEANS SAINTS,Florida,ACC,30
23,12,Maason Smith,LSU,DL,2023-10-15,26,JACKSONVILLE JAGUARS,Louisiana,SEC,30
24,7,J.T. Tuimoloau,Ohio State,EDGE,2023-10-15,23,BALTIMORE RAVENS,Ohio,Big Ten,30
25,20,Nate Wiggins,Clemson,CB,2023-10-15,28,DETROIT LIONS,South Carolina,ACC,30
26,23,Graham Barton,Duke,OT,2023-10-15,First Round,,North Carolina,ACC,25
27,9,Quinn Ewers,Texas,QB,2023-10-15,15,LOS ANGELES RAMS,Texas,Big 12,25
28,14,Leonard Taylor,Miami (FL),DL,2023-10-15,29,MIAMI DOLPHINS,Florida,ACC,25
29,19,Michael Penix Jr.,Washington,QB,2023-10-15,35,MINNESOTA VIKINGS,Washington,Pac 12,25
30,29,Shedeur Sanders,Colorado,QB,2023-10-15,First Round,,Colorado,Pac 12,25
31,17,Kingsley Suamataia,BYU,OT,2023-10-15,First Round,,Utah,FBS - Independent,25
32,12,Bralen Trice,Washington,EDGE,2023-10-15,30,PHILADELPHIA EAGLES,Washington,Pac 12,25
33,23,J.J. McCarthy,Michigan,QB,2023-10-15,19,ATLANTA FALCONS,Michigan,Big Ten,25
34,22,Kris Jenkins,Michigan,DL,2023-10-15,38,ARIZONA CARDINALS,Michigan,Big Ten,25
35,25,Ja'Tavion Sanders,Texas,TE,2023-10-15,34,NEW ORLEANS SAINTS,Texas,Big 12,25
36,11,Jeremiah Trotter Jr.,Clemson,LB,2023-10-15,24,SEATTLE SEAHAWKS,South Carolina,ACC,20
37,21,Bo Nix,Oregon,QB,2023-10-15,36,NEW ENGLAND PATRIOTS,Oregon,Pac 12,20
38,35,Patrick Paul,Houston,OT,2023-10-15,31,KANSAS CITY CHIEFS,Texas,FBS - AAC,20
39,33,Tyler Nubin,Minnesota,S,2023-10-15,41,LAS VEGAS RAIDERS,Minnesota,Big Ten,20
40,13,Barrett Carter,Clemson,LB,2023-10-15,48,CLEVELAND BROWNS,South Carolina,ACC,20
41,34,Adonai Mitchell,Texas,WR,2023-10-15,37,NEW YORK GIANTS,Texas,Big 12,20
42,31,Jordan Morgan,Arizona,OT,2023-10-15,32,SAN FRANCISCO 49ERS,Arizona,Pac 12,20
43,22,Michael Hall Jr.,Ohio State,DL,2023-10-15,33,CAROLINA PANTHERS,Ohio,Big Ten,20
