Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2024-03-05,1,CHICAGO BEARS,California,Pac 12,35
2,1,Drake Maye,North Carolina,QB,2024-03-05,2,WASHINGTON COMMANDERS,North Carolina,ACC,35
3,1,Marvin Harrison Jr.,Ohio State,WR,2024-03-05,4,ARIZONA CARDINALS,Ohio,Big Ten,35
4,3,Jayden Daniels,LSU,QB,2024-03-05,3,NEW ENGLAND PATRIOTS,Louisiana,SEC,35
5,1,Malik Nabers,LSU,WR,2024-03-05,6,NEW YORK GIANTS,Louisiana,SEC,35
6,6,Rome Odunze,Washington,WR,2024-03-05,9,CHICAGO BEARS,Washington,Pac 12,35
7,2,Dallas Turner,Alabama,EDGE,2024-03-05,8,ATLANTA FALCONS,Alabama,SEC,35
8,1,Brock Bowers,Georgia,TE,2024-03-05,5,LOS ANGELES CHARGERS,Georgia,SEC,35
9,1,Joe Alt,Notre Dame,OT,2024-03-05,7,TENNESSEE TITANS,Indiana,FBS - Independent,35
10,3,Olumuyiwa Fashanu,Penn State,OT,2024-03-05,10,NEW YORK JETS,Pennsylvania,Big Ten,35
11,11,Quinyon Mitchell,Toledo,CB,2024-03-05,17,JACKSONVILLE JAGUARS,Ohio,FBS - MAC,30
12,11,Terrion Arnold,Alabama,CB,2024-03-05,15,INDIANAPOLIS COLTS,Alabama,SEC,30
13,5,Jared Verse,Florida State,EDGE,2024-03-05,16,SEATTLE SEAHAWKS,Florida,ACC,30
14,7,Taliese Fuaga,Oregon State,OT,2024-03-05,14,NEW ORLEANS SAINTS,Oregon,Pac 12,30
15,12,Nate Wiggins,Clemson,CB,2024-03-05,22,PHILADELPHIA EAGLES,South Carolina,ACC,30
16,7,Laiatu Latu,UCLA,EDGE,2024-03-05,11,MINNESOTA VIKINGS,California,Pac 12,30
17,10,J.J. McCarthy,Michigan,QB,2024-03-05,12,DENVER BRONCOS,Michigan,Big Ten,30
18,17,Byron Murphy,Texas,DL,2024-03-05,13,LAS VEGAS RAIDERS,Texas,Big 12,30
