Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2024-02-10,1,CHICAGO BEARS,California,Pac 12,35
2,1,Drake Maye,North Carolina,QB,2024-02-10,2,WASHINGTON COMMANDERS,North Carolina,ACC,35
3,1,Marvin Harrison Jr.,Ohio State,WR,2024-02-10,4,ARIZONA CARDINALS,Ohio,Big Ten,35
4,4,Jayden Daniels,LSU,QB,2024-02-10,3,NEW ENGLAND PATRIOTS,Louisiana,SEC,35
5,1,Malik Nabers,LSU,WR,2024-02-10,6,NEW YORK GIANTS,Louisiana,SEC,35
6,4,Brock Bowers,Georgia,TE,2024-02-10,5,LOS ANGELES CHARGERS,Georgia,SEC,35
7,7,Rome Odunze,Washington,WR,2024-02-10,9,CHICAGO BEARS,Washington,Pac 12,35
8,3,Joe Alt,Notre Dame,OT,2024-02-10,7,TENNESSEE TITANS,Indiana,FBS - Independent,35
9,6,Dallas Turner,Alabama,EDGE,2024-02-10,8,ATLANTA FALCONS,Alabama,SEC,35
10,3,Olumuyiwa Fashanu,Penn State,OT,2024-02-10,N/A,,Pennsylvania,Big Ten,35
11,4,Jared Verse,Florida State,EDGE,2024-02-10,11,MINNESOTA VIKINGS,Florida,ACC,30
12,12,Terrion Arnold,Alabama,CB,2024-02-10,13,LAS VEGAS RAIDERS,Alabama,SEC,30
13,7,Laiatu Latu,UCLA,EDGE,2024-02-10,N/A,,California,Pac 12,30
14,14,Nate Wiggins,Clemson,CB,2024-02-10,15,INDIANAPOLIS COLTS,South Carolina,ACC,30
15,14,Taliese Fuaga,Oregon State,OT,2024-02-10,10,NEW YORK JETS,Oregon,Pac 12,30
16,9,Cooper DeJean,Iowa,CB,2024-02-10,19,LOS ANGELES RAMS,Iowa,Big Ten,30
17,7,J.C. Latham,Alabama,OT,2024-02-10,14,NEW ORLEANS SAINTS,Alabama,SEC,30
18,3,Kool-Aid McKinstry,Alabama,CB,2024-02-10,24,DALLAS COWBOYS,Alabama,SEC,30
