Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2023-08-11,2,ARIZONA CARDINALS,California,Pac 12,35
2,1,Marvin Harrison Jr.,Ohio State,WR,2023-08-11,1,ARIZONA CARDINALS,Ohio,Big Ten,35
3,1,Drake Maye,North Carolina,QB,2023-08-11,3,TAMPA BAY BUCCANEERS,North Carolina,ACC,35
4,3,Brock Bowers,Georgia,TE,2023-08-11,5,INDIANAPOLIS COLTS,Georgia,SEC,35
5,3,Jared Verse,Florida State,EDGE,2023-08-11,4,LOS ANGELES RAMS,Florida,ACC,35
6,6,Dallas Turner,Alabama,EDGE,2023-08-11,7,ATLANTA FALCONS,Alabama,SEC,35
7,5,Emeka Egbuka,Ohio State,WR,2023-08-11,14,NEW ENGLAND PATRIOTS,Ohio,Big Ten,35
8,4,Olumuyiwa Fashanu,Penn State,OT,2023-08-11,First Round,,Pennsylvania,Big Ten,35
9,3,Kool-Aid McKinstry,Alabama,CB,2023-08-11,9,TENNESSEE TITANS,Alabama,SEC,35
10,6,Joe Alt,Notre Dame,OT,2023-08-11,8,GREEN BAY PACKERS,Indiana,FBS - Independent,35
11,8,J.T. Tuimoloau,Ohio State,EDGE,2023-08-11,10,CHICAGO BEARS,Ohio,Big Ten,30
12,11,J.C. Latham,Alabama,OT,2023-08-11,11,LAS VEGAS RAIDERS,Alabama,SEC,30
13,11,Maason Smith,LSU,DL,2023-08-11,First Round,,Louisiana,SEC,30
14,8,Kalen King,Penn State,CB,2023-08-11,12,CHICAGO BEARS,Pennsylvania,Big Ten,30
15,4,Xavier Worthy,Texas,WR,2023-08-11,15,PITTSBURGH STEELERS,Texas,Big 12,30
16,14,Jer'Zhan Newton,Illinois,DL,2023-08-11,First Round,,Illinois,Big Ten,30
17,16,Malik Nabers,LSU,WR,2023-08-11,19,NEW ORLEANS SAINTS,Louisiana,SEC,30
18,16,Rome Odunze,Washington,WR,2023-08-11,20,NEW YORK GIANTS,Washington,Pac 12,30
19,16,Cooper DeJean,Iowa,S,2023-08-11,16,MINNESOTA VIKINGS,Iowa,Big Ten,30
20,12,Michael Hall Jr.,Ohio State,DL,2023-08-11,First Round,,Ohio,Big Ten,30
21,14,Bralen Trice,Washington,EDGE,2023-08-11,17,HOUSTON TEXANS,Washington,Pac 12,30
