Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2023-10-16,1,CHICAGO BEARS,California,Pac 12,35
2,1,Marvin Harrison Jr.,Ohio State,WR,2023-10-16,2,CHICAGO BEARS,Ohio,Big Ten,35
3,1,Drake Maye,North Carolina,QB,2023-10-16,3,DENVER BRONCOS,North Carolina,ACC,35
4,3,Brock Bowers,Georgia,TE,2023-10-16,15,WASHINGTON COMMANDERS,Georgia,SEC,35
5,2,Jared Verse,Florida State,EDGE,2023-10-16,12,ARIZONA CARDINALS,Florida,ACC,35
6,5,Olumuyiwa Fashanu,Penn State,OT,2023-10-16,First Round,,Pennsylvania,Big Ten,35
7,1,Kool-Aid McKinstry,Alabama,CB,2023-10-16,First Round,,Alabama,SEC,35
8,2,Joe Alt,Notre Dame,OT,2023-10-16,6,NEW ENGLAND PATRIOTS,Indiana,FBS - Independent,35
9,8,Jer'Zhan Newton,Illinois,DL,2023-10-16,9,GREEN BAY PACKERS,Illinois,Big Ten,35
10,5,Dallas Turner,Alabama,EDGE,2023-10-16,First Round,,Alabama,SEC,35
11,1,Emeka Egbuka,Ohio State,WR,2023-10-16,First Round,,Ohio,Big Ten,30
12,12,Malik Nabers,LSU,WR,2023-10-16,4,ARIZONA CARDINALS,Louisiana,SEC,30
13,9,J.C. Latham,Alabama,OT,2023-10-16,8,TENNESSEE TITANS,Alabama,SEC,30
14,12,Laiatu Latu,UCLA,LB,2023-10-16,19,LOS ANGELES RAMS,California,Pac 12,30
15,13,Keon Coleman,Florida State,WR,2023-10-16,5,NEW YORK GIANTS,Florida,ACC,30
16,11,Cooper DeJean,Iowa,S,2023-10-16,22,DALLAS COWBOYS,Iowa,Big Ten,30
17,15,Rome Odunze,Washington,WR,2023-10-16,17,CINCINNATI BENGALS,Washington,Pac 12,30
18,12,Demeioun Robinson,Penn State,EDGE,2023-10-16,20,HOUSTON TEXANS,Pennsylvania,Big Ten,30
19,8,Kalen King,Penn State,CB,2023-10-16,27,BALTIMORE RAVENS,Pennsylvania,Big Ten,30
20,15,Amarius Mims,Georgia,OT,2023-10-16,16,NEW YORK JETS,Georgia,SEC,30
21,13,Xavier Worthy,Texas,WR,2023-10-16,18,LOS ANGELES CHARGERS,Texas,Big 12,30
22,17,Kamren Kinchens,Miami (FL),S,2023-10-16,25,TAMPA BAY BUCCANEERS,Florida,ACC,30
23,7,J.T. Tuimoloau,Ohio State,EDGE,2023-10-16,First Round,,Ohio,Big Ten,30
24,12,Maason Smith,LSU,DL,2023-10-16,21,SEATTLE SEAHAWKS,Louisiana,SEC,30
25,17,Nate Wiggins,Clemson,CB,2023-10-16,28,DETROIT LIONS,South Carolina,ACC,30
26,22,Graham Barton,Duke,OT,2023-10-16,First Round,,North Carolina,ACC,25
27,9,Quinn Ewers,Texas,QB,2023-10-16,14,LAS VEGAS RAIDERS,Texas,Big 12,25
28,14,Leonard Taylor,Miami (FL),DL,2023-10-16,29,MIAMI DOLPHINS,Florida,ACC,25
29,17,Kingsley Suamataia,BYU,OT,2023-10-16,10,NEW ORLEANS SAINTS,Utah,FBS - Independent,25
30,19,Michael Penix Jr.,Washington,QB,2023-10-16,7,MINNESOTA VIKINGS,Washington,Pac 12,25
31,29,Shedeur Sanders,Colorado,QB,2023-10-16,First Round,,Colorado,Pac 12,25
32,12,Bralen Trice,Washington,EDGE,2023-10-16,First Round,,Washington,Pac 12,25
33,23,J.J. McCarthy,Michigan,QB,2023-10-16,11,ATLANTA FALCONS,Michigan,Big Ten,25
34,22,Kris Jenkins,Michigan,DL,2023-10-16,43,HOUSTON TEXANS,Michigan,Big Ten,25
35,11,Jeremiah Trotter Jr.,Clemson,LB,2023-10-16,42,ATLANTA FALCONS,South Carolina,ACC,25
36,25,Ja'Tavion Sanders,Texas,TE,2023-10-16,34,NEW ORLEANS SAINTS,Texas,Big 12,20
37,13,Barrett Carter,Clemson,LB,2023-10-16,45,LAS VEGAS RAIDERS,South Carolina,ACC,20
38,21,Bo Nix,Oregon,QB,2023-10-16,40,MINNESOTA VIKINGS,Oregon,Pac 12,20
39,34,Patrick Paul,Houston,OT,2023-10-16,First Round,,Texas,FBS - AAC,20
40,30,Tyler Nubin,Minnesota,S,2023-10-16,50,PHILADELPHIA EAGLES,Minnesota,Big Ten,20
41,31,Jordan Morgan,Arizona,OT,2023-10-16,38,CHICAGO BEARS,Arizona,Pac 12,20
42,33,Adonai Mitchell,Texas,WR,2023-10-16,36,NEW YORK GIANTS,Texas,Big 12,20
43,22,Michael Hall Jr.,Ohio State,DL,2023-10-16,26,JACKSONVILLE JAGUARS,Ohio,Big Ten,20
44,20,TreVeyon Henderson,Ohio State,RB,2023-10-16,48,CINCINNATI BENGALS,Ohio,Big Ten,20
45,16,Denzel Burke,Ohio State,CB,2023-10-16,57,TAMPA BAY BUCCANEERS,Ohio,Big Ten,20
46,27,Javon Bullard,Georgia,S,2023-10-16,44,INDIANAPOLIS COLTS,Georgia,SEC,20
47,26,Kamari Lassiter,Georgia,CB,2023-10-16,32,PHILADELPHIA EAGLES,Georgia,SEC,20
48,28,Johnny Wilson,Florida State,WR,2023-10-16,63,KANSAS CITY CHIEFS,Florida,ACC,20
49,25,Calen Bullock,USC,S,2023-10-16,54,PITTSBURGH STEELERS,California,Pac 12,20
50,43,Troy Franklin,Oregon,WR,2023-10-16,39,TENNESSEE TITANS,Oregon,Pac 12,20
51,20,Cooper Beebe,Kansas State,OT,2023-10-16,46,WASHINGTON COMMANDERS,Kansas,Big 12,20
52,25,Andrew Mukuba,Clemson,S,2023-10-16,41,GREEN BAY PACKERS,South Carolina,ACC,20
53,29,Blake Corum,Michigan,RB,2023-10-16,53,DALLAS COWBOYS,Michigan,Big Ten,20
54,17,Sedrick Van Pran,Georgia,IOL,2023-10-16,49,LOS ANGELES CHARGERS,Georgia,SEC,20
55,30,Ruke Orhorhoro,Clemson,DL,2023-10-16,55,CLEVELAND BROWNS,South Carolina,ACC,20
56,30,Raheim Sanders,Arkansas,RB,2023-10-16,35,ARIZONA CARDINALS,Arkansas,SEC,20
57,53,T'Vondre Sweat,Texas,DL,2023-10-16,First Round,,Texas,Big 12,20
58,43,Caelen Carson,Wake Forest,CB,2023-10-16,60,DETROIT LIONS,North Carolina,ACC,20
59,25,Jack Sawyer,Ohio State,EDGE,2023-10-16,61,SAN FRANCISCO 49ERS,Ohio,Big Ten,20
60,13,James Williams,Miami (FL),S,2023-10-16,First Round,,Florida,ACC,15
61,23,Braelon Allen,Wisconsin,RB,2023-10-16,58,BALTIMORE RAVENS,Wisconsin,Big Ten,15
62,27,Tyler Davis,Clemson,DL,2023-10-16,First Round,,South Carolina,ACC,15
63,48,Tyler Guyton,Oklahoma,OT,2023-10-16,47,GREEN BAY PACKERS,Oklahoma,Big 12,15
64,29,Trey Benson,Florida State,RB,2023-10-16,First Round,,Florida,ACC,15
65,26,Josh Newton,TCU,CB,2023-10-16,51,LOS ANGELES RAMS,Texas,Big 12,15
66,23,Donovan Jackson,Ohio State,IOL,2023-10-16,13,INDIANAPOLIS COLTS,Ohio,Big Ten,15
67,34,Tommy Eichenberg,Ohio State,LB,2023-10-16,64,PHILADELPHIA EAGLES,Ohio,Big Ten,15
68,64,Will Shipley,Clemson,RB,2023-10-16,,,South Carolina,ACC,15
69,62,Xavier Legette,South Carolina,WR,2023-10-16,31,KANSAS CITY CHIEFS,South Carolina,SEC,15
70,28,Jason Marshall Jr.,Florida,CB,2023-10-16,,,Florida,SEC,15
71,34,Nazir Stackhouse,Georgia,DL,2023-10-16,62,MIAMI DOLPHINS,Georgia,SEC,10
72,57,Terrion Arnold,Alabama,CB,2023-10-16,,,Alabama,SEC,10
73,42,McKinnley Jackson,Texas A&M,DL,2023-10-16,,,Texas,SEC,10
74,74,Max Melton,Rutgers,CB,2023-10-16,,,New Jersey,Big Ten,10
75,45,Zak Zinter,Michigan,OT,2023-10-16,,,Michigan,Big Ten,10
76,67,Princely Umanmielen,Florida,DL,2023-10-16,,,Florida,SEC,10
77,66,Blake Fisher,Notre Dame,OT,2023-10-16,,,Indiana,FBS - Independent,10
78,62,D.J. James,Auburn,CB,2023-10-16,,,Alabama,SEC,10
79,69,Christian Mahogany,Boston College,IOL,2023-10-16,,,Massachusetts,ACC,10
80,66,Cole Bishop,Utah,S,2023-10-16,,,Utah,Pac 12,10
81,36,Riley Leonard,Duke,QB,2023-10-16,,,North Carolina,ACC,10
82,51,Tyleik Williams,Ohio State,DL,2023-10-16,30,SAN FRANCISCO 49ERS,Ohio,Big Ten,10
83,47,Brandon Dorlus,Oregon,DL,2023-10-16,,,Oregon,Pac 12,10
84,62,Jack Nelson,Wisconsin,OT,2023-10-16,,,Wisconsin,Big Ten,10
85,70,Malachi Corley,Western Kentucky,WR,2023-10-16,,,Kentucky,FBS - CUSA,10
86,54,Cameron Ward,Washington State,QB,2023-10-16,,,Washington,Pac 12,10
87,67,Jaheim Bell,Florida State,TE,2023-10-16,,,Florida,ACC,10
88,49,Kris Abrams-Draine,Missouri,CB,2023-10-16,,,Missouri,SEC,10
89,68,Jalen McMillan,Washington,WR,2023-10-16,,,Washington,Pac 12,10
90,39,Donovan Edwards,Michigan,RB,2023-10-16,,,Michigan,Big Ten,10
91,32,Javion Cohen,Miami (FL),IOL,2023-10-16,,,Florida,ACC,10
92,39,Smael Mondon Jr.,Georgia,LB,2023-10-16,,,Georgia,SEC,10
93,88,Tyler Van Dyke,Miami (FL),QB,2023-10-16,,,Florida,ACC,10
94,64,Spencer Rattler,South Carolina,QB,2023-10-16,,,South Carolina,SEC,10
