Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2023-10-09,1,CHICAGO BEARS,California,Pac 12,35
2,2,Marvin Harrison Jr.,Ohio State,WR,2023-10-09,2,CHICAGO BEARS,Ohio,Big Ten,35
3,3,Drake Maye,North Carolina,QB,2023-10-09,First Round,,North Carolina,ACC,35
4,2,Brock Bowers,Georgia,TE,2023-10-09,First Round,,Georgia,SEC,35
5,5,Olumuyiwa Fashanu,Penn State,OT,2023-10-09,5,NEW ENGLAND PATRIOTS,Pennsylvania,Big Ten,35
6,1,Jared Verse,Florida State,EDGE,2023-10-09,First Round,,Florida,ACC,35
7,2,Joe Alt,Notre Dame,OT,2023-10-09,7,NEW YORK GIANTS,Indiana,FBS - Independent,35
8,1,Kool-Aid McKinstry,Alabama,CB,2023-10-09,6,ARIZONA CARDINALS,Alabama,SEC,35
9,1,Emeka Egbuka,Ohio State,WR,2023-10-09,17,HOUSTON TEXANS,Ohio,Big Ten,35
10,5,Dallas Turner,Alabama,EDGE,2023-10-09,3,DENVER BRONCOS,Alabama,SEC,35
11,8,Jer'Zhan Newton,Illinois,DL,2023-10-09,8,LAS VEGAS RAIDERS,Illinois,Big Ten,30
12,8,Kalen King,Penn State,CB,2023-10-09,12,TENNESSEE TITANS,Pennsylvania,Big Ten,30
13,9,J.C. Latham,Alabama,OT,2023-10-09,10,NEW YORK JETS,Alabama,SEC,30
14,11,Malik Nabers,LSU,WR,2023-10-09,20,INDIANAPOLIS COLTS,Louisiana,SEC,30
15,15,Laiatu Latu,UCLA,LB,2023-10-09,14,LOS ANGELES RAMS,California,Pac 12,30
16,13,Keon Coleman,Florida State,WR,2023-10-09,9,ARIZONA CARDINALS,Florida,ACC,30
17,12,Demeioun Robinson,Penn State,EDGE,2023-10-09,13,CINCINNATI BENGALS,Pennsylvania,Big Ten,30
18,14,Amarius Mims,Georgia,OT,2023-10-09,15,GREEN BAY PACKERS,Georgia,SEC,30
19,11,Cooper DeJean,Iowa,S,2023-10-09,16,LOS ANGELES CHARGERS,Iowa,Big Ten,30
