Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,Oklahoma,QB,2021-12-31,,,Oklahoma,Big 12,35
2,1,Quinn Ewers,Ohio State,QB,2021-12-31,,,Ohio,Big Ten,35
3,3,TreVeyon Henderson,Ohio State,RB,2021-12-31,,,Ohio,Big Ten,35
4,4,James Williams,Miami (FL),S,2021-12-31,,,Florida,ACC,35
5,5,Xavier Worthy,Texas,WR,2021-12-31,,,Texas,Big 12,35
6,6,Maason Smith,LSU,DL,2021-12-31,,,Louisiana,SEC,35
7,7,Joe Alt,Notre Dame,OT,2021-12-31,,,Indiana,FBS - Independent,35
8,8,Reuben Fatheree II,Texas A&M,OT,2021-12-31,,,Texas,SEC,35
9,9,Mario Williams,Oklahoma,WR,2021-12-31,,,Oklahoma,Big 12,35
10,2,Jack Sawyer,Ohio State,EDGE,2021-12-31,,,Ohio,Big Ten,35
11,11,Denzel Burke,Ohio State,CB,2021-12-31,,,Ohio,Big Ten,30
12,5,Kool-Aid McKinstry,Alabama,CB,2021-12-31,,,Alabama,SEC,30
13,13,Connor Colby,Iowa,IOL,2021-12-31,,,Iowa,Big Ten,30
14,3,Korey Foreman,USC,DL,2021-12-31,,,California,Pac 12,30
15,7,J.C. Latham,Alabama,OT,2021-12-31,,,Alabama,SEC,30
16,16,Tyleik Williams,Ohio State,DL,2021-12-31,,,Ohio,Big Ten,30
17,7,Jason Marshall Jr.,Florida,CB,2021-12-31,,,Florida,SEC,30
18,10,Braelon Allen,Wisconsin,RB,2021-12-31,,,Wisconsin,Big Ten,30
19,5,J.T. Tuimoloau,Ohio State,DL,2021-12-31,,,Ohio,Big Ten,30
20,12,Bryce Foster,Texas A&M,IOL,2021-12-31,,,Texas,SEC,30
21,10,Jaxson Dart,USC,QB,2021-12-31,,,California,Pac 12,30
22,3,Andrew Mukuba,Clemson,S,2021-12-31,,,South Carolina,ACC,30
23,21,JoJo Earle,Alabama,WR,2021-12-31,,,Alabama,SEC,30
24,11,Brock Bowers,Georgia,TE,2021-12-31,,,Georgia,SEC,30
25,16,Leonard Taylor,Miami (FL),DL,2021-12-31,,,Florida,ACC,30
26,13,Dallas Turner,Alabama,EDGE,2021-12-31,,,Alabama,SEC,25
27,14,Calen Bullock,USC,S,2021-12-31,,,California,Pac 12,25
28,6,Jeremiah Trotter Jr.,Clemson,LB,2021-12-31,,,South Carolina,ACC,25
29,29,Tyreek Chappell,Texas A&M,CB,2021-12-31,,,Texas,SEC,25
30,30,Jarquez Hunter,Auburn,RB,2021-12-31,,,Alabama,SEC,25
31,9,Tommy Brockermeyer,Alabama,OT,2021-12-31,,,Alabama,SEC,25
32,19,Collin Oliver,Oklahoma State,EDGE,2021-12-31,,,Oklahoma,Big 12,25
33,14,Clayton Smith,Oklahoma,EDGE,2021-12-31,,,Oklahoma,Big 12,25
34,15,Xavian Sorey Jr.,Georgia,LB,2021-12-31,,,Georgia,SEC,25
35,20,Jakailin Johnson,Ohio State,CB,2021-12-31,,,Ohio,Big Ten,25
36,21,Terrence Lewis,Maryland,LB,2021-12-31,,,Maryland,Big Ten,20
37,10,Damon Payne,Alabama,DL,2021-12-31,,,Alabama,SEC,20
38,24,Jordan Hancock,Ohio State,CB,2021-12-31,,,Ohio,Big Ten,20
39,25,Jeremiah Williams,Florida,EDGE,2021-12-31,,,Florida,SEC,20
40,24,James Brockermeyer,Alabama,IOL,2021-12-31,,,Alabama,SEC,20
41,27,Nate Wiggins,Clemson,CB,2021-12-31,,,South Carolina,ACC,20
42,26,Tyler Buchner,Notre Dame,QB,2021-12-31,,,Indiana,FBS - Independent,20
43,18,L.J. Johnson Jr.,Texas A&M,RB,2021-12-31,,,Texas,SEC,20
44,30,Sage Ryan,LSU,S,2021-12-31,,,Louisiana,SEC,20
45,26,Deion Smith,LSU,WR,2021-12-31,,,Louisiana,SEC,20
46,25,Will Shipley,Clemson,RB,2021-12-31,,,South Carolina,ACC,20
47,34,Ja'Tavion Sanders,Texas,TE,2021-12-31,,,Texas,Big 12,20
48,20,Donovan Jackson,Ohio State,IOL,2021-12-31,,,Ohio,Big Ten,20
49,1,Agiye Hall,Alabama,WR,2021-12-31,,,Alabama,SEC,20
50,38,Smael Mondon Jr.,Georgia,LB,2021-12-31,,,Georgia,SEC,20
51,31,Shemar Turner,Texas A&M,DL,2021-12-31,,,Texas,SEC,20
52,24,Damarius McGhee,LSU,CB,2021-12-31,,,Louisiana,SEC,20
53,41,Keanu Koht,Alabama,EDGE,2021-12-31,,,Alabama,SEC,20
54,15,Camar Wheaton,Alabama,RB,2021-12-31,,,Alabama,SEC,20
55,2,Amarius Mims,Georgia,OT,2021-12-31,,,Georgia,SEC,20
56,6,Barrett Carter,Clemson,LB,2021-12-31,,,South Carolina,ACC,20
57,45,Rocco Spindler,Notre Dame,IOL,2021-12-31,,,Indiana,FBS - Independent,20
58,46,Nyland Green,Georgia,CB,2021-12-31,,,Georgia,SEC,20
59,36,Dylan Brooks,Auburn,EDGE,2021-12-31,,,Alabama,SEC,20
60,22,Corey Kiner,LSU,RB,2021-12-31,,,Louisiana,SEC,15
61,49,Lovasea Carroll,Georgia,CB,2021-12-31,,,Georgia,SEC,15
62,26,Nolan Rucci,Wisconsin,OT,2021-12-31,,,Wisconsin,Big Ten,15
63,52,Terrion Arnold,Alabama,S,2021-12-31,,,Alabama,SEC,15
64,29,Deontae Lawson,Alabama,LB,2021-12-31,,,Alabama,SEC,15
65,54,Terrence Ferguson II,Alabama,IOL,2021-12-31,,,Alabama,SEC,15
66,35,Drake Maye,North Carolina,QB,2021-12-31,,,North Carolina,ACC,15
67,14,Emeka Egbuka,Ohio State,WR,2021-12-31,,,Ohio,Big Ten,15
68,57,Keeshawn Silver,North Carolina,DL,2021-12-31,,,North Carolina,ACC,15
69,32,Donovan Edwards,Michigan,RB,2021-12-31,,,Michigan,Big Ten,15
70,59,Tristan Leigh,Clemson,OT,2021-12-31,,,South Carolina,ACC,15
71,27,Demeioun Robinson,Maryland,EDGE,2021-12-31,,,Maryland,Big Ten,10
72,61,Troy Franklin,Oregon,WR,2021-12-31,,,Oregon,Pac 12,10
73,9,Blake Fisher,Notre Dame,OT,2021-12-31,,,Indiana,FBS - Independent,10
74,39,Elliot Donald,Pitt,DL,2021-12-31,,,Pennsylvania,ACC,10
75,16,Ceyair Wright,USC,CB,2021-12-31,,,California,Pac 12,10
76,65,Ty Thompson,Oregon,QB,2021-12-31,,,Oregon,Pac 12,10
77,66,Raheem Anderson,Michigan,IOL,2021-12-31,,,Michigan,Big Ten,10
78,67,Micah Morris,Georgia,OT,2021-12-31,,,Georgia,SEC,10
79,19,Jacorey Brooks,Alabama,WR,2021-12-31,,,Alabama,SEC,10
80,37,Dylan Fairchild,Georgia,IOL,2021-12-31,,,Georgia,SEC,10
81,5,Avante Dickerson,Oregon,CB,2021-12-31,,,Oregon,Pac 12,10
82,30,Derrick Davis Jr.,LSU,S,2021-12-31,,,Louisiana,SEC,10
83,72,Reid Carrico,Ohio State,LB,2021-12-31,,,Ohio,Big Ten,10
84,73,Saivion Jones,LSU,EDGE,2021-12-31,,,Louisiana,SEC,10
85,4,Armoni Goodwin,LSU,RB,2021-12-31,,,Louisiana,SEC,10
86,75,Prophet Brown,USC,CB,2021-12-31,,,California,Pac 12,10
87,76,Payton Page,Clemson,DL,2021-12-31,,,South Carolina,ACC,10
88,17,Chris Hilton,LSU,WR,2021-12-31,,,Louisiana,SEC,10
89,75,Landon Tengwall,Penn State,OT,2021-12-31,,,Pennsylvania,Big Ten,10
90,7,Ben Christman,Ohio State,IOL,2021-12-31,,,Ohio,Big Ten,10
91,57,Jaylin Davies,Oregon,CB,2021-12-31,,,Oregon,Pac 12,10
92,81,Thomas Fidone II,Nebraska,TE,2021-12-31,,,Nebraska,Big Ten,10
93,82,Ryan Linthicum,Clemson,IOL,2021-12-31,,,South Carolina,ACC,10
94,21,Corey Collier Jr.,Florida,S,2021-12-31,,,Florida,SEC,10
95,74,Landon Jackson,LSU,EDGE,2021-12-31,,,Louisiana,SEC,10
96,8,Billy Bowman,Oklahoma,CB,2021-12-31,,,Oklahoma,Big 12,10
97,86,Sam Huard,Washington,QB,2021-12-31,,,Washington,Pac 12,10
98,41,Ethan Calvert,Utah,LB,2021-12-31,,,Utah,Pac 12,10
99,82,Marvin Harrison Jr.,Ohio State,WR,2021-12-31,,,Ohio,Big Ten,10
