Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Caleb Williams,USC,QB,2024-03-18,1,CHICAGO BEARS,California,Pac 12,35
2,1,Drake Maye,North Carolina,QB,2024-03-18,3,NEW ENGLAND PATRIOTS,North Carolina,ACC,35
3,3,Jayden Daniels,LSU,QB,2024-03-18,2,WASHINGTON COMMANDERS,Louisiana,SEC,35
4,1,Marvin Harrison Jr.,Ohio State,WR,2024-03-18,4,ARIZONA CARDINALS,Ohio,Big Ten,35
5,1,Malik Nabers,LSU,WR,2024-03-18,5,LOS ANGELES CHARGERS,Louisiana,SEC,35
6,6,Rome Odunze,Washington,WR,2024-03-18,6,NEW YORK GIANTS,Washington,Pac 12,35
7,2,Dallas Turner,Alabama,EDGE,2024-03-18,8,ATLANTA FALCONS,Alabama,SEC,35
8,1,Joe Alt,Notre Dame,OT,2024-03-18,7,TENNESSEE TITANS,Indiana,FBS - Independent,35
9,1,Brock Bowers,Georgia,TE,2024-03-18,12,DENVER BRONCOS,Georgia,SEC,35
10,10,J.J. McCarthy,Michigan,QB,2024-03-18,11,MINNESOTA VIKINGS,Michigan,Big Ten,35
11,3,Olumuyiwa Fashanu,Penn State,OT,2024-03-18,14,NEW ORLEANS SAINTS,Pennsylvania,Big Ten,30
12,11,Terrion Arnold,Alabama,CB,2024-03-18,15,INDIANAPOLIS COLTS,Alabama,SEC,30
13,11,Quinyon Mitchell,Toledo,CB,2024-03-18,13,LAS VEGAS RAIDERS,Ohio,FBS - MAC,30
14,5,Jared Verse,Florida State,EDGE,2024-03-18,9,CHICAGO BEARS,Florida,ACC,30
15,11,Taliese Fuaga,Oregon State,OT,2024-03-18,10,NEW YORK JETS,Oregon,Pac 12,30
16,16,Byron Murphy,Texas,DL,2024-03-18,21,MIAMI DOLPHINS,Texas,Big 12,30
17,8,Laiatu Latu,UCLA,EDGE,2024-03-18,19,LOS ANGELES RAMS,California,Pac 12,30
18,9,J.C. Latham,Alabama,OT,2024-03-18,18,CINCINNATI BENGALS,Alabama,SEC,30
19,19,Brian Thomas Jr.,LSU,WR,2024-03-18,28,BUFFALO BILLS,Louisiana,SEC,30
20,12,Nate Wiggins,Clemson,CB,2024-03-18,17,JACKSONVILLE JAGUARS,South Carolina,ACC,30
21,9,Amarius Mims,Georgia,OT,2024-03-18,N/A,,Georgia,SEC,30
22,22,Troy Fautanu,Washington,OT,2024-03-18,16,SEATTLE SEAHAWKS,Washington,Pac 12,30
23,17,Cooper DeJean,Iowa,CB,2024-03-18,25,GREEN BAY PACKERS,Iowa,Big Ten,30
24,24,Jackson Powers-Johnson,Oregon,IOL,2024-03-18,20,PITTSBURGH STEELERS,Oregon,Pac 12,30
25,8,Jer'Zhan Newton,Illinois,DL,2024-03-18,23,MINNESOTA VIKINGS,Illinois,Big Ten,30
26,3,Kool-Aid McKinstry,Alabama,CB,2024-03-18,22,PHILADELPHIA EAGLES,Alabama,SEC,25
