Rank,Player Name,Position,College
62,Chris Johnson,CB,San Diego State
63,Caleb Tiernan,OT,Northwestern
64,Julian Neal,CB,Arkansas
65,Emmanuel Pregnon,IOL,Oregon
66,Cade Klubnik,QB,Clemson
67,Keith Abney II,CB,Arizona State
68,Chase Bisontis,IOL,Texas A&M
69,Elijah Sarratt,WR,Indiana
70,Jonah Coleman,RB,Washington
71,Damon Wilson Jr.,EDGE,Missouri
72,Max Klare,TE,Ohio State
73,Domonique Orange,DL,Iowa State
74,Michael Trigg,TE,Baylor
75,Malik Muhammad,CB,Texas
76,Drew Allar,QB,Penn State
77,Eric Singleton Jr.,WR,Auburn
78,Emmanuel McNeil-Warren,S,Toledo
79,Xavier Chaplin,OT,Auburn
80,Dontay Corleone,DL,Cincinnati
81,DJ McKinney,CB,Colorado
82,Jalon Kilgore,S,South Carolina
83,Iapani Laloulu,IOL,Oregon
84,Austin Barber,OT,Florida
85,Antonio Williams,WR,Clemson
86,Harold Perkins,LB,LSU
87,Jaishawn Barham,LB,Michigan
88,Carson Beck,QB,Miami (FL)
89,Zakee Wheatley,S,Penn State
90,Jake Slaughter,IOL,Florida
91,Brendan Sorsby,QB,Cincinnati
92,KP Price,S,Boston College
93,Deontae Lawson,LB,Alabama
94,Will Lee III,CB,Texas A&M
95,Parker Brailsford,IOL,Alabama
96,Domani Jackson,CB,Alabama
97,Whit Weeks,LB,LSU
98,Chandler Rivers,CB,Duke
99,Anto Saka,EDGE,Northwestern
100,Cayden Green,OT,Missouri
101,D'angelo Ponds,CB,Indiana
102,Malachi Fields,WR,Notre Dame
103,Darian Mensah,QB,Duke
104,Austin Siereveld,OT,Ohio State
105,Gabe Jacas,EDGE,Illinois
106,Darrell Jackson Jr.,DL,Florida State
107,Jake Golday,LB,Cincinnati
108,Matt Gulbin,IOL,Michigan State
109,Mateen Ibirogba,DL,Wake Forest
110,Xavier Scott,S,Illinois
111,A.J. Haulcy,S,LSU
112,Akheem Mesidor,EDGE,Miami (FL)
113,Zachariah Branch,WR,Georgia
114,Taurean York,LB,Texas A&M
115,Demond Claiborne,RB,Wake Forest
116,Nyck Harbor,WR,South Carolina
117,Amare Ferrell,S,Indiana
118,Tyreak Sapp,EDGE,Florida
119,Brandon Cisse,CB,South Carolina
120,Gabe Burkle,TE,Iowa State
121,Tacario Davis,CB,Washington
122,Eli Stowers,TE,Vanderbilt
123,Jude Bowry,OT,Boston College
124,Nick Singleton,RB,Penn State
125,Mikail Kamara,EDGE,Indiana
126,Genesis Smith,S,Arizona
127,Jack Endries,TE,Texas
128,Keon Sabb,S,Alabama
129,Jadarian Price,RB,Notre Dame
130,Drew Shelton,OT,Penn State
131,Dametrious Crownover,OT,Texas A&M
132,Kevin Jennings,QB,SMU
133,Omar Cooper Jr.,WR,Indiana
134,Kade Pieper,IOL,Iowa
135,Kaytron Allen,RB,Penn State
136,Bear Alexander,DL,Oregon
137,Fa'alili Fa'amoe,OT,Wake Forest
138,Carter Smith,OT,Indiana
139,Hollywood Smothers,RB,NC State
140,Deion Burks,WR,Oklahoma
141,Gracen Halton,DL,Oklahoma
142,Jeremiah Wright,IOL,Auburn
143,Zane Durant,DL,Penn State
144,Joey Aguilar,QB,Tennessee
145,Oscar Delp,TE,Georgia
146,Jermaine Mathews Jr.,CB,Ohio State
147,Max Iheanachor,OT,Arizona State
148,Suntarine Perkins,LB,Mississippi
149,Bryce Lance,WR,North Dakota State
150,C.J. Daniels,WR,Miami (FL)
151,Daylen Everette,CB,Georgia
152,Ian Strong,WR,Rutgers
153,Lee Hunter,DL,Texas Tech
154,Michael Taaffe,S,Texas
155,Derrick Moore,EDGE,Michigan
156,Lance Heard,OT,Tennessee
157,Anthony Lucas,EDGE,USC
158,Jyaire Hill,CB,Michigan
159,Lander Barton,LB,Utah
160,Logan Jones,IOL,Iowa
161,Christian Gray,CB,Notre Dame
162,C.J. Fite,DL,Arizona State
163,Jelani McDonald,S,Texas
164,Skyler Bell,WR,UConn
165,Anthony Smith,DL,Minnesota
166,Jacob Rodriguez,LB,Texas Tech
167,Rayshaun Benny,DL,Michigan
168,Tim Keenan III,DL,Alabama
169,Eli Raridon,TE,Notre Dame
170,Bray Hubbard,S,Alabama
171,Keylan Rutledge,IOL,Georgia Tech
172,Ar'maj Reed-Adams,IOL,Texas A&M
173,Sam Leavitt,QB,Arizona State
174,Hezekiah Masses,CB,California
175,Cooper Barkate,WR,Duke
176,P.J. Williams,OT,SMU
177,Tao Johnson,S,Utah
178,C.J. Baxter,RB,Texas
179,Rod Moore,S,Michigan
180,Max Llewellyn,EDGE,Iowa
181,Brett Norfleet,TE,Missouri
182,Sawyer Robertson,QB,Baylor
183,Logan Parr,IOL,SMU
184,Patrick Payton,EDGE,LSU
185,Jaeden Roberts,IOL,Alabama
186,DeMonte Capehart,DL,Clemson
187,Zxavian Harris,DL,Mississippi
188,Tristan Leigh,OT,Clemson
189,Josh Cameron,WR,Baylor
190,Isaiah Brown-Murray,CB,Virginia Tech
191,Josh Hoover,QB,TCU
192,Brandon Henderson,IOL,Illinois
193,Kage Casey,OT,Boise State
194,Boubacar Traore,DL,Notre Dame
195,Braelin Moore,IOL,LSU
196,Matthew Hibner,TE,SMU
197,Josiah Trotter,LB,Missouri
198,Darius Taylor,RB,Minnesota
199,Drayk Bowen,LB,Notre Dame
200,Aamil Wagner,OT,Notre Dame
201,Eric Rivers,WR,Georgia Tech
202,Carlos Hernandez,WR,Wake Forest
203,Taylen Green,QB,Arkansas
204,Quintrevion Wisner,RB,Texas
205,Alex Harkey,OT,Oregon
206,Aidan Chiles,QB,Michigan State
207,Austin Romaine,LB,Kansas State
208,Jalen Walthall,WR,Incarnate Word
209,Le'Veon Moss,RB,Texas A&M
210,Amare Campbell,LB,Penn State
211,Joe Royer,TE,Cincinnati
212,Clev Lubin,EDGE,Louisville
213,Trey Zuhn III,OT,Texas A&M
214,Keionte Scott,CB,Miami (FL)
215,Kenyatta Jackson,EDGE,Ohio State
216,Trinidad Chambliss,QB,Mississippi
217,Red Murdock,LB,Buffalo
218,Jaden Keller,LB,Virginia Tech
219,Trey Moore,EDGE,Texas
220,Duce Robinson,WR,Florida State
221,Jacarrius Peak,OT,NC State
222,Devin Moore,CB,Florida
223,Caden Barnett,OT,Wyoming
224,Marlin Klein,TE,Michigan
225,Jaheim Oatis,DL,Colorado
226,Isaiah Nwokobia,S,SMU
227,Tanner Koziol,TE,Houston
228,Ryan Mosesso,OT,UMass
229,Ernest Hausmann,LB,Michigan
230,Xavier Nwankpa,S,Iowa
231,Roy Williams,EDGE,Northern Illinois
232,Rene Konga,DL,Louisville
233,Lawson Luckie,TE,Georgia
234,Kyle Louis,LB,Pittsburgh
235,Febechi Nwaiwu,IOL,Oklahoma
236,Nico Iamaleava,QB,UCLA
237,J'Mari Taylor,RB,Virginia
238,Lance Mason,TE,Wisconsin
239,Noah Josey,IOL,Virginia
240,Makhi Hughes,RB,Oregon
241,Hero Kanu,DL,Texas
242,Jamarion Miller,RB,Alabama
243,Jaydn Ott,RB,Oklahoma
244,Caleb Douglas,WR,Texas Tech
245,Ryan Baer,IOL,Pittsburgh
246,Jontez Williams,CB,Iowa State
247,Vincent Anthony Jr.,EDGE,Duke
248,Aaron Graves,DL,Iowa
249,Robert Spears-Jennings,S,Oklahoma
250,Miller Moss,QB,Louisville
251,DJ Harvey,CB,USC
252,Kenny Johnson,WR,Pittsburgh
253,John Michael Gyllenborg,TE,Wyoming
254,John Henry Daley,EDGE,Utah
255,Aaron Anderson,WR,LSU
256,Jack Velling,TE,Michigan State
257,Theo Melin Ohrstrom,TE,Texas A&M
258,Isaiah Glasker,LB,BYU
259,Marvin Jones Jr.,EDGE,Oklahoma
260,Kolt Dieterich,OT,Sam Houston State
261,Collin Wright,CB,Stanford
262,Tyreek Chappell,CB,Texas A&M
263,R.J. Maryland,TE,SMU
264,Quinten Christensen,IOL,South Dakota State
265,Jelani Thurman,TE,Ohio State
266,Terrance Carter,TE,Texas Tech
267,Davaughn Patterson,S,Wake Forest
268,Jamel Johnson,S,TCU
269,Charles Jagusah,IOL,Notre Dame
270,Nicolas Radicic,K,Indiana
271,Max Tomzcak,WR,Youngstown State
272,Earl Little Jr.,S,Florida State
273,Ethan Burke,EDGE,Texas
274,Samuel Singleton Jr.,RB,Florida State
275,Caden Curry,EDGE,Ohio State
276,Terry Moore,S,Duke
277,Brett Thorson,P,Georgia
278,Earnest Greene,OT,Georgia
279,Jahiem Lawson,EDGE,Clemson
280,Kevin Coleman Jr.,WR,Missouri
281,TJ Guy,EDGE,Michigan
282,Blake Miller,OT,Clemson
283,Bud Clark,S,TCU
284,Trevyon Green,OT,North Carolina
285,Jimarion McCrimon,OT,East Carolina
286,Lewis Bond,WR,Boston College
287,Miles Kitselman,TE,Tennessee
288,Teague Andersen,IOL,NC State
289,Griffin Wilde,WR,Northwestern
290,Santana Hopper,DL,Tulane
291,Ty Morris,LB,Rice
292,Nic Anderson,WR,LSU
293,Riley Mahlman,OT,Wisconsin
294,Cole Payton,QB,North Dakota State
295,Dean Miller,EDGE,Kansas
296,Toby Payne,TE,Marshall
297,J.Michael Sturdivant,WR,Florida
298,Alexander Doost,IOL,Arizona
299,Nate Johnson,EDGE,Missouri
300,Thaddeus Dixon,CB,North Carolina
301,Omar Aigbedion,IOL,Baylor
302,Derek Simmons,OT,Oklahoma
303,Chase Roberts,WR,BYU
304,Jalon Daniels,QB,Kansas
305,Isaiah Jatta,OT,BYU
306,Raion Strader,CB,Auburn
307,Evan Stewart,WR,Oregon
308,Kanye Udoh,RB,Arizona State
309,Raylen Wilson,LB,Georgia
310,Desmond Reid,RB,Pittsburgh
311,Keanu Tanuvasa,DL,BYU
312,Carver Willis,OT,Washington
313,Datrell Jones,WR,Boston College
314,David Oke,DL,Arkansas
315,Devin Neal,S,Virginia
316,Jayce Brown,WR,Kansas State
317,Cole Wisniewski,S,Texas Tech
318,Michael Harris,LB,Maryland
319,Eli Holstein,QB,Pittsburgh
320,Fisher Camac,EDGE,Virginia
321,Dasan McCullough,EDGE,Nebraska
322,Zeke Berry,S,Michigan
323,Dane Key,WR,Nebraska
324,Jayden Virgin-Morgan,EDGE,Boise State
325,Beau Pribula,QB,Missouri
326,James Smith,DL,Alabama
327,Adonijah Green,DL,Louisville
328,Eugene Wilson III,WR,Florida
329,Jackie Marshall,DL,Baylor
330,Calvin Clements,OT,Kansas
331,Josh Thompson,IOL,LSU
332,Jalen Catalon,S,Missouri
333,Izavion Miller,OT,Auburn
334,Diego Pounds,OT,Mississippi
335,Monroe Freeling,OT,Georgia
336,Ethan Onianwa,OT,Ohio State
337,J.C. Davis,OT,Illinois
338,Knijeah Harris,IOL,Florida
339,Tellek Lockette,IOL,Texas State
340,Jaden Greathouse,WR,Notre Dame
341,Cameron Calhoun,CB,Alabama
342,Greg Johnson,IOL,Minnesota
343,Chris McClellan,DL,Missouri
344,Bryson Washington,RB,Baylor
345,Malik Spencer,S,Michigan State
346,Avery Johnson,QB,Kansas State
347,Desmeal Leigh,OT,Youngstown State
348,BJ Williams,IOL,Pittsburgh
349,Jeadyn Lukus,CB,Clemson
350,McKale Boley,IOL,Virginia
351,Kerry Brown,S,Minnesota
352,Giovanni El-Hadi,IOL,Michigan
353,Ben Murawski,IOL,UConn
354,Elijah Pritchett,OT,Nebraska
355,Ben Taylor-Whitfield,OT,TCU
356,D.J. Campbell,IOL,Texas
357,Dorion Strawn,OT,Texas State
358,Shamar Easter,TE,North Carolina
359,Roman Hemby,RB,Indiana
360,Wade Woodaz,LB,Clemson
361,Jackson Arnold,QB,Auburn
362,Davin Stoffel,TE,Illinois
363,Cole Rhett,OT,Toledo
364,Samuel Omosigho,LB,Oklahoma
365,Jahiem White,RB,West Virginia
366,Albert Regis,DL,Texas A&M
367,Bryce Foster,IOL,Kansas
368,Jaren Kanak,TE,Oklahoma
369,Kadin Lynch,IOL,William & Mary
370,Trey White,EDGE,San Diego State
371,Riley Williams,TE,Oregon State
372,Trebor Pena,WR,Penn State
373,Teitum Tuioti,EDGE,Oregon
374,Antonio Kite,CB,Mississippi
375,Benjamin Brahmer,TE,Iowa State
376,Rocco Becht,QB,Iowa State
377,Markis Deal,DL,TCU
378,Will Shaffer,LB,Abilene Christian
379,Braylan Shelby,EDGE,USC
380,Roderick Kearney,OT,Florida
381,Luke Hasz,TE,Mississippi
382,Dylan Edwards,RB,Kansas State
383,Josh Moten,CB,Southern Miss
384,Adepoju Adebawore,EDGE,Oklahoma
385,Judge Collier,CB,South Carolina
386,Billy Schrauth,IOL,Notre Dame
387,Deven Eastern,DL,Minnesota
388,D.J. Hicks,DL,Texas A&M
389,Connor Tollison,IOL,Missouri
390,Kobe Baynes,IOL,Kansas
391,Da'Shawn Womack,EDGE,Mississippi
392,Elijah Prather,IOL,Troy
393,Austin Mack,QB,Alabama
394,Bryce Boettcher,LB,Oregon
395,Wendell Moe Jr.,IOL,Tennessee
396,Isaiah Horton,WR,Alabama
397,Elliot Washington II,CB,Penn State
398,Isaac Smith,S,Mississippi State
399,Khalil Barnes,S,Clemson
400,Kelby Collins,DL,Alabama
401,Daniel Harris,CB,Georgia
402,Kedrick Reescano,RB,Arizona
403,Peyton Bowen,S,Oklahoma
404,Jaiden Ausberry,LB,Notre Dame
405,Cameron Seldon,WR,Virginia Tech
406,Mark Fletcher,RB,Miami (FL)
407,Ka'morreun Pimpton,TE,TCU
408,Cooper Flanagan,TE,Notre Dame
409,Ty Lockwood,TE,Boston College
410,Anthony Donkoh,OT,Penn State
411,Jaden Rashada,QB,Sacramento State
412,Ashton Stamps,CB,LSU
413,Adon Shuler,S,Notre Dame
414,Richard Young,RB,Alabama
415,Caleb Herring,EDGE,Tennessee
416,Troy Bowles,LB,Michigan
417,Ethan Davis,TE,Tennessee
418,Jordan Renaud,EDGE,Alabama
419,Joshua Padilla,IOL,Ohio State
420,Andrew Rappleyea,TE,Penn State
421,Jayden Wayne,EDGE,California
422,Djay Braswell,RB,Georgia State
423,Jalil Farooq,WR,Maryland
424,Keon Keeley,EDGE,Alabama
425,Lewis Carter,LB,UCF
426,Mark Gronowski,QB,Iowa
427,Malachi Nelson,QB,UTEP
428,Barion Brown,WR,LSU
429,Jordan Castell,S,Florida
430,Cam Miller,CB,Rutgers
431,Fernando Carmona,IOL,Arkansas
432,Quinten Joyner,RB,Texas Tech
433,Rueben Owens,RB,Texas A&M
434,Alex Birchmeier,IOL,Penn State
435,Princewill Umanmielen,EDGE,Mississippi
436,Cormani McClain,CB,Florida
437,Joenel Aguero,S,Georgia
438,Derion Gullette,EDGE,Mississippi State
439,Grayson Howard,LB,Florida
440,Jameson Geers,TE,Minnesota
441,Geimere Latimer,CB,Wisconsin
442,Jaylon Braxton,CB,Mississippi
443,Keenan Nelson Jr.,S,Ohio State
444,Tomas Rimac,IOL,Virginia Tech
445,Yhonzae Pierre,EDGE,Alabama
446,Jordan Hall,DL,Georgia
447,Malik Hartford,S,Ohio State
448,Deshaun Lee,CB,Iowa
449,Tausili Akana,LB,BYU
450,Brandon Inniss,WR,Ohio State
451,Vic Burley,DL,Clemson
452,Ta'Mere Robinson,LB,USC
453,Smith Snowden,CB,Utah
454,Jordan Bass,LB,Virginia Tech
455,Stephiylan Green,DL,Clemson
456,Jalen Hale,WR,Alabama
457,Ayden Williams,WR,Mississippi State
458,Caden Jenkins,CB,Baylor
459,Hunter Clegg,EDGE,BYU
460,Jahlil Hurley,CB,Kansas
461,Ryan Niblett,S,Texas
462,DaKaari Nelson,S,Penn State
463,Dillon Bell,WR,Georgia
464,Bruno Onwuazor,OT,Virginia State
465,Tree Babalade,OT,South Carolina
466,DeAndre Moore Jr.,WR,Texas
467,Hykeem Williams,WR,Colorado
468,Colton Vasek,EDGE,Texas
469,Micah Pettus,OT,Florida State
470,Collin Sadler,OT,Clemson
471,Collins Acheampong,EDGE,Bowling Green
472,Daylen Austin,CB,Oregon
473,Raymond Cottrell,WR,West Alabama
474,Aidan Gousby,S,Minnesota
475,Hunter Osborne,DL,Virginia
476,Johntay Cook II,WR,Syracuse
477,Ryder Langsdale,OT,Rutgers
478,J'ven Williams,OT,Penn State
479,Malachi Coleman,WR,Minnesota
480,Kaleb Jackson,RB,LSU
481,Tyree Adams,OT,LSU
482,Joshua Mickens,EDGE,Ohio State
483,Markee Anderson,IOL,South Carolina
484,King Mack,S,Penn State
485,Braylon James,WR,TCU
486,Chimdy Onoh,OT,Penn State
487,Madden Sanker,OT,Louisville
488,Damonic Williams,DL,Oklahoma
489,Jalen Brown,WR,Arkansas
490,Jaxon Howard,EDGE,Minnesota
491,Malik Bryant,EDGE,Miami (FL)
492,Monroe Mills,OT,Virginia
493,Damari Brown,CB,Miami (FL)
494,Elijah Paige,OT,USC
495,Dalton Brooks,S,Texas A&M
496,Randon Fontenette,LB,Vanderbilt
497,LJ Martin,RB,BYU
498,Shelton Sampson Jr.,WR,Louisiana-Lafayette
499,Noah Rogers,WR,NC State
500,Jacobe Johnson,CB,Oklahoma
501,Brenan Vernon,DL,Notre Dame
502,Gabe Harris,EDGE,Georgia
503,Samson Okunlola,OT,Miami (FL)
504,Jamaal Jarrett,DL,USC
505,Rico Flores,WR,UCLA
506,Xzavier McLeod,DL,Georgia
507,Anthony Evans III,WR,Mississippi State
508,Wilkin Formby,OT,Alabama
509,Luke Montgomery,IOL,Ohio State
510,Bryce Anderson,S,Texas A&M
511,Cole Martin,CB,UCLA
512,Harris Sewell,IOL,Clemson
513,Robert Stafford,CB,UCLA
514,Qua Russaw,EDGE,Alabama
515,Rodrick Pleasant,CB,UCLA
516,Olaus Alinen,OT,Alabama
517,John Walker,DL,UCF
518,George Gumbs Jr.,EDGE,Florida
519,Kam Shanks,WR,Arkansas
520,Dijon Johnson,CB,Florida
521,Makari Vickers,CB,Colorado
522,Noah Thomas,WR,Georgia
523,Daevin Hobbs,DL,Tennessee
524,Ja'Keem Jackson,CB,LSU
525,Jager Burton,IOL,Kentucky
526,Antonio Gates Jr.,WR,Delaware State
527,Emmanuel Henderson,WR,Kansas
528,Bai Jobe,EDGE,Miami (OH)
529,Tanner Arkin,TE,Illinois
530,Mason Murphy,OT,Auburn
531,Jaleel Skinner,TE,Louisville
532,Samuel Okunlola,EDGE,Colorado
533,Reid Carrico,LB,West Virginia
534,Elliot Donald,DL,Pittsburgh
535,Stanton Ramil,OT,Michigan State
536,Quency Wiggins,EDGE,Colorado
537,Ephesians Prysock,CB,Washington
538,Jake Garcia,QB,Michigan
539,Nate Rutchena,TE,UC Davis
540,Andrew Depaepe,DL,Indiana
541,T.J. Shanahan,IOL,Penn State
542,Declan Duley,P,Central Michigan
543,George Pettaway,RB,James Madison
544,Justin Jefferson,LB,Alabama
545,Latrell McCutchin,CB,Houston
546,Nathan Leacock,WR,North Carolina
547,Julian Humphrey,CB,Texas A&M
548,Javien Toviano,S,LSU
549,Wes King,IOL,Wyoming
550,Jaylen Sneed,LB,Notre Dame
551,Emmanuel Poku,IOL,East Carolina
552,Dezz Ricks,CB,Texas A&M
553,Dante Dowdell,RB,Kentucky
554,Evan Tengesdahl,IOL,Cincinnati
555,Will Heldt,EDGE,Clemson
556,Kam Olds,EDGE,Kentucky
557,Xavier Hill,IOL,Colorado
558,Eric McAlister,WR,TCU
559,Jameial Lyons,EDGE,Penn State
560,Tackett Curtis,LB,Wisconsin
561,Tyler White,P,Texas A&M
562,Enow Etta,DL,Michigan
563,Jason Moore,DL,Ohio State
564,D.J. Chester,IOL,LSU
565,Jaybron Harvey,EDGE,North Carolina
566,Kylin Jackson,S,TCU
567,Edric Hill,DL,Alabama
568,Aiden Fisher,LB,Indiana
569,Jaydon Chatman,OT,Texas
570,Bo Hughley,OT,Georgia
571,Kam Robinson,LB,Virginia
572,Desmond Umeozulu,EDGE,South Carolina
573,Jaquaize Pettaway,WR,East Carolina
574,Derek Williams Jr.,S,Texas
575,Kamran James,EDGE,Florida
576,Bravion Rogers,CB,Texas A&M
577,Roderick Robinson II,RB,Georgia
578,Arion Carter,LB,Tennessee
579,Jayvon Thomas,CB,Texas A&M
580,Shamurad Umarov,OT,Tennessee
581,Ian Reed,IOL,Clemson
582,Cordale Russell,WR,Miami (OH)
583,Calvin Simpson-Hunt,CB,Baylor
584,Samuel M'Pemba,EDGE,Texas A&M
585,Tony Rojas,LB,Penn State
586,Caleb Woodson,LB,Virginia Tech
587,Austin Novosad,QB,Oregon
588,Treyaun Webb,RB,Florida
589,Lucas Simmons,OT,Florida State
590,Hudson Kaak,P,Auburn
591,Jarra Anderson,DL,Arizona
592,Logan Fano,EDGE,Utah
593,Sam Roush,TE,Stanford
594,David Olano,K,Illinois
595,Phillip Daniels,OT,Ohio State
596,James Brockermeyer,IOL,Miami (FL)
597,Palmer Williams,P,Baylor
598,Bryan Thomas Jr.,EDGE,South Carolina
599,Aidan Flintoft,P,Stanford
600,Jake Eldridge,LS,Rutgers
601,Conor Talty,K,Alabama
602,Robert Henry Jr.,RB,UTSA
603,Chris Johnson Jr.,RB,SMU
604,Mikey Matthews,WR,UCLA
605,Brock Taylor,K,Vanderbilt
606,London Humphreys,WR,Georgia
607,Peyton Woodring,K,Georgia
608,Tyler Brown,WR,Clemson
609,Ja'Bril Rawls,S,Florida State
610,Grayson Loftis,QB,Charlotte
611,Sedrick Alexander,RB,Vanderbilt
612,Carl Williams IV,S,Baylor
613,Kaden Feagin,RB,Illinois
614,Alex Kilgore,LB,SMU
615,Joey Schlaffer,TE,Penn State
616,Amare Thomas,WR,Houston
617,Hank Brown,QB,Iowa
618,Evan Link,OT,Michigan
619,A'Marion McCoy,CB,Boise State
620,Dion Crawford,LB,Buffalo
621,James Durand,IOL,Western Illinois
622,Cruce Brookins,S,Pittsburgh
623,Marcus Ratcliffe,S,Texas A&M
624,Christian Alliegro,LB,Wisconsin
625,Trey Dubuc,LS,New Mexico
626,Jaylen Raynor,QB,Arkansas State
627,Ryder Burns,LS,Southern Miss
628,Laurence Seymore,IOL,Western Kentucky
629,Chandavian Bradley,EDGE,Oklahoma State
630,Tony Mitchell,S,Mississippi State
631,Beau Atkinson,EDGE,Ohio State
632,Denver Harris,CB,UNLV
633,Gabriel Brownlow-Dindy,DL,South Carolina
634,Zach Rice,IOL,Syracuse
635,Jeremiah Alexander,EDGE,Clemson
636,Chris Marshall,WR,Boise State
637,Conner Weigman,QB,Houston
638,Jaheim Singletary,CB,Arkansas
639,Sheridan Wilson,IOL,Texas Tech
640,C.J. Hicks,EDGE,Ohio State
641,Travis Shaw,DL,Texas
642,TreVonte Citizen,RB,McNeese State
643,Tegra Tshabola,IOL,Ohio State
644,Nick Evers,QB,UConn
645,Julian Armella,IOL,UCLA
646,Donovan Green,TE,LSU
647,Jacob Sexton,OT,Oklahoma
648,Andre Greene Jr.,WR,Virginia
649,Jacoby Mathews,S,Auburn
650,Gentry Williams,CB,Oklahoma
651,Jyaire Brown,CB,UCF
652,Holden Staes,TE,Indiana
653,Kaden Helms,TE,Oklahoma
654,Neto Umeozulu,IOL,Texas
655,Branson Robinson,RB,Georgia State
656,Talyn Shettron,WR,Oklahoma State
657,Jaylon Glover,RB,UNLV
658,Jamari Lyons,DL,Florida
659,J.Q. Hardaway,CB,Kentucky
660,Khurtiss Perry,DL,Jacksonville State
661,Patrick Kutas,IOL,Mississippi
662,A.J. Swann,QB,Appalachian State
663,Kaden Saunders,WR,Penn State
664,Maalik Murphy,QB,Oregon State
665,Kendrick Law,WR,Kentucky
666,Devin Brown,QB,California
667,Walker Howard,QB,Louisiana-Lafayette
668,Justice Finkley,EDGE,Kansas
669,Skyler Gill-Howard,DL,Texas Tech
670,Jack Pedersen,TE,UCLA
671,Toriano Pride,CB,Missouri
672,Tobias Merriweather,WR,Utah
673,Jordan Hudson,WR,SMU
674,Kamari Wilson,S,Memphis
675,Emar'rion Winston,EDGE,Baylor
676,Dayne Shor,OT,Akron
677,Raleek Brown,RB,Arizona State
678,Malick Sylla,EDGE,Mississippi State
679,Jayden Gibson,WR,Oklahoma
680,Joe Brunner,IOL,Wisconsin
681,Kyion Grayes,WR,California
682,Shawn Murphy,LB,South Carolina
683,Earl Little II,CB,Florida State
684,Amari Niblack,TE,Texas A&M
685,Kaleb Brown,WR,UAB
686,Popeye Williams,EDGE,Western Michigan
687,Dallan Hayden,RB,Colorado
688,Nyjalik Kelly,EDGE,UCF
689,Jaylon Guilbeau,CB,Texas
690,Gunner Stockton,QB,Georgia
691,M.J. Morris,QB,Coastal Carolina
692,Wesley Bissainthe,LB,Miami (FL)
693,Braylin Presley,WR,Tulsa
694,Cole Hutson,IOL,Texas
695,Gavin Sawchuk,RB,Florida State
696,Kobe Prentice,WR,Baylor
697,Keaten Wade,EDGE,Colorado
698,Adam Randall,RB,Clemson
699,Zion Branch,S,Georgia
700,Kemari Copeland,DL,Virginia Tech
701,Devon Jackson,LB,Oregon
702,Darris Smith,EDGE,Missouri
703,Omari Abor,EDGE,SMU
704,Enai White,EDGE,Penn State
705,Carson Hinzman,IOL,Ohio State
706,Thomas Castellanos,QB,Florida State
707,Jacolby Spells,CB,West Virginia
708,Jake Johnson,TE,North Carolina
709,Zavion Thomas,WR,LSU
710,Kam Dewberry,IOL,Alabama
711,C.J. Williams,WR,Stanford
712,Jordan Dwyer,WR,TCU
713,Savion Red,RB,Sacramento State
714,Squirrel White,WR,Florida State
