School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,267,32,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,237,28,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Michigan,Big Ten,173,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
LSU,SEC,165,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Texas,SEC,152,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Alabama,SEC,138,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Texas A&M,SEC,125,29,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Ole Miss,SEC,125,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Penn State,Big Ten,125,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Notre Dame,FBS - Independent,121,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Oregon,Big Ten,120,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Clemson,ACC,99,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Oklahoma,SEC,94,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Kentucky,SEC,87,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Colorado,Big 12,86,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Arizona,Big 12,86,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Tennessee,SEC,66,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Miami (FL),ACC,65,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Iowa,Big Ten,64,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Florida State,ACC,60,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
North Carolina,ACC,53,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Missouri,SEC,49,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Wisconsin,Big Ten,46,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Louisville,ACC,44,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Arkansas,SEC,42,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Oklahoma State,Big 12,41,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg
West Virginia,Big 12,37,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
South Carolina,SEC,35,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
USC,Big Ten,34,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Florida,SEC,33,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Virginia Tech,ACC,32,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
Minnesota,Big Ten,32,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Kansas,Big 12,29,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
Stanford,ACC,27,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Boise State,FBS - Mountain West,26,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
Auburn,SEC,20,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
NC State,ACC,20,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Oregon State,Pac 12,20,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
Utah,Big 12,19,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Arizona State,Big 12,19,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Cincinnati,Big 12,19,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
California,ACC,17,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/california.svg
Colorado State,FBS - Mountain West,16,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado_st.svg
TCU,Big 12,15,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Michigan State,Big Ten,15,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Purdue,Big Ten,14,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
SMU,ACC,13,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg
UCLA,Big Ten,13,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Rutgers,Big Ten,13,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Iowa State,Big 12,13,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Nebraska,Big Ten,12,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Texas Tech,Big 12,11,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Virginia,ACC,10,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
Indiana,Big Ten,10,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Houston,Big 12,10,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Washington,Big Ten,10,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Maryland,Big Ten,10,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Bowling Green,FBS - MAC,10,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/bowling_green.svg
Wake Forest,ACC,9,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Utah State,FBS - Mountain West,9,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah_st.svg
Montana State,FCS,9,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/montana_st.svg
Syracuse,ACC,8,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
BYU,Big 12,8,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
UNLV,FBS - Mountain West,8,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/unlv.svg
Wyoming,FBS - Mountain West,8,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wyoming.svg
Illinois,Big Ten,7,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Pitt,ACC,7,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
UCF,Big 12,7,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
Kansas State,Big 12,7,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Georgia Tech,ACC,6,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Baylor,Big 12,6,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Lafayette,FCS,6,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/lafayette.svg
Jacksonville State,FBS - CUSA,6,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/jacksonville_st.svg
Vanderbilt,SEC,5,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/vanderbilt.svg
Old Dominion,FBS - CUSA,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/old_dominion.svg
Yale,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/yale.svg
Princeton,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/princeton.svg
Texas State,FBS - Sun Belt,4,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_st.svg
Coastal Carolina,FCS,4,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/coastal_carolina.svg
Tulane,FBS - AAC,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulane.svg
Mississippi State,SEC,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Florida International,FBS - CUSA,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_international.svg
Southern Miss,FBS - CUSA,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/southern_miss.svg
UConn,FBS - AAC,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/uconn.svg
UTSA,FBS - AAC,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utsa.svg
