School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,244,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Texas,SEC,192,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Georgia,SEC,166,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Ole Miss,SEC,157,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Michigan,Big Ten,155,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Oregon,Big Ten,130,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
LSU,SEC,109,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Miami (FL),ACC,98,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Alabama,SEC,96,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Penn State,Big Ten,93,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Notre Dame,FBS - Independent,88,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Colorado,Big 12,83,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
South Carolina,SEC,81,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Missouri,SEC,75,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Texas A&M,SEC,75,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Tennessee,SEC,66,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Arizona,Big 12,61,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Florida State,ACC,53,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Minnesota,Big Ten,50,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Kentucky,SEC,48,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Iowa,Big Ten,47,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
North Carolina,ACC,44,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Boise State,FBS - Mountain West,44,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
Virginia Tech,ACC,41,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
Iowa State,Big 12,38,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Boston College,ACC,36,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
Maryland,Big Ten,34,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Florida,SEC,33,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Arkansas,SEC,33,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
West Virginia,Big 12,33,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
UCF,Big 12,32,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
Kansas,Big 12,32,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
UCLA,Big Ten,32,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Louisville,ACC,32,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Marshall,FBS - CUSA,32,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/marshall.svg
Syracuse,ACC,31,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
Clemson,ACC,30,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Oklahoma,SEC,28,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Nebraska,Big Ten,28,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
TCU,Big 12,26,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
East Carolina,FBS - AAC,26,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/east_carolina.svg
Indiana,Big Ten,24,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
California,ACC,24,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/california.svg
Stanford,ACC,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Bowling Green,FBS - MAC,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/bowling_green.svg
Oklahoma State,Big 12,22,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg
USC,Big Ten,22,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Rutgers,Big Ten,22,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Toledo,FBS - MAC,22,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/toledo.svg
Arizona State,Big 12,21,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Auburn,SEC,20,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Purdue,Big Ten,20,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
North Dakota State,FCS,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_dakota_st.svg
Utah,Big 12,19,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
SMU,ACC,19,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg
NC State,ACC,19,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Kansas State,Big 12,19,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Utah State,FBS - Mountain West,18,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah_st.svg
Illinois,Big Ten,17,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Texas Tech,Big 12,17,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Virginia,ACC,16,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
Wisconsin,Big Ten,13,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Georgia Tech,ACC,12,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Pitt,ACC,12,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Cincinnati,Big 12,12,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Colorado State,FBS - Mountain West,11,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado_st.svg
Tulane,FBS - AAC,10,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulane.svg
UNLV,FBS - Mountain West,10,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/unlv.svg
BYU,Big 12,9,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Michigan State,Big Ten,8,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
UConn,FBS - AAC,8,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/uconn.svg
Oregon State,Pac 12,8,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
Central Arkansas,FCS,8,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/central_arkansas.svg
Houston,Big 12,7,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Fresno State,FBS - Mountain West,7,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/fresno_st.svg
San Jose State,FBS - Mountain West,7,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/san_jose_st.svg
William & Mary,FCS,7,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/william&amp;mary.svg
Alabama A&M,FCS,7,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama_a&amp;m.svg
Washington,Big Ten,6,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Memphis,FBS - AAC,6,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/memphis.svg
Western Michigan,FBS - MAC,6,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/western_michigan.svg
Delaware,FCS,6,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/delaware.svg
Jacksonville State,FBS - CUSA,6,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/jacksonville_st.svg
Western Kentucky,FBS - CUSA,6,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/western_kentucky.svg
Mississippi State,SEC,5,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Baylor,Big 12,5,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Vanderbilt,SEC,5,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/vanderbilt.svg
Sacramento State,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/sacramento_st.svg
Washington State,Pac 12,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington_st.svg
Texas State,FBS - Sun Belt,4,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_st.svg
UTSA,FBS - AAC,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utsa.svg
Tulsa,FBS - AAC,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulsa.svg
Arkansas State,FBS - Sun Belt,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas_st.svg
Miami (OH),FBS - MAC,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami_oh.svg
Florida A&M,FCS,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_a&amp;m.svg
North Texas,FBS - AAC,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_texas.svg
Southern Miss,FBS - CUSA,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/southern_miss.svg
Navy,FBS - AAC,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/navy.svg
Georgia State,FBS - Sun Belt,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_st.svg
Wyoming,FBS - Mountain West,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wyoming.svg
Northern Illinois,FBS - MAC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northern_illinois.svg
Montana State,FCS,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/montana_st.svg
Wake Forest,ACC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Northwestern,Big Ten,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
Duke,ACC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/duke.svg
Charlotte,FBS - AAC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/charlotte.svg
Georgia Southern,FBS - Sun Belt,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_southern.svg
Florida International,FBS - CUSA,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_international.svg
North Carolina A&T,FCS,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina_a&amp;t.svg
James Madison,FBS - Sun Belt,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/james_madison.svg
Howard,FCS,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/howard.svg
Eastern Washington,FCS,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/eastern_washington.svg
Minnesota Duluth,D2,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota_duluth.svg
Buffalo,FBS - MAC,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/buffalo.svg
South Carolina State,FCS,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina_st.svg
Wilfrid Laurier,D3,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/laurier.png
Towson,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/towson.svg
UC Davis,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/uc_davis.svg
Villanova,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/villanova.svg
Southern Arkansas,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/southern_arkansas.svg
South Alabama,FBS - Sun Belt,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_alabama.svg
Jackson State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/jackson_st.svg
South Dakota State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_dakota_st.svg
Liberty,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/liberty.svg
Virginia State,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_st.png
South Florida,FBS - AAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_florida.svg
Louisiana-Monroe,FBS - Sun Belt,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisiana_monroe.svg
Lenoir–Rhyne,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lenoir_rhyne.png
Louisiana-Lafayette,FBS - Sun Belt,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisiana_lafayette.svg
Middlebury,D3,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/middlebury.svg
Coastal Carolina,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/coastal_carolina.svg
Florida Atlantic,FBS - AAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_atlantic.svg
Tarleton State,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tarleton_st.svg
Cal Poly,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cal_poly.svg
Troy,FBS - Sun Belt,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/troy.svg
Old Dominion,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/old_dominion.svg
Nevada,FBS - Mountain West,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nevada.svg
Central Michigan,FBS - MAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/central_michigan.svg
Air Force,FBS - Mountain West,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/air_force.svg
Stephen F. Austin,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stephen_f_austin.svg
Massachusetts,FBS - MAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/umass.svg
Hawaii,FBS - Mountain West,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/hawaii.svg
Holy Cross,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/holy_cross.svg
Northern Iowa,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northern_iowa.svg
Louisiana Tech,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/la_tech.svg
Appalachian State,FBS - Sun Belt,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/appalachian_st.svg
