School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,227,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Texas,SEC,185,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Georgia,SEC,166,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Ole Miss,SEC,146,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Michigan,Big Ten,144,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Oregon,Big Ten,128,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
LSU,SEC,111,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Miami (FL),ACC,104,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Alabama,SEC,100,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Penn State,Big Ten,99,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
South Carolina,SEC,91,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Colorado,Big 12,80,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Notre Dame,FBS - Independent,76,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Missouri,SEC,69,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Texas A&M,SEC,65,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Tennessee,SEC,59,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Iowa State,Big 12,53,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
North Carolina,ACC,51,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Minnesota,Big Ten,50,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Arizona,Big 12,49,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Boston College,ACC,48,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
Florida State,ACC,44,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Iowa,Big Ten,44,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
UCLA,Big Ten,42,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Boise State,FBS - Mountain West,42,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
Virginia Tech,ACC,40,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
Louisville,ACC,40,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Arkansas,SEC,39,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Kentucky,SEC,38,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Florida,SEC,33,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Kansas,Big 12,30,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
Marshall,FBS - CUSA,30,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/marshall.svg
TCU,Big 12,28,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Oklahoma State,Big 12,27,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg
UCF,Big 12,26,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
Maryland,Big Ten,25,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Toledo,FBS - MAC,25,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/toledo.svg
North Dakota State,FCS,25,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_dakota_st.svg
Nebraska,Big Ten,24,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Kansas State,Big 12,24,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Clemson,ACC,24,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Syracuse,ACC,22,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
Rutgers,Big Ten,22,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Oklahoma,SEC,22,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
California,ACC,21,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/california.svg
SMU,ACC,20,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg
