School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,276,33,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,244,28,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Michigan,Big Ten,192,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Texas,SEC,148,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
LSU,SEC,138,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Texas A&M,SEC,133,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Penn State,Big Ten,133,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Ole Miss,SEC,129,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Alabama,SEC,128,28,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Notre Dame,FBS - Independent,123,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Oregon,Big Ten,115,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Colorado,Big 12,96,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Oklahoma,SEC,92,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Clemson,ACC,92,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Kentucky,SEC,91,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Arizona,Big 12,91,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Iowa,Big Ten,81,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Florida State,ACC,66,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Tennessee,SEC,65,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Miami (FL),ACC,58,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
North Carolina,ACC,55,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
USC,Big Ten,51,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Louisville,ACC,46,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Missouri,SEC,46,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
South Carolina,SEC,42,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Wisconsin,Big Ten,41,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
