School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,288,33,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,241,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Michigan,Big Ten,183,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Alabama,SEC,161,28,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Texas,Big 12,158,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
LSU,SEC,153,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Texas A&M,SEC,147,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Ole Miss,SEC,124,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Notre Dame,FBS - Independent,119,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Penn State,Big Ten,119,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Kentucky,SEC,97,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Oregon,Pac 12,95,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Clemson,ACC,95,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Colorado,Pac 12,93,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Oklahoma,Big 12,84,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Arizona,Pac 12,78,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Iowa,Big Ten,67,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Florida State,ACC,62,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Tennessee,SEC,60,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
North Carolina,ACC,60,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Louisville,ACC,51,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Miami (FL),ACC,47,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
USC,Pac 12,45,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Missouri,SEC,45,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Arkansas,SEC,44,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
South Carolina,SEC,43,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Wisconsin,Big Ten,40,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Oklahoma State,Big 12,40,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg
West Virginia,Big 12,34,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
Florida,SEC,33,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Colorado State,FBS - Mountain West,27,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado_st.svg
NC State,ACC,26,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Stanford,Pac 12,25,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Kansas,Big 12,24,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
Cincinnati,FBS - AAC,24,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Utah,Pac 12,21,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Boise State,FBS - Mountain West,21,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
Nebraska,Big Ten,19,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Virginia Tech,ACC,17,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
