School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Texas A&M,SEC,360,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Alabama,SEC,250,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Georgia,SEC,240,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
LSU,SEC,140,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Ohio State,Big Ten,135,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Penn State,Big Ten,95,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
USC,Pac 12,85,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Clemson,ACC,85,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
North Carolina,ACC,80,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Texas,Big 12,75,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Michigan,Big Ten,60,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Oklahoma,Big 12,45,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Florida,SEC,35,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Colorado,Pac 12,35,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Missouri,SEC,35,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Kentucky,SEC,30,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Florida State,ACC,30,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Oregon,Pac 12,30,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Notre Dame,FBS - Independent,25,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Miami (FL),ACC,20,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Arizona,Pac 12,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Iowa,Big Ten,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Jackson State,FCS,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/jackson_st.svg
Stanford,Pac 12,15,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Wisconsin,Big Ten,10,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
TCU,Big 12,10,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Utah,Pac 12,10,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
