School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,225,28,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,195,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Texas,SEC,188,31,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Michigan,Big Ten,171,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Alabama,SEC,149,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
LSU,SEC,139,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Ole Miss,SEC,139,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Penn State,Big Ten,137,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Oregon,Big Ten,135,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Texas A&M,SEC,112,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Colorado,Big 12,85,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Notre Dame,FBS - Independent,82,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
South Carolina,SEC,82,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Miami (FL),ACC,80,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Tennessee,SEC,69,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Iowa,Big Ten,66,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Arizona,Big 12,62,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Kentucky,SEC,61,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Florida State,ACC,58,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Missouri,SEC,56,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Clemson,ACC,51,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Oklahoma,SEC,48,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Minnesota,Big Ten,46,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Arkansas,SEC,43,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
North Carolina,ACC,40,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
USC,Big Ten,38,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Virginia Tech,ACC,38,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
Iowa State,Big 12,35,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Boise State,FBS - Mountain West,35,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
West Virginia,Big 12,33,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
East Carolina,FBS - AAC,33,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/east_carolina.svg
Boston College,ACC,31,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
Florida,SEC,30,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Kansas,Big 12,30,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
Maryland,Big Ten,29,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Auburn,SEC,27,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Illinois,Big Ten,27,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Oklahoma State,Big 12,27,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg
UCF,Big 12,26,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
TCU,Big 12,26,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Purdue,Big Ten,26,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
Nebraska,Big Ten,25,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Louisville,ACC,25,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
California,ACC,23,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/california.svg
Indiana,Big Ten,23,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Syracuse,ACC,23,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
Bowling Green,FBS - MAC,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/bowling_green.svg
Wisconsin,Big Ten,22,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Stanford,ACC,22,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Marshall,FBS - CUSA,22,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/marshall.svg
Utah,Big 12,21,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Arizona State,Big 12,20,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Virginia,ACC,17,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
Rutgers,Big Ten,17,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Utah State,FBS - Mountain West,17,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah_st.svg
NC State,ACC,16,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Cincinnati,Big 12,16,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Kansas State,Big 12,16,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
UCLA,Big Ten,15,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
North Dakota State,FCS,15,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_dakota_st.svg
Georgia Tech,ACC,13,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Michigan State,Big Ten,13,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Washington,Big Ten,12,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Vanderbilt,SEC,12,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/vanderbilt.svg
