School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Georgia,SEC,234,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Alabama,SEC,164,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Texas A&M,SEC,126,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Michigan,Big Ten,122,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Cincinnati,FBS - AAC,115,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Ohio State,Big Ten,114,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Penn State,Big Ten,98,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
LSU,SEC,77,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Oklahoma,Big 12,67,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
USC,Pac 12,67,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Kentucky,SEC,65,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Notre Dame,FBS - Independent,64,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Washington,Pac 12,59,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Ole Miss,SEC,58,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Oregon,Pac 12,58,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Clemson,ACC,52,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Purdue,Big Ten,51,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
Florida,SEC,48,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Mississippi State,SEC,48,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Iowa State,Big 12,46,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
UCLA,Pac 12,46,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Arkansas,SEC,46,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Baylor,Big 12,43,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Minnesota,Big Ten,43,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Iowa,Big Ten,43,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
NC State,ACC,43,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
North Carolina,ACC,42,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Utah,Pac 12,39,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Boston College,ACC,38,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
Pitt,ACC,38,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Virginia Tech,ACC,36,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
Arizona State,Pac 12,36,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Liberty,FCS,35,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/liberty.svg
Auburn,SEC,34,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Florida State,ACC,34,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
San Diego State,FBS - Mountain West,33,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/san_diego_st.svg
Houston,FBS - AAC,33,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Nevada,FBS - Mountain West,31,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nevada.svg
Northern Iowa,FCS,31,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northern_iowa.svg
Nebraska,Big Ten,30,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
