School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Georgia,SEC,226,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Alabama,SEC,143,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Ohio State,Big Ten,137,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Texas A&M,SEC,127,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&m.svg
Michigan,Big Ten,126,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Cincinnati,FBS - AAC,120,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Penn State,Big Ten,105,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
LSU,SEC,81,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Washington,Pac 12,80,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Oklahoma,Big 12,76,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Kentucky,SEC,67,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Clemson,ACC,66,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Oregon,Pac 12,64,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
USC,Pac 12,63,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Notre Dame,FBS - Independent,60,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Ole Miss,SEC,58,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Mississippi State,SEC,58,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Florida,SEC,57,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Purdue,Big Ten,56,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
Iowa,Big Ten,52,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Arkansas,SEC,52,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
UCLA,Pac 12,47,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Pitt,ACC,47,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
NC State,ACC,46,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Iowa State,Big 12,44,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Auburn,SEC,44,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
South Carolina,SEC,41,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Utah,Pac 12,40,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Nevada,FBS - Mountain West,40,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nevada.svg
Virginia Tech,ACC,37,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
Arizona State,Pac 12,36,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
North Carolina,ACC,35,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
San Diego State,FBS - Mountain West,34,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/san_diego_st.svg
Houston,FBS - AAC,32,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Boston College,ACC,31,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
Wisconsin,Big Ten,30,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Minnesota,Big Ten,29,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Central Michigan,FBS - MAC,29,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/central_michigan.svg
